Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2002,134,1123,98,1378,92,H,0,NIT
2002,134,1257,66,1343,65,H,0,NIT
2002,134,1286,77,1429,69,A,0,NIT
2002,134,1386,73,1206,64,A,0,NIT
2002,134,1424,96,1113,91,H,0,NIT
2002,135,1173,80,1178,69,H,0,NIT
2002,135,1256,83,1418,63,H,0,NIT
2002,135,1261,63,1234,61,A,0,NIT
2002,135,1278,96,1307,62,H,0,NIT
2002,135,1350,74,1447,67,H,0,NIT
2002,135,1376,74,1438,67,A,0,NIT
2002,135,1393,76,1382,66,H,0,NIT
2002,135,1396,81,1201,75,A,0,NIT
2002,135,1399,64,1209,62,H,0,NIT
2002,135,1435,59,1222,50,H,0,NIT
2002,136,1139,81,1132,69,H,0,NIT
2002,136,1140,78,1414,55,H,0,NIT
2002,136,1272,82,1422,62,H,0,NIT
2002,136,1437,84,1264,69,H,0,NIT
2002,136,1463,67,1353,65,A,0,NIT
2002,137,1123,76,1386,54,A,0,NIT
2002,137,1256,83,1435,68,H,0,NIT
2002,137,1399,68,1173,59,A,0,NIT
2002,138,1350,63,1286,48,H,0,NIT
2002,140,1350,67,1278,66,A,0,NIT
2002,140,1393,66,1139,65,H,0,NIT
2002,141,1123,75,1261,65,A,0,NIT
2002,141,1376,75,1424,65,H,0,NIT
2002,141,1396,65,1257,62,A,0,NIT
2002,141,1399,80,1463,61,A,0,NIT
2002,141,1437,67,1256,64,H,0,NIT
2002,142,1272,80,1140,69,H,0,NIT
2002,142,1393,62,1350,46,A,0,NIT
2002,143,1376,82,1123,47,H,0,NIT
2002,144,1396,63,1437,57,H,0,NIT
2002,145,1272,79,1399,73,H,0,NIT
2002,148,1272,78,1396,77,N,0,NIT
2002,148,1376,66,1393,59,N,0,NIT
2002,150,1272,72,1376,62,N,0,NIT
2002,150,1396,65,1393,54,N,0,NIT
