Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2020,1,1114,67,1283,66,A,0,27,52,3,14,10,15,11,21,17,13,7,3,19,23,54,8,28,12,18,10,16,10,10,7,3,15
2020,1,1116,91,1349,43,H,0,37,67,10,25,7,11,10,35,19,21,14,5,16,16,56,2,25,9,15,6,21,7,27,9,2,16
2020,1,1120,83,1204,74,H,0,29,58,7,22,18,25,11,30,13,21,6,2,21,27,57,5,18,15,21,5,22,8,18,10,2,21
2020,1,1124,105,1146,61,H,0,40,71,18,33,7,14,13,38,25,14,6,2,20,22,61,4,23,13,24,8,22,11,15,5,6,19
2020,1,1135,73,1136,71,A,0,23,53,5,17,22,31,13,29,9,15,7,2,18,25,62,8,28,13,21,13,24,14,12,9,0,24
2020,1,1137,68,1193,64,A,0,22,55,10,23,14,17,7,26,14,13,4,5,20,24,59,2,12,14,20,13,28,9,12,3,3,16
2020,1,1140,76,1168,58,H,0,28,57,11,23,9,15,5,30,16,16,5,2,17,21,57,5,14,11,18,9,25,4,16,7,1,21
2020,1,1143,87,1337,71,H,0,31,54,10,19,15,18,5,33,12,12,4,1,13,26,70,10,29,9,9,11,19,16,9,3,4,14
2020,1,1144,75,1157,74,A,0,24,62,12,34,15,15,13,18,15,9,7,3,16,29,60,8,22,8,16,18,24,10,13,2,5,17
2020,1,1158,74,1367,55,H,0,25,56,3,18,21,28,11,32,7,10,6,1,15,20,56,6,20,9,15,8,23,5,12,3,3,23
2020,1,1161,74,1176,63,H,0,23,50,7,23,21,26,7,28,12,14,4,1,18,24,58,7,21,8,15,9,21,9,14,2,3,25
2020,1,1165,84,1127,64,H,0,32,62,7,21,13,15,10,28,20,6,10,5,15,24,58,9,25,7,10,8,21,12,12,4,4,17
2020,1,1166,81,1244,55,H,0,33,63,12,25,3,8,8,33,16,15,9,6,13,22,59,3,20,8,13,7,27,9,18,5,2,14
2020,1,1177,72,1108,54,H,0,29,58,7,20,7,15,8,31,12,17,11,5,21,17,66,3,24,17,21,18,25,6,17,9,1,14
2020,1,1181,68,1242,66,N,0,23,64,8,24,14,23,11,19,12,16,11,3,17,23,50,4,9,16,26,10,30,13,28,11,5,20
2020,1,1182,94,1343,67,H,0,36,63,13,25,9,10,8,20,13,8,10,5,15,27,57,7,22,6,14,14,19,11,17,1,0,14
2020,1,1184,79,1151,68,H,0,27,52,6,14,19,25,7,33,10,24,6,7,21,22,68,9,25,15,17,14,20,11,20,8,0,22
2020,1,1187,80,1440,68,H,0,31,58,4,12,14,24,14,30,17,13,4,7,15,25,67,9,24,9,13,12,21,13,10,7,0,22
2020,1,1196,74,1316,59,H,0,29,69,3,15,13,18,19,26,15,10,7,3,16,21,57,11,34,6,10,13,23,13,19,3,0,18
2020,1,1200,68,1383,59,H,0,24,57,7,17,13,31,14,25,13,10,10,0,12,23,51,7,25,6,9,4,29,14,16,7,4,27
2020,1,1202,70,1205,63,A,0,25,54,6,25,14,18,7,25,12,12,7,4,14,22,57,10,24,9,14,13,25,18,16,6,7,18
2020,1,1206,68,1298,55,H,1,26,63,8,25,8,15,16,20,16,14,9,5,16,21,58,4,20,9,13,20,24,14,19,4,1,15
2020,1,1208,91,1441,72,H,0,31,66,8,26,21,32,15,37,15,15,9,7,26,26,73,9,34,11,20,14,27,11,12,3,3,25
2020,1,1210,82,1301,81,A,1,30,61,6,20,16,22,7,32,20,18,10,9,22,27,71,7,16,20,23,14,27,13,13,5,6,19
2020,1,1211,95,1106,64,H,0,34,59,10,20,17,27,11,23,24,8,11,3,17,24,49,9,16,7,12,6,19,14,21,3,1,24
2020,1,1216,74,1148,59,A,0,26,56,10,26,12,15,4,29,18,15,7,2,18,22,52,5,14,10,19,7,28,15,19,9,3,17
2020,1,1228,78,1311,70,H,1,27,61,5,19,19,29,20,33,12,23,6,2,17,27,66,8,20,8,9,6,17,13,16,11,4,29
2020,1,1231,98,1442,65,H,0,38,65,5,11,17,25,14,33,18,11,6,6,12,22,64,7,24,14,15,9,19,9,12,6,3,20
2020,1,1235,110,1290,74,H,0,45,87,13,35,7,11,15,34,32,10,15,7,8,30,73,11,29,3,8,11,29,13,21,3,0,9
2020,1,1243,67,1295,54,H,0,26,61,6,21,9,14,7,32,14,6,5,4,16,15,52,8,30,16,25,8,31,10,8,4,1,18
2020,1,1246,69,1277,62,N,0,19,50,6,18,25,32,5,25,9,10,4,3,20,22,56,5,26,13,18,7,23,14,16,4,2,22
2020,1,1248,65,1162,63,H,0,26,50,8,20,5,5,6,31,13,22,6,7,16,23,61,5,19,12,16,9,18,6,11,6,1,10
2020,1,1257,87,1274,74,A,0,34,63,9,19,10,14,10,30,14,13,8,4,17,30,69,10,24,4,11,13,22,12,10,6,4,13
2020,1,1260,82,1413,48,H,0,35,63,4,16,8,10,8,32,20,8,7,1,11,21,57,3,17,3,8,6,21,9,14,3,3,12
2020,1,1266,88,1259,53,H,0,30,58,14,23,14,20,10,42,18,21,4,11,21,20,65,4,18,9,22,11,19,12,10,11,2,18
2020,1,1268,95,1221,71,H,0,37,76,5,27,16,24,18,29,15,8,8,8,6,30,67,7,27,4,5,8,25,15,14,3,0,19
2020,1,1269,79,1262,64,H,0,31,64,9,27,8,17,11,22,18,10,11,7,19,23,60,5,18,13,20,14,27,10,18,7,0,20
2020,1,1272,97,1354,64,H,0,36,66,6,20,19,21,12,30,21,13,8,10,21,21,58,8,25,14,18,7,18,9,18,2,1,20
2020,1,1276,79,1111,71,H,0,29,61,9,25,12,19,11,23,15,17,8,6,18,26,57,4,13,15,22,8,25,9,19,9,0,23
2020,1,1278,85,1156,50,H,0,31,57,13,29,10,14,10,30,26,17,5,8,13,19,55,3,19,9,11,6,19,10,16,7,2,17
2020,1,1280,77,1198,69,H,0,31,57,5,14,10,17,15,21,14,18,10,5,15,28,60,7,26,6,10,14,14,16,17,8,5,20
2020,1,1284,66,1250,62,A,0,24,59,8,19,10,16,11,27,16,16,7,6,12,24,59,8,17,6,9,9,29,12,17,6,3,16
2020,1,1287,90,1359,86,H,2,33,73,6,29,18,30,21,32,16,20,7,5,22,29,79,6,26,22,32,23,26,9,14,13,7,23
2020,1,1318,72,1131,67,A,0,28,55,5,16,11,14,5,26,10,12,10,1,18,27,55,8,26,5,12,7,23,11,15,5,4,15
2020,1,1320,58,1330,53,H,0,19,55,6,31,14,24,11,27,9,14,4,3,14,21,59,3,12,8,15,13,31,5,14,12,1,24
2020,1,1325,65,1382,53,A,0,24,51,8,22,9,16,8,22,17,12,10,2,18,20,55,3,19,10,15,16,21,11,16,4,2,21
2020,1,1328,85,1427,67,H,0,31,65,5,25,18,23,8,36,13,15,5,8,15,25,74,5,29,12,17,15,29,10,15,8,1,22
2020,1,1332,71,1201,57,H,0,25,60,1,13,20,27,16,29,11,13,8,2,12,19,55,9,36,10,14,9,22,14,17,5,7,19
2020,1,1333,87,1169,67,H,0,29,63,7,20,22,31,17,28,21,11,8,8,15,23,60,8,26,13,18,13,22,13,15,5,2,24
2020,1,1335,81,1104,80,A,0,29,68,8,26,15,20,8,29,10,16,8,4,19,27,76,11,38,15,22,19,29,10,19,10,5,18
