TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,NFGM,NFGA,NFGM2,NFGA2,NFGM3,NFGA3,NFTM,NFTA,NOR,NDR,NAst,NTO,NStl,NBlk,NPF
1101,25.88,55.75,18.88,34.81,7.0,20.94,17.5,24.12,9.56,22.81,15.06,14.38,10.12,2.75,21.69,22.73,56.55,17.0,36.45,5.73,20.09,16.55,21.45,10.73,20.36,11.45,15.27,7.36,2.55,22.45
1102,27.73,55.45,17.45,32.27,10.27,23.18,15.09,20.27,7.36,29.64,17.64,12.09,5.82,1.91,13.91,23.25,54.9,15.6,31.65,7.65,23.25,13.35,18.75,7.45,22.05,12.75,12.65,4.5,0.85,18.5
1103,24.95,55.27,15.82,31.0,9.14,24.27,15.95,21.23,9.27,29.18,13.0,12.82,4.82,3.14,17.36,25.0,63.0,15.71,34.43,9.29,28.57,14.57,17.57,10.29,22.71,11.57,11.86,5.14,2.0,19.71
1104,28.06,58.25,17.12,29.5,10.94,28.75,20.94,29.19,10.19,30.12,15.31,15.38,6.31,4.81,19.31,27.0,68.27,16.4,35.13,10.6,33.13,11.0,16.93,13.33,25.0,13.07,14.4,6.33,3.93,21.2
1105,23.0,57.5,17.75,40.25,5.25,17.25,17.62,24.5,11.75,25.75,12.0,9.88,6.12,2.12,18.0,21.45,57.59,16.36,38.95,5.09,18.64,10.82,16.77,8.86,24.5,10.45,14.32,5.68,2.09,17.91
1106,22.75,55.0,15.25,32.75,7.5,22.25,15.62,25.12,9.5,27.62,12.38,16.38,6.25,2.38,18.75,20.88,55.12,14.71,33.92,6.17,21.21,11.08,17.83,9.29,21.29,9.42,15.88,6.25,2.12,20.33
1107,24.85,54.54,15.69,31.38,9.15,23.15,15.08,20.0,7.08,27.77,13.69,12.92,5.38,2.85,16.54,20.78,55.44,13.78,30.44,7.0,25.0,11.89,17.56,8.94,24.44,11.94,14.28,5.78,2.56,17.06
1108,27.09,60.0,16.73,34.91,10.36,25.09,16.64,21.0,10.36,29.73,15.64,14.36,8.45,4.09,17.36,22.0,58.87,16.07,37.73,5.93,21.13,11.73,16.6,10.0,23.0,8.73,15.47,6.2,2.53,19.93
1110,27.44,55.5,20.06,36.69,7.38,18.81,14.12,18.44,8.0,24.38,14.25,11.94,8.38,4.06,17.0,25.5,61.07,19.21,39.29,6.29,21.79,8.93,14.57,10.21,23.36,11.14,12.86,7.57,3.0,17.86
1111,23.75,53.06,17.44,32.31,6.31,20.75,16.0,23.06,8.81,27.81,12.25,12.25,7.19,2.56,15.0,22.2,55.13,15.93,34.2,6.27,20.93,13.73,21.4,10.2,22.2,10.2,14.53,7.27,1.93,16.53
