Season,Seed,TeamID
2009,W01,3181
2009,W02,3390
2009,W03,3326
2009,W04,3235
2009,W05,3397
2009,W06,3400
2009,W07,3177
2009,W08,3292
2009,W09,3277
2009,W10,3361
2009,W11,3280
2009,W12,3123
2009,W13,3190
2009,W14,3357
2009,W15,3364
2009,W16,3122
2009,X01,3163
2009,X02,3401
2009,X03,3199
2009,X04,3143
2009,X05,3438
2009,X06,3113
2009,X07,3323
2009,X08,3196
2009,X09,3396
2009,X10,3278
2009,X11,3208
2009,X12,3265
2009,X13,3201
2009,X14,3299
2009,X15,3191
2009,X16,3436
2009,Y01,3328
2009,Y02,3120
2009,Y03,3314
2009,Y04,3338
2009,Y05,3462
2009,Y06,3345
2009,Y07,3353
2009,Y08,3234
2009,Y09,3210
2009,Y10,3433
2009,Y11,3150
2009,Y12,3211
2009,Y13,3285
2009,Y14,3416
2009,Y15,3250
2009,Y16,3341
2009,Z01,3268
2009,Z02,3124
2009,Z03,3257
2009,Z04,3435
2009,Z05,3243
2009,Z06,3261
2009,Z07,3355
2009,Z08,3437
2009,Z09,3428
2009,Z10,3395
2009,Z11,3453
2009,Z12,3180
2009,Z13,3441
2009,Z14,3251
2009,Z15,3427
2009,Z16,3171
