Season,ConfAbbrev,DayNum,WTeamID,LTeamID
2013,a_sun,121,1195,1316
2013,a_sun,121,1273,1252
2013,a_sun,122,1367,1239
2013,a_sun,122,1391,1190
2013,a_sun,123,1195,1391
2013,a_sun,123,1273,1367
2013,a_sun,124,1195,1273
2013,a_ten,129,1139,1173
2013,a_ten,129,1150,1350
2013,a_ten,129,1269,1203
2013,a_ten,129,1386,1462
2013,a_ten,130,1139,1247
2013,a_ten,130,1269,1396
2013,a_ten,130,1387,1150
2013,a_ten,130,1433,1386
2013,a_ten,131,1387,1139
2013,a_ten,131,1433,1269
2013,a_ten,132,1387,1433
2013,acc,129,1130,1210
2013,acc,129,1199,1155
2013,acc,129,1268,1448
2013,acc,129,1301,1439
2013,acc,130,1268,1181
2013,acc,130,1274,1130
2013,acc,130,1301,1438
2013,acc,130,1314,1199
2013,acc,131,1274,1301
2013,acc,131,1314,1268
2013,acc,132,1274,1314
2013,aec,124,1107,1263
2013,aec,124,1392,1127
2013,aec,124,1420,1216
2013,aec,124,1436,1306
2013,aec,125,1107,1392
2013,aec,125,1436,1420
2013,aec,131,1107,1436
2013,big_east,127,1353,1177
2013,big_east,127,1371,1378
2013,big_east,128,1153,1344
2013,big_east,128,1323,1353
2013,big_east,128,1393,1371
2013,big_east,128,1437,1385
2013,big_east,129,1207,1153
2013,big_east,129,1257,1437
2013,big_east,129,1323,1266
2013,big_east,129,1393,1338
2013,big_east,130,1257,1323
2013,big_east,130,1393,1207
2013,big_east,131,1257,1393
2013,big_sky,129,1294,1286
2013,big_sky,129,1315,1381
2013,big_sky,129,1451,1319
2013,big_sky,130,1285,1294
2013,big_sky,130,1451,1315
2013,big_sky,131,1285,1451
2013,big_south,120,1144,1342
2013,big_south,120,1251,1157
2013,big_south,120,1255,1421
2013,big_south,120,1457,1347
2013,big_south,122,1149,1457
2013,big_south,122,1205,1144
2013,big_south,122,1251,1219
2013,big_south,122,1440,1255
2013,big_south,124,1149,1440
2013,big_south,124,1251,1205
2013,big_south,125,1251,1149
2013,big_ten,129,1228,1278
2013,big_ten,129,1234,1321
2013,big_ten,129,1276,1336
2013,big_ten,129,1304,1345
2013,big_ten,130,1231,1228
2013,big_ten,130,1277,1234
2013,big_ten,130,1326,1304
2013,big_ten,130,1458,1276
2013,big_ten,131,1326,1277
2013,big_ten,131,1458,1231
2013,big_ten,132,1326,1458
2013,big_twelve,128,1400,1395
2013,big_twelve,128,1403,1452
2013,big_twelve,129,1235,1328
2013,big_twelve,129,1242,1403
2013,big_twelve,129,1243,1400
2013,big_twelve,129,1329,1124
2013,big_twelve,130,1242,1235
2013,big_twelve,130,1243,1329
