Season,DayNum,team_1,team_2,team_1_won,team_1_Season,team_1_FGM,team_1_FGA,team_1_FGM2,team_1_FGA2,team_1_FGM3,team_1_FGA3,team_1_FTM,team_1_FTA,team_1_OR,team_1_DR,team_1_Ast,team_1_TO,team_1_Stl,team_1_Blk,team_1_PF,team_1_FGM_A,team_1_FGA_A,team_1_FGM2_A,team_1_FGA2_A,team_1_FGM3_A,team_1_FGA3_A,team_1_FTM_A,team_1_FTA_A,team_1_OR_A,team_1_DR_A,team_1_Ast_A,team_1_TO_A,team_1_Stl_A,team_1_Blk_A,team_1_PF_A,team_1_BIH,team_1_COL,team_1_DCI,team_1_DOK,team_1_DOL,team_1_DUN,team_1_KPK,team_1_LMC,team_1_MAS,team_1_MB,team_1_MOR,team_1_NOL,team_1_PGH,team_1_POM,team_1_REW,team_1_RPI,team_1_RT,team_1_RTH,team_1_STH,team_1_WIL,team_1_WLK,team_1_WOL,team_2_Season,team_2_FGM,team_2_FGA,team_2_FGM2,team_2_FGA2,team_2_FGM3,team_2_FGA3,team_2_FTM,team_2_FTA,team_2_OR,team_2_DR,team_2_Ast,team_2_TO,team_2_Stl,team_2_Blk,team_2_PF,team_2_FGM_A,team_2_FGA_A,team_2_FGM2_A,team_2_FGA2_A,team_2_FGM3_A,team_2_FGA3_A,team_2_FTM_A,team_2_FTA_A,team_2_OR_A,team_2_DR_A,team_2_Ast_A,team_2_TO_A,team_2_Stl_A,team_2_Blk_A,team_2_PF_A,team_2_BIH,team_2_COL,team_2_DCI,team_2_DOK,team_2_DOL,team_2_DUN,team_2_KPK,team_2_LMC,team_2_MAS,team_2_MB,team_2_MOR,team_2_NOL,team_2_PGH,team_2_POM,team_2_REW,team_2_RPI,team_2_RT,team_2_RTH,team_2_STH,team_2_WIL,team_2_WLK,team_2_WOL
2013,134,1251,1299,0,2013.0,22.69,53.84,15.91,35.38,6.78,18.47,15.22,20.75,10.06,24.81,11.62,13.31,5.12,2.91,18.91,24.62,58.0,18.78,38.81,5.84,19.19,15.69,22.34,12.16,24.28,12.72,10.12,6.66,3.69,18.16,329.0,331.4375,277.5,298.10526315789474,316.6,289.1428571428572,316.0,284.1666666666667,312.42105263157896,324.7647058823529,277.8421052631579,320.1764705882353,323.05263157894734,295.89473684210526,306.2,325.0,279.4117647058824,321.6666666666667,311.7,325.8333333333333,306.29411764705884,324.6666666666667,2013.0,20.56,51.91,14.76,32.71,5.79,19.21,14.71,22.41,10.65,24.44,10.91,15.06,6.82,4.53,19.41,20.35,52.97,13.91,32.74,6.44,20.24,14.26,21.88,12.24,24.59,11.68,15.82,6.38,3.68,18.79,243.0,246.0,268.4,256.6842105263158,242.53333333333333,256.42857142857144,264.94117647058823,239.75,257.5263157894737,254.52941176470588,259.6842105263158,216.2941176470588,260.94736842105266,261.89473684210526,238.7,239.9,221.11764705882356,252.0,233.2,269.6111111111111,226.11764705882356,240.58333333333331
2013,134,1292,1388,0,2013.0,25.03,54.03,19.67,39.85,5.36,14.18,15.82,22.82,12.15,24.67,14.15,13.79,7.09,3.79,20.61,19.79,50.24,15.06,34.27,4.73,15.97,13.48,21.33,10.09,20.7,9.18,15.85,6.61,2.88,19.85,36.8,44.875,48.9,42.68421052631579,33.0,44.5,57.41176470588236,22.58333333333333,50.0,49.11764705882353,48.10526315789474,31.47058823529412,47.73684210526316,42.8421052631579,39.3,31.5,31.88235294117647,53.333333333333336,37.1,56.94444444444444,37.94117647058823,33.083333333333336,2013.0,26.06,55.25,18.22,34.22,7.84,21.03,14.91,20.41,11.94,24.88,14.5,11.94,6.03,2.97,17.53,21.78,52.0,16.25,37.0,5.53,15.0,14.22,19.56,8.28,20.16,10.47,11.53,6.22,2.44,17.78,53.0,59.0625,25.3,36.1578947368421,47.2,41.21428571428572,48.88235294117647,28.08333333333333,47.0,62.294117647058826,25.42105263157895,44.588235294117645,53.68421052631579,40.47368421052632,41.4,48.9,46.294117647058826,50.083333333333336,42.5,57.27777777777778,58.294117647058826,46.16666666666666
2013,135,1241,1254,1,2013.0,22.53,53.62,16.79,36.41,5.74,17.21,14.38,20.53,10.0,22.71,11.74,11.18,7.88,4.5,17.15,22.0,51.5,15.85,33.94,6.15,17.56,14.21,20.5,9.97,24.26,12.56,13.82,5.32,3.15,16.85,203.06666666666663,202.375,168.9,209.10526315789477,191.13333333333333,203.14285714285717,209.7058823529412,198.25,205.68421052631575,208.8823529411765,192.1578947368421,199.52941176470588,210.73684210526315,194.3684210526316,212.5,214.3,207.58823529411765,195.0,193.1,217.55555555555557,213.4705882352941,196.08333333333331,2013.0,27.09,56.03,19.73,36.91,7.36,19.12,17.91,25.97,11.79,23.61,15.27,14.39,6.82,3.52,17.73,28.24,60.3,21.36,41.85,6.88,18.45,13.03,19.24,11.79,21.79,15.21,13.03,7.0,3.52,21.36,217.66666666666663,214.25,188.2,208.42105263157896,221.46666666666667,194.57142857142856,194.41176470588235,217.41666666666663,212.52631578947367,226.94117647058823,162.26315789473685,202.4705882352941,209.21052631578948,191.68421052631575,222.7,221.6,221.52941176470588,218.58333333333331,212.5,185.72222222222223,226.1764705882353,213.08333333333331
2013,135,1129,1247,0,2013.0,24.79,55.31,17.28,35.86,7.52,19.45,13.97,18.66,9.72,23.21,12.38,12.28,6.62,1.66,19.28,22.34,50.41,15.97,31.69,6.38,18.72,15.38,21.59,7.59,22.62,12.66,13.38,6.03,3.07,17.55,45.06666666666667,49.5625,65.7,62.8421052631579,43.93333333333333,66.78571428571429,63.64705882352941,50.833333333333336,53.10526315789474,45.76470588235294,79.47368421052632,54.70588235294117,56.63157894736842,62.94736842105263,49.2,45.7,82.58823529411765,46.333333333333336,59.5,59.72222222222222,50.05882352941177,42.25,2013.0,25.73,57.4,18.13,36.9,7.6,20.5,13.37,18.1,10.1,21.6,14.37,11.7,8.07,3.57,15.3,25.4,55.73,21.33,42.13,4.07,13.6,11.1,15.97,10.6,24.07,12.8,14.87,6.03,3.73,16.0,51.13333333333333,48.0625,55.4,71.42105263157895,59.73333333333333,64.35714285714286,61.588235294117645,61.75,62.31578947368421,58.588235294117645,49.47368421052632,45.76470588235294,59.31578947368421,62.0,47.6,37.7,61.1764705882353,59.083333333333336,53.8,62.72222222222222,61.05882352941177,45.75
2013,136,1112,1125,1,2013.0,25.03,55.66,17.38,34.56,7.66,21.09,15.56,20.81,11.53,24.72,13.84,13.09,6.94,3.91,16.34,22.69,54.62,16.72,38.03,5.97,16.59,12.34,17.53,9.22,21.03,11.19,13.78,6.16,3.38,17.88,9.066666666666666,6.5625,20.6,17.210526315789473,8.0,24.571428571428573,11.352941176470589,14.75,13.157894736842104,10.176470588235292,59.526315789473685,8.823529411764707,13.210526315789474,16.157894736842106,6.6,8.1,21.705882352941178,9.416666666666666,11.8,13.72222222222222,12.588235294117649,8.583333333333334,2013.0,27.63,55.97,19.33,33.87,8.3,22.1,13.33,18.13,9.37,22.83,15.8,13.57,9.53,2.73,18.2,22.1,53.47,15.6,33.73,6.5,19.73,13.93,19.73,11.73,21.47,11.9,17.1,6.7,3.9,18.07,47.13333333333333,52.5625,45.5,29.157894736842103,48.2,38.92857142857143,59.05882352941177,21.5,44.1578947368421,51.11764705882353,54.21052631578947,31.47058823529412,49.47368421052632,32.473684210526315,42.1,21.5,35.0,52.833333333333336,35.6,57.11111111111112,43.11764705882353,39.583333333333336
2013,136,1137,1139,0,2013.0,24.09,52.91,19.47,40.06,4.62,12.84,14.44,19.34,9.03,27.12,13.44,9.44,3.5,4.06,14.66,20.75,54.78,15.53,37.91,5.22,16.88,10.97,15.72,8.66,21.5,10.12,8.94,4.53,2.28,17.59,44.93333333333333,47.3125,79.7,60.89473684210526,41.53333333333333,76.21428571428571,69.0,52.833333333333336,46.10526315789474,59.47058823529412,68.15789473684211,26.529411764705884,56.526315789473685,49.89473684210526,43.8,50.5,66.11764705882354,62.333333333333336,53.2,57.05555555555556,59.11764705882353,44.083333333333336,2013.0,23.94,53.36,17.39,34.3,6.55,19.06,14.0,20.33,11.61,24.88,12.88,13.27,5.67,2.3,18.06,22.24,53.24,16.82,36.85,5.42,16.39,13.61,19.45,8.76,20.42,10.76,11.24,6.7,3.12,18.24,21.8,19.5,41.2,48.05263157894737,16.866666666666667,50.71428571428572,48.76470588235294,49.833333333333336,32.526315789473685,18.705882352941178,47.78947368421053,32.705882352941174,26.57894736842105,52.36842105263158,13.6,18.6,42.05882352941177,24.33333333333333,31.4,32.333333333333336,45.70588235294117,15.416666666666666
2013,136,1143,1424,1,2013.0,25.32,56.77,21.29,43.52,4.03,13.26,12.87,17.74,10.97,26.23,14.06,12.55,5.77,4.74,16.32,23.1,58.39,17.32,41.23,5.77,17.16,12.42,17.9,11.55,22.45,11.84,11.06,5.9,3.03,16.74,57.266666666666666,58.125,55.2,58.578947368421055,54.6,63.785714285714285,46.11764705882353,68.58333333333333,47.73684210526316,52.47058823529412,55.31578947368421,65.05882352941177,54.21052631578947,56.1578947368421,71.4,60.2,64.23529411764706,54.75,55.5,51.333333333333336,56.0,67.66666666666667,2013.0,24.94,57.12,18.45,37.3,6.48,19.82,14.73,20.85,11.76,28.09,16.0,14.06,7.18,5.82,16.94,22.79,58.45,16.91,39.7,5.88,18.76,12.12,17.36,10.52,23.33,11.39,12.85,6.58,2.39,18.03,25.133333333333333,21.0625,40.6,27.68421052631579,27.666666666666668,34.714285714285715,28.88235294117647,31.0,31.42105263157895,25.88235294117647,48.26315789473684,30.352941176470587,26.57894736842105,26.31578947368421,31.2,19.0,29.0,32.25,38.2,29.33333333333333,22.58823529411765,25.25
2013,136,1161,1281,1,2013.0,24.94,56.29,19.81,40.94,5.13,15.35,17.26,24.35,14.45,25.52,12.84,10.71,4.65,1.81,17.06,21.87,52.29,15.19,32.61,6.68,19.68,13.13,19.16,7.74,20.16,9.61,10.84,5.03,3.32,20.74,28.466666666666665,28.375,33.2,36.8421052631579,32.86666666666667,35.785714285714285,39.64705882352941,21.83333333333333,35.26315789473684,34.1764705882353,37.47368421052632,25.529411764705884,30.36842105263158,38.42105263157895,28.4,17.6,36.47058823529412,32.166666666666664,25.4,35.888888888888886,30.058823529411764,24.0,2013.0,27.27,59.33,20.97,40.79,6.3,18.55,15.39,20.82,13.7,27.73,13.94,13.24,6.76,3.52,16.45,23.85,59.52,16.97,38.61,6.88,20.91,11.61,17.12,10.94,20.91,11.09,12.0,6.52,3.33,17.94,30.066666666666663,35.8125,27.9,29.57894736842105,25.866666666666667,22.571428571428573,29.58823529411765,30.08333333333333,25.26315789473684,33.1764705882353,31.68421052631579,46.294117647058826,31.94736842105263,29.84210526315789,35.6,32.1,23.41176470588235,29.33333333333333,32.5,24.166666666666668,31.11764705882353,35.166666666666664
2013,136,1211,1380,1,2013.0,27.31,54.78,21.09,37.72,6.22,17.06,15.97,22.44,11.47,25.62,14.84,11.16,7.88,2.78,15.91,20.94,54.81,14.31,34.0,6.62,20.81,11.0,16.19,11.09,19.16,9.81,13.59,6.28,3.0,19.97,5.933333333333334,7.5,7.5,6.2105263157894735,6.466666666666667,9.571428571428571,12.058823529411764,6.833333333333333,7.736842105263157,6.588235294117647,8.421052631578947,4.764705882352941,9.052631578947368,8.789473684210526,5.0,9.1,10.411764705882351,6.666666666666667,6.5,11.555555555555555,8.0,4.083333333333333,2013.0,22.66,52.9,16.03,34.69,6.62,18.21,14.66,21.31,8.83,25.72,10.76,11.0,7.03,4.0,17.48,20.31,54.66,15.45,38.21,4.86,16.45,12.93,19.24,11.59,24.21,8.45,13.28,5.0,3.03,17.28,192.6,194.9375,210.8,201.68421052631575,187.6,227.78571428571428,228.41176470588235,136.33333333333334,216.26315789473685,204.1764705882353,284.7894736842105,157.76470588235293,208.42105263157896,204.57894736842104,146.7,180.9,149.1764705882353,193.83333333333331,173.2,220.11111111111111,176.1764705882353,165.16666666666666
2013,136,1217,1307,1,2013.0,22.7,47.04,16.33,31.15,6.37,15.89,17.15,23.7,7.15,21.96,13.07,13.67,7.37,4.15,15.11,23.67,53.41,18.7,38.22,4.96,15.19,11.93,16.41,10.15,20.26,11.81,13.63,6.22,3.33,19.74,117.13333333333334,122.0,85.6,92.6842105263158,108.13333333333334,100.64285714285714,120.6470588235294,94.25,100.10526315789474,117.58823529411764,73.57894736842105,128.47058823529412,105.10526315789474,93.6842105263158,82.8,89.7,126.05882352941175,110.0,106.1,114.72222222222224,124.0,93.08333333333331,2013.0,21.97,51.74,15.56,33.65,6.41,18.09,17.09,23.68,9.38,25.85,14.62,11.5,6.12,3.91,15.44,21.74,55.97,14.24,34.12,7.5,21.85,9.44,14.12,9.97,23.12,12.62,12.71,5.47,2.88,19.79,9.533333333333331,4.6875,24.5,33.473684210526315,11.8,33.07142857142857,13.176470588235292,35.916666666666664,17.42105263157895,10.941176470588236,28.157894736842103,16.176470588235293,10.36842105263158,33.26315789473684,11.5,4.5,31.94117647058824,21.0,15.4,11.444444444444445,24.235294117647054,8.416666666666666
