Season,SecondaryTourney,TeamID
2013,CBI,1136
2013,CBI,1158
2013,CBI,1206
2013,CBI,1222
2013,CBI,1250
2013,CBI,1295
2013,CBI,1345
2013,CBI,1350
2013,CBI,1365
2013,CBI,1400
2013,CBI,1409
2013,CBI,1436
2013,CBI,1442
2013,CBI,1444
2013,CBI,1460
2013,CBI,1461
2013,CIT,1102
2013,CIT,1131
2013,CIT,1133
2013,CIT,1142
2013,CIT,1145
2013,CIT,1152
2013,CIT,1184
2013,CIT,1187
2013,CIT,1189
2013,CIT,1191
2013,CIT,1193
2013,CIT,1205
2013,CIT,1216
2013,CIT,1218
2013,CIT,1219
2013,CIT,1227
2013,CIT,1245
2013,CIT,1259
2013,CIT,1315
2013,CIT,1320
2013,CIT,1324
2013,CIT,1331
2013,CIT,1351
2013,CIT,1366
2013,CIT,1375
2013,CIT,1398
2013,CIT,1408
2013,CIT,1414
2013,CIT,1426
2013,CIT,1451
2013,CIT,1453
2013,CIT,1464
2013,NIT,1104
2013,NIT,1113
2013,NIT,1124
2013,NIT,1140
2013,NIT,1149
2013,NIT,1150
2013,NIT,1176
2013,NIT,1178
2013,NIT,1199
2013,NIT,1232
2013,NIT,1234
2013,NIT,1246
2013,NIT,1253
2013,NIT,1256
2013,NIT,1268
2013,NIT,1269
2013,NIT,1273
2013,NIT,1310
2013,NIT,1313
2013,NIT,1318
2013,NIT,1325
2013,NIT,1344
2013,NIT,1352
2013,NIT,1372
2013,NIT,1379
2013,NIT,1385
2013,NIT,1386
2013,NIT,1390
2013,NIT,1392
2013,NIT,1397
2013,NIT,1438
2013,NIT,1449
