TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA
1102,24.39,51.79,16.07,29.93,8.32,21.86,11.82,16.25,6.86,22.18,15.5,11.93,6.21,1.71,17.61,24.18,53.5,17.25,32.11,6.93,21.39,13.14,19.39,10.57,22.57,14.36,12.43,5.82,3.14,16.64
1103,25.77,56.94,18.84,36.06,6.94,20.87,13.45,20.94,13.03,24.77,15.0,13.74,7.13,5.58,18.0,21.55,54.9,16.32,38.68,5.23,16.23,13.94,19.48,10.71,21.32,10.87,13.81,6.97,3.06,18.97
1104,22.31,52.06,16.81,35.72,5.5,16.34,12.47,17.91,10.44,21.97,10.47,12.47,8.22,4.47,17.5,21.12,51.5,16.19,35.38,4.94,16.12,12.12,17.41,10.94,22.34,10.09,14.03,5.69,3.66,16.31
1105,21.93,55.62,17.1,38.93,4.83,16.69,12.9,20.55,11.86,23.45,11.38,14.17,5.48,3.34,17.45,25.69,56.93,20.41,41.79,5.28,15.14,13.52,20.52,10.93,25.48,12.83,11.72,7.52,3.52,17.52
1106,22.74,56.26,17.48,39.1,5.26,17.16,10.74,18.1,12.39,23.16,11.48,14.9,6.16,3.23,18.74,24.58,56.61,17.77,37.29,6.81,19.32,14.39,21.55,12.19,24.71,13.61,13.13,7.9,3.32,16.65
1107,21.82,49.88,15.82,33.41,6.0,16.47,14.76,20.12,9.85,23.74,11.18,13.38,5.44,2.03,16.03,22.35,53.0,16.24,34.5,6.12,18.5,9.47,14.5,9.38,21.24,10.29,12.56,5.97,3.41,19.06
1108,20.66,54.5,15.84,38.06,4.81,16.44,13.0,20.78,10.0,22.62,8.94,15.25,6.44,3.81,19.94,21.84,55.28,16.44,37.53,5.41,17.75,17.19,25.97,12.72,24.12,11.19,13.16,7.16,3.69,17.69
1110,20.53,49.7,14.63,33.4,5.9,16.3,10.87,15.33,9.0,23.43,11.6,12.13,3.37,2.5,14.37,23.17,52.53,15.57,34.03,7.6,18.5,9.93,14.63,8.67,22.57,13.87,9.37,6.5,3.7,15.63
1111,24.76,56.45,18.31,38.76,6.45,17.69,14.86,21.41,10.66,23.69,11.28,13.45,6.38,3.62,18.9,26.62,57.28,20.93,39.9,5.69,17.38,14.03,20.17,10.31,24.48,13.55,13.03,7.24,3.38,18.79
1112,25.03,55.66,17.38,34.56,7.66,21.09,15.56,20.81,11.53,24.72,13.84,13.09,6.94,3.91,16.34,22.69,54.62,16.72,38.03,5.97,16.59,12.34,17.53,9.22,21.03,11.19,13.78,6.16,3.38,17.88
1113,25.76,56.33,18.67,35.55,7.09,20.79,12.39,19.61,9.45,26.39,14.03,12.27,6.39,6.15,15.27,24.61,60.03,17.97,40.85,6.64,19.18,11.0,15.03,11.27,24.97,12.7,12.45,6.7,3.24,18.73
1114,22.55,54.06,17.52,39.19,5.03,14.87,15.55,23.06,11.26,22.71,11.39,15.45,6.52,3.71,20.0,22.77,53.23,16.39,34.45,6.39,18.77,15.87,22.84,11.0,24.1,11.68,16.06,6.55,2.87,20.9
1115,22.77,56.9,17.47,39.37,5.3,17.53,11.83,18.77,11.7,22.63,12.73,14.43,9.9,3.3,17.77,22.53,55.73,15.33,33.03,7.2,22.7,14.33,21.0,12.53,25.47,14.73,16.23,7.23,3.23,17.13
1116,26.62,61.25,20.62,41.28,6.0,19.97,14.44,21.47,12.06,22.94,14.84,11.62,9.22,4.97,20.28,23.34,53.94,17.0,36.25,6.34,17.69,15.81,23.94,11.56,25.97,12.03,17.53,5.25,3.91,18.34
1117,22.53,56.13,16.27,35.7,6.27,20.43,17.03,24.83,12.6,24.17,10.33,12.87,8.13,2.97,17.5,22.27,53.73,16.67,37.0,5.6,16.73,13.1,19.17,10.5,25.0,10.63,15.77,6.03,3.03,20.2
1119,24.4,54.97,16.33,33.2,8.07,21.77,14.97,20.3,10.5,25.43,14.1,14.07,4.97,3.1,19.4,23.8,56.2,16.67,36.27,7.13,19.93,14.07,20.67,10.77,22.63,13.0,12.63,6.73,3.43,18.67
1120,22.69,55.53,16.97,37.12,5.72,18.41,13.72,19.59,10.28,23.91,12.38,13.34,6.94,3.81,20.53,23.06,53.66,15.88,32.84,7.19,20.81,15.47,23.06,10.22,24.97,13.47,13.44,6.59,3.66,18.38
1122,24.55,54.38,17.45,35.72,7.1,18.66,13.52,20.34,9.72,23.24,14.17,16.45,6.14,4.97,16.03,28.79,62.17,21.72,41.93,7.07,20.24,13.1,18.24,12.69,23.97,16.31,12.86,8.76,2.93,19.45
1123,21.66,50.9,15.72,32.83,5.93,18.07,15.62,23.97,12.1,23.34,11.83,15.52,6.31,2.31,17.38,23.97,53.52,17.41,34.55,6.55,18.97,13.93,19.69,9.69,21.83,14.14,12.76,7.59,2.93,20.34
1124,26.23,58.74,19.35,38.58,6.87,20.16,14.03,20.35,12.1,24.71,14.52,12.16,6.52,4.55,17.13,24.13,58.13,18.65,41.35,5.48,16.77,13.16,19.45,12.23,23.26,12.77,12.97,6.45,3.35,18.1
1125,27.63,55.97,19.33,33.87,8.3,22.1,13.33,18.13,9.37,22.83,15.8,13.57,9.53,2.73,18.2,22.1,53.47,15.6,33.73,6.5,19.73,13.93,19.73,11.73,21.47,11.9,17.1,6.7,3.9,18.07
1126,23.06,56.34,17.47,38.31,5.59,18.03,13.78,21.97,11.88,21.72,12.28,12.34,6.91,3.56,20.38,23.41,51.12,18.09,35.53,5.31,15.59,16.47,23.94,10.28,26.09,13.53,15.03,5.88,3.66,19.38
1127,19.31,52.28,14.21,34.41,5.1,17.86,11.45,17.55,9.72,24.93,8.07,15.34,5.66,2.45,16.76,25.17,57.03,16.86,33.83,8.31,23.21,11.34,17.9,10.86,26.97,15.45,11.1,7.86,2.17,16.52
1129,24.79,55.31,17.28,35.86,7.52,19.45,13.97,18.66,9.72,23.21,12.38,12.28,6.62,1.66,19.28,22.34,50.41,15.97,31.69,6.38,18.72,15.38,21.59,7.59,22.62,12.66,13.38,6.03,3.07,17.55
1130,22.73,51.55,15.64,31.48,7.09,20.06,14.58,20.48,8.76,22.64,12.24,11.39,5.58,2.61,15.73,25.03,55.55,18.3,37.61,6.73,17.94,11.27,16.15,10.03,22.45,12.18,11.48,5.7,2.82,18.48
1131,24.62,54.83,16.52,33.14,8.1,21.69,10.66,14.66,8.45,23.72,13.59,12.34,7.38,1.79,16.83,23.0,54.41,17.66,36.83,5.34,17.59,12.97,17.83,10.79,24.24,11.31,14.1,5.86,3.1,15.1
1132,23.67,56.07,18.77,40.07,4.9,16.0,10.4,14.47,10.6,23.2,12.13,12.97,7.3,4.23,16.3,22.97,53.73,17.33,37.3,5.63,16.43,12.63,18.4,10.73,24.23,12.27,13.0,7.4,2.93,14.87
1133,24.84,57.03,19.66,40.72,5.19,16.31,12.06,16.78,10.47,22.06,12.28,12.12,9.34,2.38,17.59,23.47,53.28,16.59,33.47,6.88,19.81,13.84,18.88,10.62,24.31,13.44,14.88,5.97,3.53,16.47
1135,21.7,53.19,14.52,32.04,7.19,21.15,11.52,18.26,10.7,24.56,12.37,14.11,6.59,3.7,17.26,23.07,53.67,16.11,35.26,6.96,18.41,12.3,18.22,9.15,24.37,12.67,12.04,7.59,2.96,16.3
1136,26.23,54.7,19.27,35.0,6.97,19.7,14.67,20.33,9.93,24.27,15.17,12.87,5.1,1.17,16.5,25.7,57.5,17.8,34.93,7.9,22.57,11.9,17.23,10.5,22.07,14.33,11.9,6.73,3.87,18.37
1137,24.09,52.91,19.47,40.06,4.62,12.84,14.44,19.34,9.03,27.12,13.44,9.44,3.5,4.06,14.66,20.75,54.78,15.53,37.91,5.22,16.88,10.97,15.72,8.66,21.5,10.12,8.94,4.53,2.28,17.59
1138,22.91,51.5,16.78,33.59,6.12,17.91,14.16,19.84,11.16,24.06,14.47,15.47,5.38,4.5,18.94,23.59,56.09,17.78,38.59,5.81,17.5,14.69,20.66,11.59,20.62,12.19,11.16,7.31,3.28,18.19
1139,23.94,53.36,17.39,34.3,6.55,19.06,14.0,20.33,11.61,24.88,12.88,13.27,5.67,2.3,18.06,22.24,53.24,16.82,36.85,5.42,16.39,13.61,19.45,8.76,20.42,10.76,11.24,6.7,3.12,18.24
1140,27.32,60.1,21.84,43.55,5.48,16.55,15.77,21.84,11.84,26.29,15.26,12.26,8.39,2.35,19.0,24.06,56.58,17.35,36.35,6.71,20.23,14.58,21.68,10.06,24.87,13.81,14.23,6.45,3.55,18.55
1141,21.83,53.5,13.77,29.2,8.07,24.3,15.47,21.03,10.73,20.83,12.93,13.0,6.6,2.03,16.7,26.03,53.97,18.7,34.53,7.33,19.43,12.73,18.8,10.3,23.93,14.93,13.0,5.97,3.8,17.67
1142,22.38,52.69,15.21,33.59,7.17,19.1,12.97,17.76,10.24,20.83,13.72,9.62,5.86,1.66,17.83,22.17,48.0,16.31,31.66,5.86,16.34,13.07,18.86,8.17,22.31,13.24,12.0,3.97,3.48,16.41
1143,25.32,56.77,21.29,43.52,4.03,13.26,12.87,17.74,10.97,26.23,14.06,12.55,5.77,4.74,16.32,23.1,58.39,17.32,41.23,5.77,17.16,12.42,17.9,11.55,22.45,11.84,11.06,5.9,3.03,16.74
1144,25.9,57.97,21.77,44.73,4.13,13.23,12.53,17.87,11.37,22.0,13.8,13.83,7.4,3.13,18.93,25.97,56.1,20.0,38.3,5.97,17.8,15.27,22.0,11.63,23.43,14.8,13.93,7.3,3.43,16.87
1145,24.9,55.84,15.68,32.06,9.23,23.77,13.97,19.48,11.77,22.42,12.81,13.48,5.77,3.03,17.03,25.0,55.94,18.35,35.97,6.65,19.97,13.23,18.61,11.06,21.68,14.61,13.23,6.74,3.58,18.29
