TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ADE,BBT,BIH,BLS,BOB,BPI,CJB,CNG,CPA,CPR,CRO,DC,DCI,DII,DOK,DOL,DUN,EBP,JEN,KBM,KOS,KPK,KRA,LMC,LYN,MAS,MB,MOR,MSX,NOL,PGH,PIG,POM,PTS,REI,REW,RPI,RT,RTB,RTH,RTP,RTR,SAG,SE,SEL,SFX,SPW,STH,TMR,TPR,TW,WIL,WLK,WOB,WOL
1102,24.39,51.79,16.07,29.93,8.32,21.86,11.82,16.25,6.86,22.18,15.5,11.93,6.21,1.71,17.61,24.18,53.5,17.25,32.11,6.93,21.39,13.14,19.39,10.57,22.57,14.36,12.43,5.82,3.14,16.64,127.0625,77.0,82.1,92.93333333333334,111.06666666666666,99.06666666666666,80.0,113.63157894736842,96.5,90.5,68.375,100.76470588235294,72.85714285714286,99.6,91.58333333333333,110.47368421052632,94.26666666666667,112.78571428571429,92.55555555555556,88.5,110.3,63.45454545454545,104.58823529411765,72.16666666666667,104.08333333333333,97.1875,99.89473684210526,96.41176470588235,121.89473684210526,100.61538461538461,100.82352941176471,107.84210526315789,112.35,111.73684210526316,100.6,94.53333333333333,76.2,83.5,121.88235294117646,92.6875,84.41666666666667,120.26315789473684,111.6875,118.15789473684211,110.0,101.16666666666667,96.66666666666667,106.81818181818181,88.2,83.94736842105263,106.89473684210526,65.4375,101.0,99.88235294117646,76.83333333333333,85.08333333333333
1103,25.77,56.94,18.84,36.06,6.94,20.87,13.45,20.94,13.03,24.77,15.0,13.74,7.13,5.58,18.0,21.55,54.9,16.32,38.68,5.23,16.23,13.94,19.48,10.71,21.32,10.87,13.81,6.97,3.06,18.97,95.9375,87.53333333333333,45.5,71.86666666666666,46.4,61.8,52.0,67.10526315789474,46.7,52.375,91.375,65.05882352941177,56.857142857142854,48.8,60.166666666666664,48.78947368421053,60.666666666666664,64.71428571428571,48.22222222222222,49.4375,54.6,50.63636363636363,76.88235294117646,53.666666666666664,44.166666666666664,74.0,66.21052631578948,82.70588235294117,57.36842105263158,51.53846153846154,74.6470588235294,75.47368421052632,54.65,53.31578947368421,37.53333333333333,49.4,46.4,56.0,47.0,74.9375,63.333333333333336,74.3157894736842,75.6875,64.10526315789474,69.15789473684211,62.666666666666664,48.888888888888886,44.09090909090909,51.8,72.0,60.31578947368421,133.4375,88.27777777777777,49.588235294117645,51.0,62.833333333333336
1104,22.31,52.06,16.81,35.72,5.5,16.34,12.47,17.91,10.44,21.97,10.47,12.47,8.22,4.47,17.5,21.12,51.5,16.19,35.38,4.94,16.12,12.12,17.41,10.94,22.34,10.09,14.03,5.69,3.66,16.31,69.1875,86.26666666666667,85.6,74.0,72.6,65.2,58.0,77.52631578947368,72.2,71.25,48.875,64.05882352941177,57.0,61.9,75.83333333333333,67.0,80.73333333333333,62.714285714285715,66.88888888888889,88.5625,67.1,85.45454545454545,59.529411764705884,66.0,76.5,60.5625,63.0,69.82352941176471,47.0,79.84615384615384,91.17647058823529,59.526315789473685,63.7,58.473684210526315,73.26666666666667,71.2,75.6,62.2,65.82352941176471,66.0,70.5,64.63157894736842,57.875,58.578947368421055,60.68421052631579,69.08333333333333,58.666666666666664,79.27272727272727,79.6,72.47368421052632,61.10526315789474,69.625,64.16666666666667,64.94117647058823,62.666666666666664,85.58333333333333
1105,21.93,55.62,17.1,38.93,4.83,16.69,12.9,20.55,11.86,23.45,11.38,14.17,5.48,3.34,17.45,25.69,56.93,20.41,41.79,5.28,15.14,13.52,20.52,10.93,25.48,12.83,11.72,7.52,3.52,17.52,335.4375,273.53333333333336,332.9,316.2,341.06666666666666,331.6,313.0,328.57894736842104,340.4,340.125,342.75,331.29411764705884,328.57142857142856,338.1,325.25,338.89473684210526,316.0,336.92857142857144,332.6666666666667,328.5,312.0,320.3636363636364,334.2352941176471,326.6666666666667,340.0,339.5625,329.42105263157896,314.5882352941176,337.4736842105263,326.15384615384613,310.7647058823529,315.2631578947368,337.6,339.7894736842105,341.53333333333336,339.3333333333333,297.6,325.6,339.70588235294116,292.75,325.1666666666667,318.36842105263156,321.3125,337.4736842105263,330.7894736842105,319.3333333333333,337.22222222222223,311.0,325.8,327.5263157894737,342.94736842105266,240.9375,320.1666666666667,326.2352941176471,326.3333333333333,307.0833333333333
1106,22.74,56.26,17.48,39.1,5.26,17.16,10.74,18.1,12.39,23.16,11.48,14.9,6.16,3.23,18.74,24.58,56.61,17.77,37.29,6.81,19.32,14.39,21.55,12.19,24.71,13.61,13.13,7.9,3.32,16.65,317.125,294.2,328.0,326.6,334.8,335.1333333333333,326.0,323.63157894736844,334.9,334.625,339.625,327.4117647058824,318.0,333.5,330.4166666666667,334.36842105263156,333.8666666666667,336.07142857142856,333.22222222222223,322.8125,322.9,337.1818181818182,334.2352941176471,328.1666666666667,333.9166666666667,335.375,331.4736842105263,322.3529411764706,341.7894736842105,330.61538461538464,319.1764705882353,314.89473684210526,336.15,337.3157894736842,330.73333333333335,335.93333333333334,316.8,324.9,331.5882352941176,323.0,332.8333333333333,315.89473684210526,316.875,335.05263157894734,330.4736842105263,330.25,328.55555555555554,316.27272727272725,322.8,324.42105263157896,336.3157894736842,305.5,328.72222222222223,327.47058823529414,330.1666666666667,323.9166666666667
1107,21.82,49.88,15.82,33.41,6.0,16.47,14.76,20.12,9.85,23.74,11.18,13.38,5.44,2.03,16.03,22.35,53.0,16.24,34.5,6.12,18.5,9.47,14.5,9.38,21.24,10.29,12.56,5.97,3.41,19.06,116.4375,99.0,134.9,109.93333333333334,170.26666666666668,144.33333333333334,120.0,148.21052631578948,175.4,172.5,153.625,138.1764705882353,171.14285714285714,186.0,129.25,173.78947368421052,113.6,180.21428571428572,170.0,141.3125,196.4,128.54545454545453,157.05882352941177,143.0,155.58333333333334,161.4375,126.78947368421052,114.05882352941177,172.26315789473685,136.23076923076923,80.0,125.73684210526316,171.8,178.78947368421052,162.8,161.46666666666667,108.6,154.0,159.94117647058823,121.0625,149.5,116.10526315789474,128.25,171.10526315789474,161.89473684210526,138.08333333333334,175.55555555555554,103.45454545454545,153.1,123.78947368421052,169.1578947368421,145.8125,138.94444444444446,138.05882352941177,147.66666666666666,109.41666666666667
1108,20.66,54.5,15.84,38.06,4.81,16.44,13.0,20.78,10.0,22.62,8.94,15.25,6.44,3.81,19.94,21.84,55.28,16.44,37.53,5.41,17.75,17.19,25.97,12.72,24.12,11.19,13.16,7.16,3.69,17.69,290.4375,287.6666666666667,312.1,302.6,304.1333333333333,298.46666666666664,314.0,310.0,309.4,313.5,317.875,300.11764705882354,304.85714285714283,317.0,301.5833333333333,316.4736842105263,314.6666666666667,316.92857142857144,311.22222222222223,310.75,284.7,316.0,320.52941176470586,325.0,299.5,293.75,326.7894736842105,320.5882352941176,330.5263157894737,308.7692307692308,292.6470588235294,296.05263157894734,319.3,323.63157894736844,306.06666666666666,308.2,301.0,290.2,306.70588235294116,302.8125,327.75,305.94736842105266,277.5,320.4736842105263,320.5263157894737,312.8333333333333,314.22222222222223,299.6363636363636,314.2,305.57894736842104,307.10526315789474,259.9375,327.05555555555554,311.5882352941176,325.5,323.0833333333333
1110,20.53,49.7,14.63,33.4,5.9,16.3,10.87,15.33,9.0,23.43,11.6,12.13,3.37,2.5,14.37,23.17,52.53,15.57,34.03,7.6,18.5,9.93,14.63,8.67,22.57,13.87,9.37,6.5,3.7,15.63,269.4375,275.0,262.3,258.4,265.0,269.73333333333335,278.0,240.94736842105263,263.8,257.625,262.875,260.05882352941177,258.42857142857144,267.7,284.6666666666667,257.1578947368421,263.06666666666666,257.7142857142857,278.22222222222223,257.375,250.9,258.09090909090907,244.88235294117646,265.1666666666667,268.5833333333333,292.0625,250.31578947368422,264.52941176470586,235.10526315789474,287.84615384615387,255.41176470588235,246.47368421052633,248.6,264.57894736842104,281.8666666666667,267.6,282.4,267.5,271.8235294117647,279.25,276.4166666666667,232.52631578947367,262.625,252.05263157894737,248.57894736842104,272.0833333333333,256.55555555555554,271.45454545454544,256.7,237.6315789473684,269.36842105263156,257.625,252.16666666666666,269.4117647058824,279.1666666666667,273.0
1111,24.76,56.45,18.31,38.76,6.45,17.69,14.86,21.41,10.66,23.69,11.28,13.45,6.38,3.62,18.9,26.62,57.28,20.93,39.9,5.69,17.38,14.03,20.17,10.31,24.48,13.55,13.03,7.24,3.38,18.79,284.125,283.0,261.3,290.8666666666667,275.93333333333334,282.6,256.0,289.7368421052632,270.1,270.25,307.5,278.47058823529414,249.0,225.3,278.0833333333333,270.94736842105266,277.53333333333336,258.42857142857144,254.22222222222223,284.6875,214.7,249.27272727272728,285.4117647058824,272.5,271.1666666666667,249.375,281.36842105263156,300.0,264.2631578947368,251.53846153846155,280.1764705882353,288.4736842105263,264.55,270.0,251.46666666666667,272.1333333333333,255.4,276.2,260.88235294117646,275.3125,283.8333333333333,281.05263157894734,294.125,270.8421052631579,273.2105263157895,284.0,212.22222222222223,257.90909090909093,281.0,293.7368421052632,261.05263157894734,240.1875,296.8333333333333,276.88235294117646,264.6666666666667,280.0833333333333
1112,25.03,55.66,17.38,34.56,7.66,21.09,15.56,20.81,11.53,24.72,13.84,13.09,6.94,3.91,16.34,22.69,54.62,16.72,38.03,5.97,16.59,12.34,17.53,9.22,21.03,11.19,13.78,6.16,3.38,17.88,15.625,10.733333333333333,12.1,9.066666666666666,13.133333333333333,7.466666666666667,12.0,11.368421052631579,14.8,14.75,13.125,15.882352941176471,15.142857142857142,20.6,8.0,17.210526315789473,8.0,24.571428571428573,9.88888888888889,13.625,10.7,9.909090909090908,11.352941176470589,12.5,14.75,9.875,13.157894736842104,10.176470588235293,59.526315789473685,10.615384615384615,8.823529411764707,13.210526315789474,20.15,16.157894736842106,13.466666666666667,13.066666666666666,6.6,8.1,21.705882352941178,5.625,9.416666666666666,14.421052631578947,9.5625,15.68421052631579,17.0,8.083333333333334,26.0,8.636363636363637,11.8,16.31578947368421,15.578947368421053,8.625,13.722222222222221,12.588235294117647,11.0,8.583333333333334
