Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2013,4,1104,70,1355,67,H,0,25,52,6,21,14,14,8,19,14,12,8,4,16,25,50,8,21,9,12,8,19,8,13,3,2,14
2013,4,1107,69,1182,66,H,0,28,61,7,19,6,7,14,21,13,12,6,2,22,22,58,7,28,15,23,20,19,8,13,4,6,13
2013,4,1114,84,1404,68,H,0,28,61,6,17,22,30,11,28,16,14,9,4,19,21,51,5,15,21,24,4,28,11,16,3,1,27
2013,4,1116,73,1358,68,H,0,22,51,3,13,26,32,7,16,16,9,9,8,14,28,60,8,23,4,6,13,23,13,19,3,4,25
2013,4,1120,61,1236,50,H,0,22,54,3,11,14,21,12,30,10,16,10,3,17,15,52,4,20,16,23,10,25,10,17,10,2,18
2013,4,1122,75,1359,64,H,0,28,52,9,20,10,17,7,31,12,13,4,3,15,27,70,2,24,8,12,14,21,11,7,9,0,18
2013,4,1124,99,1250,77,H,0,40,62,6,20,13,20,12,32,28,16,4,6,18,28,75,8,21,13,18,18,14,9,9,8,2,18
2013,4,1125,89,1252,60,A,0,29,58,11,27,20,23,9,25,14,15,16,6,19,21,54,8,23,10,19,15,21,12,25,8,2,22
2013,4,1133,76,1183,53,H,0,30,52,3,12,13,17,7,28,16,11,7,1,14,17,49,7,23,12,16,8,17,8,15,5,0,18
2013,4,1137,70,1345,65,A,0,24,57,2,10,20,25,9,27,12,8,3,1,15,28,61,2,16,7,15,10,23,16,9,4,4,20
2013,4,1140,81,1398,66,H,0,30,55,5,14,16,25,3,37,20,17,4,8,19,23,68,6,21,14,23,14,26,15,17,8,4,24
2013,4,1150,68,1149,58,H,0,23,59,3,13,19,33,18,26,7,11,9,6,19,19,65,8,34,12,18,23,25,9,17,7,4,25
2013,4,1156,92,1212,49,H,0,34,59,8,16,16,19,12,27,23,13,13,5,22,12,46,1,13,24,30,10,14,8,16,6,1,19
2013,4,1157,74,1103,70,H,1,26,57,6,13,16,25,14,26,12,20,8,2,22,21,57,11,33,17,26,15,21,13,18,13,4,21
2013,4,1158,75,1406,58,H,0,27,48,4,9,17,29,12,22,11,17,4,6,18,21,57,4,12,12,17,17,15,5,15,7,4,23
2013,4,1160,74,1459,59,H,0,21,47,4,12,28,36,8,30,10,10,5,6,12,22,61,13,35,2,2,9,25,13,13,3,2,24
2013,4,1161,72,1285,65,H,0,20,53,1,8,31,41,19,25,7,9,5,0,20,20,44,7,17,18,23,2,19,9,13,3,2,33
2013,4,1163,66,1277,62,N,0,25,54,6,13,10,13,7,22,13,12,11,10,12,24,64,4,17,10,13,20,23,9,15,9,3,15
2013,4,1166,71,1317,51,H,0,24,48,5,18,18,22,7,32,14,13,4,6,12,22,69,2,16,5,10,18,20,11,12,6,2,20
2013,4,1169,81,1337,75,H,0,25,58,6,16,25,27,11,21,10,16,11,4,21,25,57,9,26,16,26,17,24,17,23,6,3,20
2013,4,1177,91,1415,59,H,0,36,73,11,21,8,9,13,26,17,13,13,2,21,21,51,5,17,12,24,11,24,8,24,9,0,10
2013,4,1181,74,1209,55,H,0,24,47,11,24,15,23,6,25,17,15,4,6,19,19,51,5,14,12,17,10,23,4,16,7,0,21
2013,4,1206,63,1438,59,H,0,24,44,7,14,8,19,3,23,14,10,5,2,16,21,52,8,21,9,15,11,21,12,12,3,1,20
2013,4,1208,68,1239,62,H,0,20,49,4,19,24,38,13,27,13,23,13,5,19,23,61,2,14,14,22,15,24,12,21,11,1,26
2013,4,1210,79,1408,61,H,0,32,57,3,14,12,19,16,31,18,10,3,6,17,25,59,3,12,8,16,7,16,6,4,4,1,17
2013,4,1211,103,1381,65,H,0,40,73,6,13,17,30,15,21,18,9,18,1,13,27,55,4,17,7,11,8,25,8,28,4,6,22
2013,4,1218,76,1271,64,H,0,27,52,4,15,18,25,9,34,19,21,3,1,15,26,70,5,28,7,15,11,20,14,12,9,2,21
2013,4,1219,81,1422,73,H,0,30,68,5,18,16,22,14,27,17,13,9,4,20,26,60,8,20,13,23,11,29,13,17,6,1,17
2013,4,1221,46,1330,45,A,0,16,54,8,24,6,11,11,19,12,12,5,2,16,18,46,0,13,9,18,12,31,6,17,3,7,16
2013,4,1222,81,1197,76,H,0,26,61,8,19,21,26,19,33,12,20,7,6,18,28,71,8,26,12,21,16,20,11,12,12,4,23
