Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2007,8,1268,102,1214,75,H,0,31,63,1,12,39,54,18,41,20,25,10,6,22,23,75,11,44,18,25,15,21,15,25,14,3,40
2007,8,1436,82,1309,65,N,0,29,56,8,15,16,21,14,26,18,17,6,2,20,27,56,3,12,8,15,9,16,10,16,6,3,23
2007,9,1214,74,1309,73,N,0,27,60,7,22,13,19,17,22,12,20,8,8,26,26,56,4,14,17,27,15,22,14,18,6,4,17
2007,9,1268,81,1436,63,H,0,28,67,4,15,21,27,12,26,19,13,12,7,23,21,64,2,16,19,23,18,31,7,21,5,3,22
2007,9,1277,45,1135,34,H,0,13,32,3,10,16,20,7,29,9,18,2,5,14,13,44,7,24,1,4,5,15,12,8,8,0,18
2007,9,1464,74,1141,50,N,0,21,48,6,18,26,38,13,23,13,12,5,2,23,15,50,5,17,15,23,17,20,9,18,3,3,30
2007,10,1141,71,1135,58,N,0,22,44,6,14,21,31,12,18,12,16,11,0,24,19,43,4,14,16,25,11,15,14,19,8,1,26
2007,10,1152,98,1382,95,N,0,32,63,8,19,26,38,12,20,9,16,6,6,29,32,62,9,21,22,41,18,24,19,18,8,4,29
2007,10,1277,86,1464,61,H,0,31,51,9,13,15,19,15,24,24,18,3,5,21,19,52,8,18,15,18,9,9,11,11,5,1,19
2007,10,1400,103,1108,44,H,0,38,70,9,22,18,27,16,36,19,14,14,12,23,15,65,5,22,9,19,17,20,5,24,4,2,26
2007,11,1102,81,1115,45,H,0,29,51,9,17,14,19,8,30,18,13,7,3,14,18,55,2,17,7,12,10,17,7,14,5,6,20
2007,11,1104,96,1238,65,H,0,36,69,11,20,13,25,12,34,21,11,10,14,13,24,81,6,22,11,14,24,28,9,15,6,6,20
2007,11,1110,59,1193,54,A,2,21,62,6,25,11,19,11,27,11,16,5,6,23,20,61,3,14,11,19,20,34,10,22,6,5,23
2007,11,1116,92,1369,52,H,0,32,56,10,17,18,29,15,27,21,22,11,11,20,17,58,6,29,12,22,17,13,7,24,13,3,20
2007,11,1119,80,1391,68,N,0,25,44,9,12,21,27,6,17,16,13,8,1,16,23,49,8,21,14,18,10,17,10,17,6,3,24
2007,11,1120,71,1407,68,H,0,28,69,9,32,6,15,16,38,19,15,4,1,13,26,68,9,32,7,11,7,31,13,9,8,4,16
2007,11,1130,86,1306,47,H,0,30,52,4,15,22,30,14,33,18,12,5,6,11,19,57,7,26,2,7,7,13,6,10,4,0,23
2007,11,1138,72,1145,69,A,0,23,45,7,15,19,26,6,23,14,24,9,1,19,24,55,8,22,13,16,10,20,19,23,5,5,25
2007,11,1139,77,1408,37,A,0,30,56,12,27,5,6,10,28,20,8,7,2,17,15,45,1,10,6,11,7,17,13,13,5,2,8
2007,11,1153,70,1224,39,H,0,28,68,4,15,10,19,16,35,17,7,11,6,18,12,56,2,12,13,17,13,28,5,16,3,2,15
