Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2007,134,1199,77,1405,61,H,0,NIT
2007,134,1265,67,1329,64,A,0,NIT
2007,134,1269,89,1104,87,H,1,NIT
2007,134,1276,68,1429,58,H,0,NIT
2007,134,1280,82,1290,63,H,0,NIT
2007,134,1301,63,1180,56,A,0,NIT
2007,134,1452,74,1175,50,H,0,NIT
2007,135,1102,75,1122,51,H,0,NIT
2007,135,1133,90,1344,78,H,1,NIT
2007,135,1155,64,1190,57,H,0,NIT
2007,135,1177,83,1220,71,H,0,NIT
2007,135,1208,88,1201,78,H,0,NIT
2007,135,1243,59,1436,57,H,0,NIT
2007,135,1279,73,1111,59,H,0,NIT
2007,135,1361,74,1283,70,A,0,NIT
2007,135,1393,79,1375,73,H,0,NIT
2007,136,1199,87,1276,66,H,0,NIT
2007,136,1452,90,1269,77,H,0,NIT
2007,137,1301,69,1265,62,H,0,NIT
2007,138,1280,101,1133,72,H,0,NIT
2007,140,1102,83,1208,52,H,0,NIT
2007,140,1155,89,1279,68,H,0,NIT
2007,140,1177,70,1243,65,A,0,NIT
2007,140,1393,80,1361,64,H,0,NIT
2007,141,1280,86,1199,71,H,0,NIT
2007,141,1452,71,1301,66,H,0,NIT
2007,142,1102,52,1177,51,H,0,NIT
2007,142,1155,74,1393,70,H,0,NIT
2007,148,1155,68,1102,67,N,0,NIT
2007,148,1452,63,1280,62,N,0,NIT
2007,150,1452,78,1155,73,N,0,NIT
