TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ACU,ADE,BBT,BIH,BLS,BOB,BUR,BWE,CNG,COL,CPA,CPR,CRO,DC,DCI,DII,DOK,DOL,DUN,EBP,HKB,KBM,KPK,KRA,LMC,LOG,MAS,MOR,MPI,MSX,MvG,NOL,PGH,PIG,POM,REW,RPI,RT,RTH,RTP,RTR,SAG,SE,SEL,SFX,SP,SPR,SPW,STF,STH,STS,TMR,TPR,TRK,TRP,WIL,WLK,WMR,WOB,WOL
1101,21.43,52.93,14.18,33.75,7.25,19.18,10.89,14.96,8.25,19.64,11.86,12.82,5.93,1.18,20.61,25.04,50.86,18.86,34.14,6.18,16.71,15.61,22.71,10.04,25.89,12.93,13.46,5.86,4.25,16.54,306.93333333333334,325.1666666666667,324.0,317.27777777777777,306.6666666666667,334.2,320.06666666666666,330.5,328.125,336.54545454545456,293.8,339.0,323.3333333333333,323.46666666666664,309.8888888888889,316.4,319.29411764705884,329.3888888888889,304.2857142857143,327.125,304.84615384615387,319.6,325.8,312.9375,300.4,340.8,323.4117647058824,320.1111111111111,324.05555555555554,243.66666666666666,325.38461538461536,325.0,289.5,309.1666666666667,336.6111111111111,330.22222222222223,303.6666666666667,303.8,320.47058823529414,302.6666666666667,308.47058823529414,304.85714285714283,324.55555555555554,297.3333333333333,304.6666666666667,316.6,335.375,330.8,288.0,326.6875,311.44444444444446,287.2,309.3333333333333,337.9230769230769,334.6111111111111,339.77777777777777,328.75,314.5,338.6666666666667,291.1,288.75
1102,23.62,50.76,16.45,30.52,7.17,20.24,10.31,15.66,8.79,20.79,14.9,11.72,6.31,1.97,17.83,22.69,50.48,14.55,28.24,8.14,22.24,12.34,17.9,10.03,21.07,14.45,12.38,5.79,3.62,17.07,184.06666666666666,204.05555555555554,178.0,209.27777777777777,225.93333333333334,189.3,183.66666666666666,188.21428571428572,197.75,183.9090909090909,215.73333333333332,192.66666666666666,219.66666666666666,184.73333333333332,250.44444444444446,194.7,201.2941176470588,178.83333333333334,225.92857142857142,176.0,180.0,195.86666666666667,172.8,217.75,230.3,232.3,201.41176470588235,221.83333333333334,190.38888888888889,191.55555555555554,183.23076923076923,211.0,220.5,226.27777777777777,195.66666666666666,201.44444444444446,199.5,258.6,171.52941176470588,202.83333333333334,230.05882352941177,248.0,182.22222222222223,217.53333333333333,206.75,182.8,168.125,191.3,232.0,199.9375,217.55555555555554,247.7,220.72222222222223,196.76923076923077,170.16666666666666,178.94444444444446,210.0,184.6875,196.0,220.1,231.16666666666666
1103,23.15,56.35,13.74,29.41,9.41,26.94,11.65,17.65,11.97,23.94,12.41,12.18,6.26,4.47,18.85,21.53,53.18,16.15,36.88,5.38,16.29,14.79,21.79,11.0,24.03,10.44,12.21,6.97,2.82,16.85,72.6,115.61111111111111,114.0,104.05555555555556,112.8,118.5,114.33333333333333,103.71428571428571,108.875,120.18181818181819,106.66666666666667,116.0,104.0,119.06666666666666,108.55555555555556,125.4,105.6470588235294,126.27777777777777,122.07142857142857,116.625,108.76923076923077,113.26666666666667,99.6,121.8125,111.4,117.6,127.82352941176471,115.61111111111111,106.61111111111111,110.77777777777777,105.15384615384616,102.0,103.9375,109.88888888888889,121.83333333333333,121.5,122.66666666666667,118.4,109.47058823529412,113.66666666666667,103.05882352941177,123.85714285714286,115.5,113.93333333333334,116.5,103.9,118.3125,117.3,109.0,119.0,106.55555555555556,108.9,108.72222222222223,107.07692307692308,117.0,122.16666666666667,108.125,110.5625,113.5,111.0,119.58333333333333
1104,22.03,50.26,15.45,29.77,6.58,20.48,16.0,22.16,9.52,23.1,10.35,12.1,6.29,3.61,19.29,21.71,52.03,15.42,32.65,6.29,19.39,14.81,20.84,10.65,22.16,11.81,12.1,5.03,2.32,19.55,91.66666666666667,57.5,74.0,67.44444444444444,59.333333333333336,57.6,59.666666666666664,58.92857142857143,57.8125,60.72727272727273,58.86666666666667,58.666666666666664,64.0,62.266666666666666,71.44444444444444,62.4,51.94117647058823,58.611111111111114,55.642857142857146,54.375,60.38461538461539,55.93333333333333,94.2,63.25,57.1,61.1,77.0,55.0,52.72222222222222,95.77777777777777,78.3076923076923,71.0,101.0,55.833333333333336,60.888888888888886,57.611111111111114,74.66666666666667,66.1,59.11764705882353,51.25,71.70588235294117,62.142857142857146,64.11111111111111,59.2,54.75,63.9,66.125,62.4,78.5,64.625,60.666666666666664,71.5,57.77777777777778,56.76923076923077,57.666666666666664,61.5,74.25,62.375,62.666666666666664,60.5,62.583333333333336
1105,20.68,52.64,14.93,32.86,5.75,19.79,14.18,21.89,12.43,21.5,12.04,14.14,5.64,2.36,19.75,24.75,54.29,19.5,38.46,5.25,15.82,13.96,22.43,12.32,22.86,12.0,11.86,6.96,2.96,19.14,324.0,339.0,328.0,323.3888888888889,333.26666666666665,335.7,334.4,336.85714285714283,335.0,336.54545454545456,325.73333333333335,334.6666666666667,322.0,326.73333333333335,315.3333333333333,322.0,332.3529411764706,336.94444444444446,336.57142857142856,335.0,331.2307692307692,335.8666666666667,340.8,334.6875,334.5,337.4,336.70588235294116,336.1111111111111,345.6111111111111,335.6666666666667,334.61538461538464,331.0,318.4375,326.72222222222223,328.3888888888889,336.8333333333333,327.5,323.1,333.70588235294116,339.1666666666667,319.2352941176471,318.92857142857144,334.8888888888889,337.0,336.4166666666667,332.1,339.0,336.9,327.4,332.5625,334.1111111111111,314.0,337.05555555555554,335.0,340.94444444444446,338.77777777777777,329.6875,335.8125,338.3333333333333,331.4,334.8333333333333
1106,25.78,59.37,20.07,43.26,5.7,16.11,13.44,20.56,13.33,25.93,13.41,13.7,6.07,4.19,18.0,23.89,57.22,18.0,39.7,5.89,17.52,13.3,20.37,10.74,23.74,12.04,13.33,7.3,2.93,18.33,263.1333333333333,260.3333333333333,190.0,236.83333333333334,233.8,266.5,233.53333333333333,261.5,257.625,267.54545454545456,217.2,272.6666666666667,286.3333333333333,198.73333333333332,250.55555555555554,262.5,260.47058823529414,257.27777777777777,250.0,275.875,246.69230769230768,255.4,262.6,237.875,248.2,303.5,227.64705882352942,279.5,292.44444444444446,192.22222222222223,230.53846153846155,230.0,167.8125,243.72222222222223,283.3333333333333,265.8888888888889,179.5,241.9,244.47058823529412,279.1666666666667,213.41176470588235,236.14285714285714,240.33333333333334,236.86666666666667,248.75,285.0,246.3125,274.5,176.0,227.6875,242.44444444444446,226.4,258.1111111111111,284.53846153846155,260.6666666666667,248.77777777777777,274.1875,234.0,302.25,222.7,219.5
1107,22.06,50.16,15.91,33.06,6.16,17.09,15.22,20.0,10.0,23.62,10.44,11.69,5.66,1.62,16.5,21.0,50.0,13.41,29.19,7.59,20.81,10.62,15.19,8.09,20.78,11.56,12.47,4.78,3.44,18.88,167.46666666666667,167.27777777777777,124.0,147.22222222222223,159.2,151.6,182.13333333333333,149.28571428571428,167.875,155.0,168.06666666666666,145.33333333333334,157.66666666666666,172.06666666666666,132.22222222222223,132.2,165.0,165.22222222222223,152.14285714285714,178.625,147.07692307692307,175.46666666666667,215.4,141.5625,146.2,119.6,142.52941176470588,157.72222222222223,164.77777777777777,127.33333333333333,115.15384615384616,106.0,131.5625,174.05555555555554,137.38888888888889,153.16666666666666,105.66666666666667,135.1,176.35294117647058,165.33333333333334,152.05882352941177,155.92857142857142,159.16666666666666,147.2,160.16666666666666,133.9,163.0,151.6,113.0,159.625,144.66666666666666,123.1,155.61111111111111,138.15384615384616,171.33333333333334,164.11111111111111,193.0625,158.5625,178.08333333333334,153.6,127.5
1108,22.2,57.23,17.33,40.1,4.87,17.13,14.1,21.47,11.3,20.6,8.7,11.67,5.87,2.7,17.97,26.4,55.97,20.1,39.47,6.3,16.5,15.07,22.37,11.57,26.13,13.4,12.57,5.2,3.33,17.5,347.26666666666665,343.0,344.0,340.27777777777777,342.6666666666667,346.6,339.4,346.92857142857144,344.375,345.90909090909093,340.8,347.0,340.6666666666667,339.3333333333333,339.77777777777777,344.2,345.5882352941176,343.8333333333333,346.57142857142856,343.875,346.46153846153845,345.53333333333336,296.8,346.25,344.7,346.0,346.2352941176471,347.3888888888889,340.6111111111111,346.3333333333333,343.61538461538464,348.0,339.75,340.3333333333333,340.72222222222223,340.55555555555554,345.5,344.3,343.88235294117646,348.4166666666667,335.7647058823529,337.0,341.6111111111111,341.4,347.0,344.9,342.8125,345.8,342.3,341.0625,347.44444444444446,343.2,344.05555555555554,346.0,343.05555555555554,341.44444444444446,343.3125,345.0,344.1666666666667,346.1,346.25
1110,20.7,44.82,14.24,27.52,6.45,17.3,10.88,15.42,5.7,19.39,12.36,11.21,5.94,2.55,14.67,21.39,47.03,16.15,31.73,5.24,15.3,10.55,15.55,8.91,20.88,10.94,12.61,5.06,2.76,17.03,202.53333333333333,157.83333333333334,209.0,164.61111111111111,154.46666666666667,187.5,179.66666666666666,179.57142857142858,186.0625,180.54545454545453,160.13333333333333,191.33333333333334,224.66666666666666,173.86666666666667,159.88888888888889,210.5,175.58823529411765,195.0,158.0,182.75,201.69230769230768,179.26666666666668,155.4,143.9375,171.7,162.9,152.52941176470588,163.16666666666666,154.11111111111111,167.77777777777777,154.3846153846154,174.0,158.3125,171.38888888888889,176.44444444444446,176.88888888888889,202.83333333333334,131.5,186.47058823529412,186.66666666666666,147.23529411764707,121.57142857142857,166.94444444444446,153.53333333333333,171.5,210.3,170.1875,184.1,160.8,158.125,175.66666666666666,127.8,160.5,175.15384615384616,183.11111111111111,145.94444444444446,161.0,167.25,151.58333333333334,177.4,137.16666666666666
1111,21.97,55.24,15.55,34.97,6.41,20.28,13.14,18.55,11.38,23.45,10.97,13.72,4.21,2.1,19.0,25.34,55.31,20.1,39.03,5.24,16.28,14.17,20.76,10.03,24.93,12.55,11.45,6.21,3.21,19.17,287.1333333333333,270.1111111111111,292.0,285.6666666666667,251.26666666666668,296.2,287.2,273.57142857142856,282.6875,286.54545454545456,263.2,303.0,253.33333333333334,284.1333333333333,273.22222222222223,287.9,286.70588235294116,297.22222222222223,242.21428571428572,298.125,282.84615384615387,269.6,313.0,276.8125,273.3,286.1,287.1764705882353,266.1111111111111,275.22222222222223,299.0,286.15384615384613,265.0,243.4375,279.8888888888889,285.5,291.5,280.1666666666667,263.9,306.8235294117647,277.0,275.5882352941176,251.0,284.6666666666667,259.3333333333333,275.25,286.5,292.1875,295.8,264.2,276.125,292.1111111111111,254.3,265.1666666666667,267.46153846153845,297.8333333333333,302.5,304.6875,291.3125,300.0833333333333,282.1,249.08333333333334
