Season,DayNum,team_1,team_2,team_1_won,team_1_FGM,team_1_FGA,team_1_FGM2,team_1_FGA2,team_1_FGM3,team_1_FGA3,team_1_FTM,team_1_FTA,team_1_OR,team_1_DR,team_1_Ast,team_1_TO,team_1_Stl,team_1_Blk,team_1_PF,team_1_FGMA,team_1_FGAA,team_1_FGM2A,team_1_FGA2A,team_1_FGM3A,team_1_FGA3A,team_1_FTMA,team_1_FTAA,team_1_ORA,team_1_DRA,team_1_AstA,team_1_TOA,team_1_StlA,team_1_BlkA,team_1_PFA,team_2_FGM,team_2_FGA,team_2_FGM2,team_2_FGA2,team_2_FGM3,team_2_FGA3,team_2_FTM,team_2_FTA,team_2_OR,team_2_DR,team_2_Ast,team_2_TO,team_2_Stl,team_2_Blk,team_2_PF,team_2_FGMA,team_2_FGAA,team_2_FGM2A,team_2_FGA2A,team_2_FGM3A,team_2_FGA3A,team_2_FTMA,team_2_FTAA,team_2_ORA,team_2_DRA,team_2_AstA,team_2_TOA,team_2_StlA,team_2_BlkA,team_2_PFA
2015,134,1214,1264,1,22.82,55.97,17.15,37.33,5.67,18.64,15.85,24.3,12.24,24.85,10.61,14.21,6.67,4.09,21.55,22.55,54.58,16.85,38.03,5.7,16.55,17.21,25.06,11.12,25.03,10.15,13.97,5.39,3.76,20.42,22.91,52.69,16.38,33.47,6.53,19.22,17.53,25.25,10.41,21.59,13.91,14.5,8.09,2.78,22.91,22.19,50.94,17.66,36.88,4.53,14.06,18.59,26.44,10.97,23.12,13.12,16.59,6.91,3.88,22.06
2015,134,1140,1279,0,27.19,59.06,18.97,37.69,8.22,21.38,19.25,25.0,11.94,25.84,16.25,11.56,7.12,2.88,20.53,25.41,57.44,19.22,38.78,6.19,18.66,15.94,22.78,10.16,23.31,14.09,12.75,6.41,3.5,20.88,24.62,57.81,18.16,38.69,6.47,19.12,16.91,21.72,12.41,25.16,12.81,11.34,6.59,3.69,19.56,22.12,55.34,14.47,33.38,7.66,21.97,15.59,22.78,11.69,23.12,13.91,12.66,5.03,3.62,18.69
2015,135,1129,1173,0,24.19,53.35,15.48,31.1,8.71,22.26,12.77,17.55,8.52,24.03,11.71,10.23,5.97,2.32,17.23,21.84,52.1,16.1,33.68,5.74,18.42,11.52,16.42,8.42,22.39,10.71,12.35,4.68,3.1,16.77,22.73,49.09,16.27,30.76,6.45,18.33,16.3,23.91,7.42,24.12,13.82,11.48,6.97,2.55,15.91,22.15,52.67,16.67,35.36,5.48,17.3,11.12,16.39,9.36,23.27,12.12,13.61,5.21,3.61,20.09
2015,135,1316,1352,0,24.81,54.45,16.1,31.52,8.71,22.94,15.61,21.45,9.52,24.74,13.42,12.19,6.1,3.94,16.58,25.19,57.9,20.16,41.9,5.03,16.0,13.1,19.35,11.65,23.32,11.81,12.32,6.29,2.71,18.65,24.3,54.48,17.91,37.67,6.39,16.82,14.0,19.61,10.42,23.0,12.24,13.76,8.55,2.94,18.55,23.58,55.61,16.85,35.48,6.73,20.12,13.85,20.91,12.85,22.91,14.48,14.61,6.55,3.48,17.97
2015,136,1112,1411,1,26.71,54.56,21.65,40.5,5.06,14.06,17.97,25.71,10.82,26.41,14.21,11.21,7.18,3.59,17.91,20.18,51.53,14.85,35.32,5.32,16.21,12.94,18.71,7.59,20.88,9.85,14.15,4.68,2.56,21.12,23.35,52.62,18.06,36.09,5.29,16.53,16.18,24.44,11.35,23.18,10.88,13.09,6.15,3.12,17.35,25.0,56.76,19.47,40.59,5.53,16.18,11.91,18.5,12.06,22.03,12.0,12.32,6.47,3.79,20.71
2015,136,1116,1459,1,27.41,61.26,20.74,42.21,6.68,19.06,16.53,22.82,13.0,22.76,16.15,11.74,7.76,4.76,18.97,24.24,56.29,18.0,38.65,6.24,17.65,15.44,21.65,11.82,23.53,12.56,15.97,5.53,2.94,19.29,23.16,50.97,16.94,34.22,6.22,16.75,13.34,19.34,9.19,22.81,13.12,10.75,6.41,2.56,17.03,21.09,50.16,16.19,34.22,4.91,15.94,12.97,18.28,8.75,22.22,9.06,12.44,5.16,3.34,18.44
2015,136,1139,1400,1,24.28,55.34,18.53,39.28,5.75,16.06,15.25,22.44,12.19,24.53,11.5,11.38,6.38,2.94,17.62,21.91,52.62,16.44,34.78,5.47,17.84,11.91,17.53,8.12,22.12,11.19,12.59,5.47,4.31,19.25,23.61,54.15,17.36,35.76,6.24,18.39,14.48,19.97,12.42,27.27,13.18,12.73,3.76,7.88,16.15,20.79,56.42,14.73,39.0,6.06,17.42,12.76,19.3,11.12,20.24,10.42,9.03,6.33,3.06,18.73
2015,136,1153,1345,1,22.38,49.41,17.34,34.31,5.03,15.09,12.59,18.69,10.97,23.25,11.88,12.78,6.56,5.44,14.66,20.44,52.44,14.69,34.94,5.75,17.5,8.66,13.34,10.84,18.41,11.09,12.19,5.53,2.75,17.19,24.3,53.61,18.52,36.3,5.79,17.3,15.61,22.79,11.76,24.55,14.91,13.09,5.45,5.33,18.91,21.94,54.76,16.0,37.79,5.94,16.97,14.7,21.09,11.06,20.73,11.3,11.67,6.91,3.18,20.27
2015,136,1186,1207,0,27.29,58.29,17.32,33.13,9.97,25.16,14.81,20.74,10.06,23.81,12.68,11.0,6.29,4.61,18.16,26.03,57.48,18.32,37.39,7.71,20.1,14.48,20.23,10.48,24.19,15.06,12.26,5.77,3.87,19.26,24.19,53.23,18.35,36.42,5.84,16.81,16.48,23.48,11.19,23.94,13.16,12.65,7.74,4.9,20.19,20.97,52.06,14.42,33.81,6.55,18.26,16.16,22.87,10.9,21.45,11.23,13.55,6.19,3.74,20.16
2015,136,1124,1209,0,23.94,55.16,16.94,36.84,7.0,18.31,14.25,21.38,14.5,24.03,14.41,12.38,8.03,3.84,16.72,21.69,53.62,15.97,34.38,5.72,19.25,11.22,17.34,11.19,20.06,15.19,12.34,6.34,4.0,18.09,25.44,53.56,20.75,38.84,4.69,14.72,15.06,20.56,9.38,23.22,13.22,10.69,8.91,4.25,18.44,20.22,52.94,12.97,30.72,7.25,22.22,14.75,20.84,12.22,21.31,12.84,14.84,4.69,2.47,17.5
