Season,SecondaryTourney,TeamID
2015,CBI,1160
2015,CBI,1175
2015,CBI,1185
2015,CBI,1205
2015,CBI,1220
2015,CBI,1260
2015,CBI,1273
2015,CBI,1331
2015,CBI,1337
2015,CBI,1347
2015,CBI,1351
2015,CBI,1364
2015,CBI,1370
2015,CBI,1392
2015,CBI,1419
2015,CBI,1436
2015,CIT,1132
2015,CIT,1145
2015,CIT,1156
2015,CIT,1170
2015,CIT,1171
2015,CIT,1183
2015,CIT,1184
2015,CIT,1191
2015,CIT,1195
2015,CIT,1213
2015,CIT,1219
2015,CIT,1230
2015,CIT,1236
2015,CIT,1241
2015,CIT,1245
2015,CIT,1271
2015,CIT,1292
2015,CIT,1306
2015,CIT,1312
2015,CIT,1313
2015,CIT,1319
2015,CIT,1322
2015,CIT,1324
2015,CIT,1339
2015,CIT,1358
2015,CIT,1367
2015,CIT,1384
2015,CIT,1394
2015,CIT,1404
2015,CIT,1418
2015,CIT,1423
2015,CIT,1444
2015,NIT,1104
2015,NIT,1113
2015,NIT,1137
2015,NIT,1141
2015,NIT,1149
2015,NIT,1161
2015,NIT,1163
2015,NIT,1203
2015,NIT,1228
2015,NIT,1229
2015,NIT,1233
2015,NIT,1256
2015,NIT,1274
2015,NIT,1285
2015,NIT,1293
2015,NIT,1300
2015,NIT,1330
2015,NIT,1338
2015,NIT,1348
2015,NIT,1350
2015,NIT,1355
2015,NIT,1383
2015,NIT,1388
2015,NIT,1390
2015,NIT,1396
2015,NIT,1401
2015,NIT,1409
2015,NIT,1413
2015,NIT,1431
2015,NIT,1435
2015,NIT,1453
2015,NIT,1456
