Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2015,133,1312,84,1306,77,H,0,CIT
2015,134,1104,79,1228,58,H,0,NIT
2015,134,1132,67,1384,64,A,0,CIT
2015,134,1183,97,1324,91,A,0,CIT
2015,134,1184,81,1313,75,H,0,CIT
2015,134,1203,60,1338,54,A,0,NIT
2015,134,1256,89,1141,79,H,0,NIT
2015,134,1260,62,1351,59,H,0,CBI
2015,134,1274,75,1300,71,H,0,NIT
2015,134,1293,81,1431,66,H,0,NIT
2015,134,1348,88,1233,75,H,0,NIT
2015,134,1367,73,1241,72,H,0,CIT
2015,134,1390,77,1413,64,H,0,NIT
2015,134,1401,81,1285,64,H,0,NIT
2015,134,1409,70,1456,67,H,0,NIT
2015,134,1418,83,1230,68,A,0,CIT
2015,135,1113,68,1163,61,A,0,NIT
2015,135,1145,87,1171,72,H,0,CIT
2015,135,1156,86,1444,57,A,0,CIT
2015,135,1160,87,1205,78,H,0,CBI
2015,135,1170,73,1339,66,A,0,CIT
2015,135,1191,82,1236,77,H,0,CIT
2015,135,1219,70,1271,64,H,0,CIT
2015,135,1229,69,1453,56,H,0,NIT
2015,135,1245,68,1292,56,A,0,CIT
2015,135,1273,72,1392,70,H,0,CBI
2015,135,1319,75,1213,70,A,0,CIT
2015,135,1330,65,1149,56,H,0,NIT
2015,135,1331,91,1364,87,H,0,CBI
2015,135,1347,78,1175,57,A,0,CBI
2015,135,1350,84,1383,74,H,0,NIT
2015,135,1355,86,1161,76,A,0,NIT
2015,135,1358,87,1423,71,H,0,CIT
2015,135,1370,62,1337,45,H,0,CBI
2015,135,1394,75,1195,69,A,0,CIT
2015,135,1396,73,1137,67,H,0,NIT
2015,135,1419,71,1185,67,H,0,CBI
2015,135,1435,75,1388,64,A,0,NIT
2015,135,1436,85,1220,81,A,0,CBI
2015,136,1404,104,1322,79,A,0,CIT
2015,137,1184,66,1219,65,H,0,CIT
2015,137,1435,92,1355,77,H,0,NIT
2015,138,1145,82,1132,59,A,0,CIT
2015,138,1274,73,1104,66,H,0,NIT
2015,138,1319,78,1170,73,A,0,CIT
2015,138,1404,60,1367,49,A,0,CIT
2015,138,1418,71,1358,70,A,0,CIT
2015,139,1350,76,1113,70,H,1,NIT
2015,139,1390,74,1348,65,H,0,NIT
2015,139,1396,90,1203,77,H,0,NIT
2015,140,1191,83,1183,68,A,0,CIT
2015,140,1245,69,1394,65,A,0,CIT
2015,140,1256,84,1401,72,A,0,NIT
2015,140,1260,86,1331,78,H,0,CBI
2015,140,1293,83,1409,62,A,0,NIT
2015,140,1312,80,1156,77,H,0,CIT
2015,140,1330,50,1229,49,H,0,NIT
2015,140,1370,72,1160,65,H,0,CBI
2015,140,1419,71,1273,69,A,0,CBI
2015,140,1436,78,1347,71,H,0,CBI
2015,141,1274,63,1350,61,A,0,NIT
2015,141,1390,78,1435,75,H,0,NIT
2015,142,1260,63,1370,48,H,0,CBI
2015,142,1330,72,1293,69,H,0,NIT
2015,142,1396,77,1256,59,H,0,NIT
2015,142,1404,70,1184,69,A,0,CIT
2015,142,1419,71,1436,65,H,0,CBI
2015,143,1191,89,1418,82,A,0,CIT
2015,144,1319,74,1245,73,H,1,CIT
2015,145,1312,78,1145,73,H,0,CIT
2015,147,1260,65,1419,58,H,0,CBI
2015,148,1191,79,1404,66,H,0,CIT
2015,148,1274,60,1396,57,N,0,NIT
2015,148,1319,68,1312,61,H,0,CIT
2015,148,1390,67,1330,60,N,0,NIT
2015,149,1260,63,1419,62,A,0,CBI
2015,150,1191,71,1319,65,H,0,CIT
2015,150,1390,66,1274,64,N,1,NIT
