Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2018,137,3124,96,3212,46,H,0,37,71,5,13,17,24,23,37,21,13,10,11,11,17,67,5,26,7,11,13,13,7,16,7,2,16
2018,137,3177,90,3328,79,N,0,30,58,12,24,18,25,7,34,26,15,6,3,23,25,61,4,19,25,33,9,24,15,12,9,2,19
2018,137,3257,74,3129,42,H,0,30,62,2,10,12,17,12,39,18,17,8,3,16,14,59,4,30,10,16,9,21,7,16,6,2,19
2018,137,3266,84,3173,65,N,0,30,68,12,26,12,18,14,22,15,10,11,2,20,22,57,3,13,18,23,15,27,5,19,4,3,18
2018,137,3268,77,3343,57,N,0,28,60,7,14,14,18,16,27,16,16,7,0,18,20,53,4,20,13,16,7,18,15,16,8,4,18
2018,137,3276,75,3294,61,N,0,28,49,2,4,17,23,8,25,11,19,6,2,16,21,50,6,19,13,15,4,14,13,17,8,3,20
2018,137,3278,89,3453,77,N,0,27,59,10,18,25,29,9,24,11,9,8,1,14,28,71,9,29,12,16,18,21,21,12,4,4,24
2018,137,3301,62,3189,35,H,0,22,52,7,17,11,17,7,35,10,13,8,5,16,12,51,5,16,6,16,9,27,8,17,7,3,16
2018,137,3323,99,3169,81,H,0,40,73,9,17,10,14,15,21,28,8,12,1,7,35,66,9,20,2,3,11,20,23,16,6,7,15
2018,137,3332,88,3370,45,H,0,37,70,5,17,9,11,13,32,23,9,9,4,11,20,62,1,19,4,4,7,19,8,13,3,0,14
2018,137,3333,82,3443,58,N,0,26,57,10,23,20,24,14,34,19,12,2,3,15,20,61,8,22,10,16,8,19,9,6,7,3,18
2018,137,3376,63,3299,52,H,0,20,52,4,12,19,22,8,34,7,19,9,8,13,17,58,7,17,11,16,9,23,10,13,10,3,17
2018,137,3397,100,3251,60,H,0,37,60,4,12,22,36,11,34,24,18,10,4,16,23,66,6,21,8,13,11,18,12,21,6,0,27
2018,137,3401,89,3179,76,H,0,36,68,7,16,10,11,9,21,19,11,14,0,6,33,62,8,24,2,3,7,22,29,18,4,2,17
2018,137,3437,81,3355,74,N,1,25,61,16,38,15,25,11,30,18,9,2,3,19,27,57,3,16,17,22,4,30,13,9,6,5,21
2018,137,3438,68,3143,62,N,0,26,66,7,19,9,10,12,19,20,6,8,5,12,25,56,7,17,5,8,10,28,14,15,4,5,20
2018,138,3113,73,3304,62,N,0,23,60,4,19,23,31,21,28,9,11,6,3,17,19,51,8,25,16,24,8,19,6,9,3,5,21
2018,138,3138,102,3378,79,N,0,33,62,14,27,22,24,11,21,17,12,6,4,13,32,63,7,23,8,9,10,19,11,16,4,0,21
2018,138,3141,78,3261,69,N,0,28,56,7,19,15,17,14,26,13,12,2,1,14,28,69,2,14,11,12,14,13,10,2,6,3,15
2018,138,3163,140,3384,52,H,0,59,91,8,19,14,19,15,54,38,10,12,4,7,18,81,10,57,6,8,10,20,9,18,6,3,17
2018,138,3166,76,3234,70,N,0,25,58,9,24,17,25,10,18,16,7,4,5,15,26,56,3,12,15,17,12,27,17,14,2,3,20
2018,138,3181,72,3125,58,N,0,23,55,4,14,22,28,14,22,13,8,9,4,15,21,54,11,28,5,10,13,21,13,17,2,4,22
2018,138,3195,80,3281,70,N,0,25,51,7,17,23,37,7,25,12,9,5,0,26,21,52,4,24,24,28,8,28,13,16,6,3,30
