Season,Seed,TeamID
2003,W01,3163
2003,W02,3345
2003,W03,3243
2003,W04,3435
2003,W05,3130
2003,W06,3112
2003,W07,3439
2003,W08,3277
2003,W09,3395
2003,W10,3210
2003,W11,3323
2003,W12,3330
2003,W13,3251
2003,W14,3217
2003,W15,3434
2003,W16,3131
2003,X01,3261
2003,X02,3400
2003,X03,3390
2003,X04,3326
2003,X05,3256
2003,X06,3278
2003,X07,3116
2003,X08,3453
2003,X09,3449
2003,X10,3153
2003,X11,3408
2003,X12,3337
2003,X13,3451
2003,X14,3444
2003,X15,3214
2003,X16,3402
2003,Y01,3397
2003,Y02,3437
2003,Y03,3314
2003,Y04,3336
2003,Y05,3376
2003,Y06,3160
2003,Y07,3203
2003,Y08,3438
2003,Y09,3228
2003,Y10,3328
2003,Y11,3140
2003,Y12,3151
2003,Y13,3221
2003,Y14,3122
2003,Y15,3384
2003,Y16,3106
2003,Z01,3181
2003,Z02,3403
2003,Z03,3280
2003,Z04,3353
2003,Z05,3208
2003,Z06,3307
2003,Z07,3364
2003,Z08,3428
2003,Z09,3177
2003,Z10,3462
2003,Z11,3274
2003,Z12,3150
2003,Z13,3443
2003,Z14,3264
2003,Z15,3283
2003,Z16,3209
