TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA
1102,19.14,39.79,11.32,18.96,7.82,20.82,11.14,17.11,4.18,16.82,13.0,11.43,5.96,1.79,18.75,19.29,42.43,14.54,30.0,4.75,12.43,13.68,19.25,9.61,20.14,9.14,12.96,5.43,1.57,18.36
1103,27.15,55.85,21.7,39.78,5.44,16.07,19.04,25.85,9.78,19.93,15.22,12.63,7.26,2.33,19.85,27.78,57.0,21.11,38.63,6.67,18.37,15.93,22.15,12.04,22.04,15.48,15.33,6.41,2.85,22.44
1104,24.04,57.18,17.68,37.32,6.36,19.86,14.86,20.93,13.57,23.93,12.11,13.29,6.61,3.79,18.04,23.25,55.5,16.89,36.36,6.36,19.14,12.14,17.14,10.89,22.64,11.68,13.86,5.54,3.18,19.25
1105,24.38,61.62,16.81,40.85,7.58,20.77,15.42,21.85,13.5,23.12,14.54,18.65,9.31,2.08,20.23,27.0,58.96,20.73,41.42,6.27,17.54,16.38,24.5,13.19,26.38,15.81,18.81,9.38,4.19,19.08
1106,23.43,55.29,17.32,37.64,6.11,17.64,10.64,16.46,12.29,23.86,11.68,17.04,8.36,3.14,18.18,21.71,53.39,16.93,38.18,4.79,15.21,15.54,21.96,11.32,22.36,11.79,15.07,8.79,3.18,16.14
1107,24.04,57.46,16.11,35.29,7.93,22.18,9.93,13.54,8.25,20.25,11.93,12.57,6.86,2.04,15.89,28.82,59.68,22.25,41.43,6.57,18.25,11.5,16.5,13.39,27.07,18.75,14.96,5.54,3.54,15.93
1108,24.94,58.73,19.73,42.39,5.21,16.33,14.0,20.94,13.12,23.21,13.85,18.45,8.18,3.52,19.67,25.76,58.91,20.24,41.58,5.52,17.33,16.09,23.27,12.58,23.73,15.45,16.73,8.58,2.88,19.0
1110,23.17,53.53,14.4,30.4,8.77,23.13,11.27,16.53,10.0,23.13,14.23,13.17,6.4,1.73,18.13,22.7,53.07,16.43,34.33,6.27,18.73,10.23,16.53,11.0,23.13,12.13,14.57,5.9,3.13,17.07
1111,28.62,64.5,21.42,42.54,7.19,21.96,18.85,26.19,13.0,25.31,15.23,16.19,9.85,4.62,18.69,29.88,65.65,22.08,43.15,7.81,22.5,14.15,19.12,13.27,26.62,16.62,18.69,8.92,3.88,21.08
1112,30.32,65.71,23.29,45.64,7.04,20.07,17.54,25.0,15.18,27.64,17.64,14.79,8.46,4.21,17.75,26.36,64.68,20.04,44.71,6.32,19.96,11.21,17.71,13.11,23.29,15.46,16.86,5.96,2.39,22.07
1113,27.21,56.9,23.21,44.31,4.0,12.59,17.55,26.21,13.69,23.31,15.55,14.0,5.21,4.24,19.41,24.79,55.66,19.34,39.76,5.45,15.9,14.14,20.52,11.0,20.55,14.07,15.52,6.0,3.93,22.86
1114,23.86,53.21,17.07,34.93,6.79,18.29,15.54,22.43,10.54,22.86,11.5,15.96,6.61,2.36,20.5,24.86,56.21,18.89,39.07,5.96,17.14,14.39,20.79,11.86,22.61,12.39,15.46,5.89,3.29,20.46
1115,19.25,54.29,14.5,37.43,4.75,16.86,11.25,17.61,9.96,21.04,10.18,19.11,7.96,2.75,20.25,25.32,57.79,18.96,38.89,6.36,18.89,17.18,24.75,15.07,28.39,14.75,17.36,9.64,3.68,17.75
1116,21.82,55.57,15.75,36.0,6.07,19.57,11.93,19.57,14.54,23.43,9.82,16.68,6.46,3.54,20.93,22.07,52.68,16.36,35.46,5.71,17.21,16.68,24.5,10.32,22.21,11.57,13.29,7.46,3.89,18.14
1117,23.69,54.69,15.77,33.35,7.92,21.35,15.81,21.42,10.96,20.38,11.92,13.27,7.15,1.65,21.42,22.73,50.38,16.54,33.42,6.19,16.96,18.15,25.96,11.73,23.38,11.54,15.65,5.81,2.73,19.69
1119,19.6,47.6,13.72,31.08,5.88,16.52,8.6,12.72,7.92,21.56,11.72,17.36,5.56,1.6,19.32,21.8,50.52,13.32,28.56,8.48,21.96,15.4,21.84,10.64,21.96,12.96,12.88,7.12,3.52,16.76
1120,25.7,54.7,20.07,38.37,5.63,16.33,13.07,19.73,11.93,22.57,13.4,15.9,8.03,4.97,16.37,23.8,56.63,16.9,35.93,6.9,20.7,11.07,16.53,12.23,20.6,12.67,15.8,7.83,2.67,19.13
1122,23.56,52.07,17.56,34.89,6.0,17.19,16.59,24.0,10.63,24.22,13.41,15.22,7.04,4.67,18.67,24.3,56.78,18.0,39.22,6.3,17.56,12.81,18.67,11.67,22.52,13.33,14.0,6.81,3.26,20.26
1123,25.93,60.47,20.57,43.8,5.37,16.67,16.07,22.13,13.17,21.73,10.5,12.83,5.2,2.2,22.87,25.43,53.93,20.17,38.43,5.27,15.5,19.9,27.77,10.9,24.97,14.7,14.53,5.63,2.07,21.13
1124,23.61,58.0,14.54,31.46,9.07,26.54,12.71,17.54,11.71,23.18,14.21,13.29,8.32,2.96,15.75,26.54,58.86,21.11,42.14,5.43,16.71,9.89,15.14,12.14,25.46,13.82,14.68,5.57,3.07,16.64
1125,25.5,54.75,17.32,32.5,8.18,22.25,13.29,18.93,10.54,23.64,16.89,16.93,9.07,1.71,18.36,24.79,56.64,18.14,37.04,6.64,19.61,14.5,19.89,11.21,21.93,14.82,15.14,9.14,4.0,17.64
1126,23.1,55.9,17.4,39.97,5.7,15.93,12.8,18.47,12.3,20.43,10.97,15.87,8.27,1.8,19.43,25.63,54.4,19.6,37.07,6.03,17.33,15.6,22.37,12.17,23.37,13.6,16.5,7.7,3.57,16.9
1127,24.04,57.19,16.37,35.26,7.67,21.93,10.81,16.0,11.7,24.22,12.7,15.07,6.44,6.48,18.26,23.3,57.48,17.93,41.63,5.37,15.85,14.22,19.89,12.96,24.22,11.22,13.93,6.07,3.0,17.19
1128,22.04,49.77,14.35,28.12,7.69,21.65,16.08,22.23,10.65,21.46,13.38,15.65,7.88,3.96,18.08,22.81,52.23,17.38,37.15,5.42,15.08,13.65,19.15,11.15,20.58,11.27,15.08,6.96,2.42,20.12
1129,23.07,56.18,17.89,38.79,5.18,17.39,14.57,20.89,11.18,21.93,11.64,14.39,6.64,3.82,19.5,22.82,52.89,17.82,38.36,5.0,14.54,16.29,22.07,10.86,24.79,10.39,16.82,6.57,4.07,19.68
1130,27.97,59.66,21.97,42.24,6.0,17.41,17.72,25.66,13.79,22.07,17.0,13.34,7.0,2.9,18.97,27.1,60.66,20.48,41.62,6.62,19.03,15.52,21.48,14.31,21.9,15.38,14.45,6.93,3.45,20.48
1131,23.63,54.9,17.07,35.57,6.57,19.33,14.27,19.2,11.0,24.4,13.57,13.37,5.7,3.47,20.17,21.3,52.5,16.27,36.03,5.03,16.47,15.63,23.33,10.57,22.9,12.0,13.2,6.8,3.13,17.67
1132,21.22,48.37,14.96,31.26,6.26,17.11,17.78,24.11,8.67,22.11,12.74,16.67,7.15,2.52,22.19,23.41,52.81,17.07,34.44,6.33,18.37,17.48,24.04,11.19,22.19,13.0,14.48,8.04,3.11,20.74
1133,24.72,56.66,18.34,38.9,6.38,17.76,16.48,23.41,11.0,23.24,12.55,14.17,7.45,1.69,20.34,25.41,55.62,18.0,35.28,7.41,20.34,14.14,19.97,9.97,24.83,15.1,15.86,6.14,3.52,21.1
1135,24.39,52.86,17.82,35.11,6.57,17.75,18.61,25.0,9.54,23.36,14.57,15.68,7.64,3.68,17.61,26.36,58.61,19.57,37.64,6.79,20.96,12.57,17.79,11.57,22.68,14.25,15.21,7.93,2.57,20.61
1137,19.0,47.0,13.18,29.79,5.82,17.21,13.86,21.75,9.71,22.04,11.68,15.82,5.79,2.14,17.79,21.21,49.29,15.32,32.57,5.89,16.71,11.0,16.07,8.64,22.46,12.14,15.21,7.61,2.32,19.93
1138,23.29,57.93,17.89,39.46,5.39,18.46,12.86,19.14,13.57,22.64,12.64,14.5,6.43,2.07,22.71,25.25,53.21,19.57,36.64,5.68,16.57,16.04,25.57,11.29,24.54,14.68,13.25,7.11,3.39,17.14
1139,24.07,50.66,15.59,28.79,8.48,21.86,11.97,16.55,7.83,20.38,12.97,10.41,6.34,1.86,16.07,23.03,51.62,18.14,37.45,4.9,14.17,9.97,15.0,10.45,20.21,9.62,12.0,4.76,2.86,16.83
1140,24.03,51.26,17.84,35.13,6.19,16.13,18.19,24.16,10.87,24.42,13.42,13.74,6.94,2.52,21.42,20.97,51.26,15.97,35.03,5.0,16.23,16.74,23.48,10.42,20.19,10.77,14.48,5.48,2.23,21.39
1141,26.62,52.69,19.79,34.76,6.83,17.93,19.28,25.17,10.59,23.28,15.62,18.24,7.1,4.0,20.97,26.34,57.93,21.38,44.03,4.97,13.9,15.59,21.97,12.24,18.9,11.79,16.07,8.45,2.48,21.69
1142,23.59,55.55,17.17,35.34,6.41,20.21,13.93,19.45,11.52,23.38,12.45,15.83,6.97,3.83,19.45,24.21,56.83,19.34,42.34,4.86,14.48,15.1,21.52,12.97,23.93,12.9,15.14,7.76,2.31,18.17
1143,27.34,58.72,20.93,41.69,6.41,17.03,13.38,19.52,11.24,24.38,16.0,14.17,6.55,2.79,17.1,25.38,58.79,18.28,37.34,7.1,21.45,11.9,17.45,11.17,23.0,16.03,14.93,5.93,2.52,19.1
1144,22.96,52.08,16.69,34.15,6.27,17.92,12.85,18.38,7.85,19.85,14.5,16.0,6.19,2.73,16.58,29.15,58.42,21.69,39.88,7.46,18.54,12.46,17.62,12.54,24.77,18.12,14.58,9.77,3.04,17.69
1145,26.39,60.14,20.46,42.89,5.93,17.25,11.54,16.36,11.5,25.25,15.64,14.32,8.14,3.39,19.36,24.71,59.68,17.79,39.71,6.93,19.96,14.79,21.36,13.21,24.86,13.61,14.29,7.18,3.61,16.46
1147,25.38,56.04,21.04,42.46,4.33,13.58,17.54,22.79,11.04,18.5,12.04,16.08,8.12,3.71,20.42,27.79,56.71,21.71,41.38,6.08,15.33,16.21,23.46,13.42,21.75,15.75,17.17,6.12,3.79,19.38
1148,24.43,52.82,19.07,38.57,5.36,14.25,13.32,17.82,11.5,21.89,11.46,15.46,5.79,1.64,15.54,25.86,55.18,19.43,36.43,6.43,18.75,8.96,13.0,9.79,19.18,13.07,13.18,6.39,2.32,17.71
1149,24.35,55.08,20.5,41.27,3.85,13.81,12.15,16.31,10.77,21.27,12.46,14.65,9.77,3.19,19.23,22.73,51.85,16.5,34.96,6.23,16.88,14.31,20.85,11.08,22.23,12.08,16.96,6.85,4.0,16.0
1150,23.83,60.14,15.86,36.21,7.97,23.93,12.83,20.24,14.66,23.28,14.52,13.72,8.48,2.03,18.34,24.9,56.14,17.03,35.83,7.86,20.31,12.24,17.28,11.1,25.79,13.66,15.52,5.24,3.38,18.9
1151,27.5,57.43,20.04,37.18,7.46,20.25,17.36,22.86,12.61,23.07,16.18,16.46,7.14,3.18,18.57,27.46,59.5,19.54,37.57,7.93,21.93,12.75,17.5,11.57,20.57,16.57,15.61,8.04,3.11,20.75
1152,23.53,53.23,19.73,41.8,3.8,11.43,12.33,19.97,12.03,20.73,12.1,17.43,7.2,1.67,22.03,25.23,53.0,18.43,34.37,6.8,18.63,17.7,25.17,11.07,21.83,16.7,14.0,8.27,3.53,18.6
1153,22.89,56.68,16.21,37.18,6.68,19.5,14.86,21.54,12.14,23.39,12.29,10.61,5.18,4.25,18.96,21.25,53.11,15.32,35.96,5.93,17.14,13.07,19.71,11.11,24.14,11.75,13.93,4.14,3.04,20.0
1154,21.79,54.42,15.62,34.75,6.17,19.67,13.33,20.08,11.0,21.67,13.08,16.33,7.46,3.04,20.12,24.42,54.0,18.04,35.33,6.38,18.67,16.17,23.21,11.79,25.54,14.29,15.62,7.42,4.58,19.21
1155,24.46,55.39,19.64,41.5,4.82,13.89,14.68,22.36,13.43,22.43,12.54,13.46,7.11,2.64,19.11,23.86,55.07,16.36,33.29,7.5,21.79,12.89,18.79,11.89,21.79,14.46,14.43,6.96,3.18,20.82
1156,22.9,51.33,17.0,35.43,5.9,15.9,13.93,21.13,10.43,21.0,13.53,17.23,7.07,4.43,19.47,26.4,57.0,19.97,40.67,6.43,16.33,13.97,20.53,12.83,22.0,15.33,14.47,8.37,2.83,20.0
1157,23.88,54.96,18.0,39.0,5.88,15.96,13.62,18.58,13.35,22.12,12.23,16.85,6.23,1.58,21.19,23.88,53.15,19.0,38.23,4.88,14.92,17.23,24.58,11.23,20.27,11.15,14.15,9.31,3.46,18.27
1158,25.31,58.03,16.24,34.83,9.07,23.21,13.66,19.93,10.9,23.93,14.45,14.07,7.34,4.38,18.93,24.17,57.97,18.52,40.03,5.66,17.93,14.66,21.07,12.9,25.86,13.52,15.52,6.83,3.31,19.83
1159,24.46,56.42,17.88,37.77,6.58,18.65,10.38,15.08,10.58,21.88,13.96,14.31,6.88,1.69,19.15,24.27,52.19,19.08,37.04,5.19,15.15,14.04,20.12,9.65,24.15,12.31,15.04,6.81,3.15,15.92
1160,27.19,61.32,22.23,46.06,4.97,15.26,16.16,23.94,14.48,27.97,13.39,14.0,6.13,6.65,17.71,25.39,63.35,18.65,43.58,6.74,19.77,12.55,18.48,13.52,23.19,13.32,12.55,6.06,3.35,19.9
1161,26.4,52.1,22.2,40.53,4.2,11.57,17.0,24.27,10.8,23.47,15.5,16.13,5.33,4.23,20.57,25.83,57.47,20.2,41.13,5.63,16.33,15.37,22.33,12.0,19.07,13.23,12.23,9.03,3.07,21.3
1162,16.93,45.41,11.89,28.78,5.04,16.63,10.74,16.0,9.44,21.63,9.7,17.07,5.19,3.44,18.26,20.96,48.93,14.33,30.81,6.63,18.11,13.52,19.22,10.22,22.37,12.96,13.04,9.26,3.41,17.33
1163,29.53,62.2,23.47,46.5,6.07,15.7,14.9,22.1,14.77,27.9,15.63,15.8,5.93,7.73,18.4,24.87,65.37,18.43,45.23,6.43,20.13,15.23,21.0,15.33,21.5,13.6,13.37,7.8,4.13,19.27
1164,21.07,48.21,16.64,36.93,4.43,11.29,11.46,15.68,9.25,19.43,9.21,14.86,7.32,2.07,15.71,21.46,48.64,13.39,28.43,8.07,20.21,10.64,15.46,10.46,19.82,11.82,14.75,6.89,2.46,16.64
