Season,Seed,TeamID
2003,W01,1328
2003,W02,1448
2003,W03,1393
2003,W04,1257
2003,W05,1280
2003,W06,1329
2003,W07,1386
2003,W08,1143
2003,W09,1301
2003,W10,1120
2003,W11,1335
2003,W12,1139
2003,W13,1122
2003,W14,1264
2003,W15,1190
2003,W16,1354
2003,X01,1400
2003,X02,1196
2003,X03,1462
2003,X04,1390
2003,X05,1163
2003,X06,1268
2003,X07,1277
2003,X08,1261
2003,X09,1345
2003,X10,1160
2003,X11,1423
2003,X12,1140
2003,X13,1360
2003,X14,1407
2003,X15,1358
2003,X16a,1411
2003,X16b,1421
2003,Y01,1246
2003,Y02,1338
2003,Y03,1266
2003,Y04,1173
2003,Y05,1458
2003,Y06,1281
2003,Y07,1231
2003,Y08,1332
2003,Y09,1428
2003,Y10,1104
2003,Y11,1356
2003,Y12,1451
2003,Y13,1409
2003,Y14,1221
2003,Y15,1447
2003,Y16,1237
2003,Z01,1112
2003,Z02,1242
2003,Z03,1181
2003,Z04,1228
2003,Z05,1323
2003,Z06,1166
2003,Z07,1272
2003,Z08,1153
2003,Z09,1211
2003,Z10,1113
2003,Z11,1141
2003,Z12,1454
2003,Z13,1443
2003,Z14,1161
2003,Z15,1429
2003,Z16,1436
