Season,SecondaryTourney,TeamID
2003,NIT,1130
2003,NIT,1131
2003,NIT,1135
2003,NIT,1158
2003,NIT,1177
2003,NIT,1180
2003,NIT,1186
2003,NIT,1193
2003,NIT,1207
2003,NIT,1210
2003,NIT,1218
2003,NIT,1227
2003,NIT,1234
2003,NIT,1235
2003,NIT,1245
2003,NIT,1278
2003,NIT,1305
2003,NIT,1314
2003,NIT,1326
2003,NIT,1344
2003,NIT,1348
2003,NIT,1350
2003,NIT,1361
2003,NIT,1364
2003,NIT,1371
2003,NIT,1373
2003,NIT,1385
2003,NIT,1387
2003,NIT,1396
2003,NIT,1397
2003,NIT,1403
2003,NIT,1412
2003,NIT,1418
2003,NIT,1424
2003,NIT,1434
2003,NIT,1437
2003,NIT,1438
2003,NIT,1444
2003,NIT,1455
2003,NIT,1461
