Season,DayNum,team_1,team_2,team_1_won,team_1_Season,team_1_TeamID,team_1_FGM,team_1_FGA,team_1_FGM2,team_1_FGA2,team_1_FGM3,team_1_FGA3,team_1_FTM,team_1_FTA,team_1_OR,team_1_DR,team_1_Ast,team_1_TO,team_1_Stl,team_1_Blk,team_1_PF,team_1_FGM_A,team_1_FGA_A,team_1_FGM2_A,team_1_FGA2_A,team_1_FGM3_A,team_1_FGA3_A,team_1_FTM_A,team_1_FTA_A,team_1_OR_A,team_1_DR_A,team_1_Ast_A,team_1_TO_A,team_1_Stl_A,team_1_Blk_A,team_1_PF_A,team_1_BIH,team_1_COL,team_1_DOL,team_1_DUN,team_1_MAS,team_1_MOR,team_1_POM,team_1_RPI,team_1_RTH,team_1_SEL,team_1_WLK,team_1_WOL,team_2_Season,team_2_TeamID,team_2_FGM,team_2_FGA,team_2_FGM2,team_2_FGA2,team_2_FGM3,team_2_FGA3,team_2_FTM,team_2_FTA,team_2_OR,team_2_DR,team_2_Ast,team_2_TO,team_2_Stl,team_2_Blk,team_2_PF,team_2_FGM_A,team_2_FGA_A,team_2_FGM2_A,team_2_FGA2_A,team_2_FGM3_A,team_2_FGA3_A,team_2_FTM_A,team_2_FTA_A,team_2_OR_A,team_2_DR_A,team_2_Ast_A,team_2_TO_A,team_2_Stl_A,team_2_Blk_A,team_2_PF_A,team_2_BIH,team_2_COL,team_2_DOL,team_2_DUN,team_2_MAS,team_2_MOR,team_2_POM,team_2_RPI,team_2_RTH,team_2_SEL,team_2_WLK,team_2_WOL
2003,10,1104,1328,1,2003.0,1104.0,24.04,57.18,17.68,37.32,6.36,19.86,14.86,20.93,13.57,23.93,12.11,13.29,6.61,3.79,18.04,23.25,55.5,16.89,36.36,6.36,19.14,12.14,17.14,10.89,22.64,11.68,13.86,5.54,3.18,19.25,19.133333333333333,38.714285714285715,31.571428571428573,34.5,25.2,22.8,26.533333333333335,21.733333333333334,24.181818181818183,22.933333333333334,24.4,26.272727272727273,2003.0,1328.0,25.27,56.53,17.8,37.57,7.47,18.97,13.17,18.6,12.13,24.97,14.17,11.8,6.93,3.77,18.6,21.6,53.37,17.17,39.8,4.43,13.57,12.53,18.63,10.4,22.4,10.47,13.7,5.17,2.67,17.53,24.333333333333332,9.142857142857142,9.142857142857142,10.5,17.4,6.2,15.733333333333333,18.866666666666667,13.909090909090908,19.666666666666668,22.866666666666667,14.454545454545455
2003,10,1272,1393,1,2003.0,1272.0,26.28,60.0,19.28,39.93,7.0,20.07,14.97,22.9,14.07,25.97,16.62,13.79,7.38,5.07,18.76,23.28,57.86,17.38,39.55,5.9,18.31,13.38,20.72,12.34,23.59,13.31,15.07,7.28,3.17,19.93,45.06666666666667,29.714285714285715,40.142857142857146,39.92857142857143,44.06666666666667,38.13333333333333,46.333333333333336,40.53333333333333,32.90909090909091,38.53333333333333,48.13333333333333,31.818181818181817,2003.0,1393.0,29.24,62.21,24.0,46.34,5.24,15.86,16.38,23.62,14.31,26.9,14.97,13.62,8.31,7.28,16.59,25.21,64.62,18.28,42.03,6.93,22.59,12.55,18.9,15.79,22.28,15.9,14.45,6.62,3.14,19.72,36.4,16.857142857142858,9.714285714285714,22.714285714285715,21.0,30.6,19.0,39.2,13.727272727272727,35.0,32.53333333333333,15.181818181818182
2003,11,1266,1437,1,2003.0,1266.0,27.21,56.25,21.43,41.0,5.79,15.25,18.18,23.61,13.11,24.07,16.32,13.57,6.0,3.64,18.64,23.82,58.68,17.11,38.18,6.71,20.5,13.32,19.14,12.68,18.57,12.96,12.5,6.46,2.46,20.75,19.933333333333334,7.571428571428571,8.428571428571429,26.5,14.533333333333333,30.533333333333335,15.8,26.133333333333333,17.272727272727273,19.066666666666666,17.066666666666666,16.90909090909091,2003.0,1437.0,24.83,59.07,18.17,39.97,6.67,19.1,15.87,22.27,14.7,23.7,13.07,16.03,7.5,3.4,20.9,23.33,54.4,16.07,35.03,7.27,19.37,16.17,23.4,11.4,22.9,13.9,16.97,7.33,3.7,21.0,66.13333333333334,68.14285714285714,61.714285714285715,80.42857142857143,58.06666666666667,48.0,50.266666666666666,49.733333333333334,56.54545454545455,60.666666666666664,52.13333333333333,66.0
2003,11,1296,1457,1,2003.0,1296.0,24.35,53.06,18.06,36.65,6.29,16.42,14.61,22.39,13.0,22.65,12.68,17.0,7.61,3.61,19.81,23.52,53.45,16.74,33.42,6.77,20.03,16.0,22.68,11.19,20.1,13.29,14.45,8.84,3.06,19.65,147.93333333333334,114.0,116.42857142857143,124.14285714285714,149.33333333333334,152.26666666666668,152.26666666666668,141.4,137.27272727272728,136.93333333333334,145.86666666666667,133.72727272727272,2003.0,1457.0,24.32,56.29,17.25,36.18,7.07,20.11,13.71,21.57,12.04,23.96,12.61,14.64,7.61,5.39,19.64,22.86,55.32,16.46,37.68,6.39,17.64,14.29,21.32,12.21,23.82,12.46,15.64,6.54,3.04,19.18,205.33333333333334,159.42857142857142,203.28571428571428,237.21428571428572,219.4,226.93333333333334,235.66666666666666,214.4,222.27272727272728,210.26666666666668,203.8,194.54545454545453
2003,11,1208,1400,0,2003.0,1208.0,28.52,61.44,21.81,43.81,6.7,17.63,15.44,21.63,12.81,24.59,17.93,11.56,7.63,4.37,17.19,26.52,61.0,19.74,40.96,6.78,20.04,13.37,19.07,12.93,23.74,14.48,13.44,6.04,3.15,18.89,29.333333333333332,14.428571428571429,15.142857142857142,14.642857142857142,21.6,15.6,14.8,10.066666666666666,13.909090909090908,26.6,21.8,15.454545454545455,2003.0,1400.0,28.0,62.43,22.14,45.64,5.86,16.79,17.0,23.79,16.18,26.14,14.5,13.43,6.39,3.86,20.36,24.36,59.21,18.25,41.57,6.11,17.64,13.86,21.04,12.93,22.0,11.21,14.18,6.96,3.14,20.46,10.6,6.285714285714286,7.428571428571429,13.857142857142858,9.866666666666667,12.666666666666666,7.733333333333333,8.066666666666666,8.454545454545455,11.666666666666666,10.533333333333333,9.181818181818182
2003,11,1186,1458,0,2003.0,1186.0,23.9,51.21,19.21,37.86,4.69,13.34,17.48,23.83,9.38,22.86,14.79,17.03,7.69,2.72,21.48,22.83,53.0,17.62,37.34,5.21,15.66,15.41,22.72,10.66,21.45,10.9,16.97,8.34,2.48,21.52,103.2,107.28571428571429,128.14285714285714,130.42857142857142,109.53333333333333,148.13333333333333,113.66666666666667,94.86666666666666,118.81818181818181,108.73333333333333,106.66666666666667,114.63636363636364,2003.0,1458.0,25.03,53.9,18.79,36.52,6.24,17.38,14.41,19.45,10.31,22.55,13.31,10.52,6.97,2.83,14.83,22.21,51.59,17.14,36.66,5.07,14.93,9.21,12.62,8.21,21.69,11.17,13.97,4.66,2.66,18.97,30.733333333333334,21.142857142857142,26.285714285714285,46.285714285714285,23.533333333333335,22.933333333333334,17.8,27.333333333333332,21.545454545454547,22.8,24.066666666666666,25.727272727272727
2003,12,1161,1236,1,2003.0,1161.0,26.4,52.1,22.2,40.53,4.2,11.57,17.0,24.27,10.8,23.47,15.5,16.13,5.33,4.23,20.57,25.83,57.47,20.2,41.13,5.63,16.33,15.37,22.33,12.0,19.07,13.23,12.23,9.03,3.07,21.3,95.4,95.57142857142857,114.28571428571429,99.71428571428571,100.46666666666667,101.6,95.8,98.93333333333334,85.27272727272727,86.73333333333333,107.86666666666666,87.0909090909091,2003.0,1236.0,23.38,54.9,16.52,34.38,6.86,20.52,14.55,20.76,9.17,23.28,13.55,15.86,8.0,3.03,19.55,27.45,58.41,21.17,41.34,6.28,17.07,15.17,22.38,11.38,25.48,14.97,14.59,7.93,2.31,18.86,278.46666666666664,274.7142857142857,280.7142857142857,257.92857142857144,279.0,277.6,287.2,271.26666666666665,287.6363636363636,274.73333333333335,288.06666666666666,290.1818181818182
2003,12,1186,1457,1,2003.0,1186.0,23.9,51.21,19.21,37.86,4.69,13.34,17.48,23.83,9.38,22.86,14.79,17.03,7.69,2.72,21.48,22.83,53.0,17.62,37.34,5.21,15.66,15.41,22.72,10.66,21.45,10.9,16.97,8.34,2.48,21.52,103.2,107.28571428571429,128.14285714285714,130.42857142857142,109.53333333333333,148.13333333333333,113.66666666666667,94.86666666666666,118.81818181818181,108.73333333333333,106.66666666666667,114.63636363636364,2003.0,1457.0,24.32,56.29,17.25,36.18,7.07,20.11,13.71,21.57,12.04,23.96,12.61,14.64,7.61,5.39,19.64,22.86,55.32,16.46,37.68,6.39,17.64,14.29,21.32,12.21,23.82,12.46,15.64,6.54,3.04,19.18,205.33333333333334,159.42857142857142,203.28571428571428,237.21428571428572,219.4,226.93333333333334,235.66666666666666,214.4,222.27272727272728,210.26666666666668,203.8,194.54545454545453
2003,12,1156,1194,0,2003.0,1156.0,22.9,51.33,17.0,35.43,5.9,15.9,13.93,21.13,10.43,21.0,13.53,17.23,7.07,4.43,19.47,26.4,57.0,19.97,40.67,6.43,16.33,13.97,20.53,12.83,22.0,15.33,14.47,8.37,2.83,20.0,217.2,254.71428571428572,251.57142857142858,233.28571428571428,225.8,199.4,226.06666666666666,228.33333333333334,220.54545454545453,216.53333333333333,233.4,231.54545454545453,2003.0,1194.0,25.15,64.04,18.67,44.7,6.48,19.33,12.3,18.41,14.37,21.56,12.22,16.63,9.07,3.48,23.33,25.19,55.33,19.15,37.89,6.04,17.44,21.04,28.78,12.52,27.37,14.93,18.56,8.19,5.11,17.52,260.6666666666667,290.57142857142856,284.57142857142856,272.0,261.6666666666667,261.06666666666666,278.53333333333336,256.53333333333336,276.6363636363636,260.8,261.3333333333333,276.72727272727275
2003,12,1296,1458,0,2003.0,1296.0,24.35,53.06,18.06,36.65,6.29,16.42,14.61,22.39,13.0,22.65,12.68,17.0,7.61,3.61,19.81,23.52,53.45,16.74,33.42,6.77,20.03,16.0,22.68,11.19,20.1,13.29,14.45,8.84,3.06,19.65,147.93333333333334,114.0,116.42857142857143,124.14285714285714,149.33333333333334,152.26666666666668,152.26666666666668,141.4,137.27272727272728,136.93333333333334,145.86666666666667,133.72727272727272,2003.0,1458.0,25.03,53.9,18.79,36.52,6.24,17.38,14.41,19.45,10.31,22.55,13.31,10.52,6.97,2.83,14.83,22.21,51.59,17.14,36.66,5.07,14.93,9.21,12.62,8.21,21.69,11.17,13.97,4.66,2.66,18.97,30.733333333333334,21.142857142857142,26.285714285714285,46.285714285714285,23.533333333333335,22.933333333333334,17.8,27.333333333333332,21.545454545454547,22.8,24.066666666666666,25.727272727272727
