Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
2003,134,1421,92,1411,84,N,1
2003,136,1112,80,1436,51,N,0
2003,136,1113,84,1272,71,N,0
2003,136,1141,79,1166,73,N,0
2003,136,1143,76,1301,74,N,1
2003,136,1163,58,1140,53,N,0
2003,136,1181,67,1161,57,N,0
2003,136,1211,74,1153,69,N,0
2003,136,1228,65,1443,60,N,0
2003,136,1242,64,1429,61,N,0
2003,136,1266,72,1221,68,N,0
2003,136,1281,72,1356,71,N,0
2003,136,1323,70,1454,69,N,0
2003,136,1328,71,1354,54,N,0
2003,136,1390,77,1360,69,N,0
2003,136,1409,84,1173,71,N,0
2003,136,1458,81,1451,74,N,0
2003,137,1120,65,1386,63,N,1
2003,137,1139,47,1280,46,N,0
2003,137,1196,85,1358,55,N,0
2003,137,1231,67,1104,62,N,0
2003,137,1246,95,1237,64,N,0
2003,137,1257,86,1122,64,N,0
2003,137,1268,75,1423,73,N,0
2003,137,1277,79,1160,64,N,0
2003,137,1329,77,1335,63,N,0
2003,137,1338,87,1447,61,N,0
2003,137,1345,80,1261,56,N,0
2003,137,1393,76,1264,65,N,0
2003,137,1400,82,1421,61,N,0
2003,137,1428,60,1332,58,N,0
2003,137,1448,76,1190,73,N,0
2003,137,1462,71,1407,59,N,0
2003,138,1112,96,1211,95,N,2
2003,138,1163,85,1390,74,N,0
2003,138,1181,86,1141,60,N,0
2003,138,1242,108,1113,76,N,0
2003,138,1266,101,1281,92,N,1
2003,138,1323,68,1228,60,N,0
2003,138,1328,74,1143,65,N,0
2003,138,1458,61,1409,60,N,0
2003,139,1120,68,1448,62,N,0
2003,139,1139,79,1257,71,N,0
2003,139,1246,74,1428,54,N,0
2003,139,1268,77,1462,64,N,0
2003,139,1277,68,1196,46,N,0
2003,139,1338,74,1231,52,N,0
2003,139,1393,68,1329,56,N,0
2003,139,1400,77,1345,67,N,0
2003,143,1112,88,1323,71,N,0
2003,143,1242,69,1181,65,N,0
2003,143,1246,63,1458,57,N,0
2003,143,1266,77,1338,74,N,0
2003,144,1277,60,1268,58,N,0
2003,144,1328,65,1139,54,N,0
2003,144,1393,79,1120,78,N,0
2003,144,1400,82,1163,78,N,0
2003,145,1242,78,1112,75,N,0
2003,145,1266,83,1246,69,N,0
2003,146,1393,63,1328,47,N,0
2003,146,1400,85,1277,76,N,0
2003,152,1242,94,1266,61,N,0
2003,152,1393,95,1400,84,N,0
2003,154,1393,81,1242,78,N,0
