Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
2007,138,3113,57,3415,50,H,0
2007,138,3199,85,3330,75,A,0
2007,138,3203,76,3129,67,H,0
2007,138,3208,53,3125,36,H,0
2007,138,3210,55,3177,54,H,0
2007,138,3235,79,3449,60,H,0
2007,138,3257,80,3140,54,H,0
2007,138,3261,77,3421,39,H,0
2007,138,3265,67,3326,63,A,0
2007,138,3266,87,3418,58,H,0
2007,138,3292,85,3211,46,H,0
2007,138,3328,74,3369,60,H,0
2007,138,3345,63,3331,42,H,0
2007,138,3390,96,3226,58,H,0
2007,138,3401,58,3426,50,H,0
2007,138,3452,65,3462,52,A,0
2007,139,3124,68,3151,55,H,0
2007,139,3132,70,3329,66,H,0
2007,139,3163,82,3420,33,H,0
2007,139,3181,81,3221,44,H,0
2007,139,3268,89,3217,65,H,0
2007,139,3277,69,3174,58,H,0
2007,139,3279,88,3395,74,H,0
2007,139,3301,84,3352,52,H,0
2007,139,3314,95,3341,38,H,0
2007,139,3323,62,3143,59,A,0
2007,139,3338,71,3241,61,H,0
2007,139,3353,77,3187,34,H,0
2007,139,3396,64,3304,61,H,0
2007,139,3397,76,3179,37,H,0
2007,139,3435,62,3175,47,H,0
2007,139,3453,59,3307,52,A,0
2007,140,3113,67,3257,58,H,0
2007,140,3199,68,3390,61,A,0
2007,140,3203,59,3401,47,A,0
2007,140,3208,76,3235,56,H,0
2007,140,3261,49,3452,43,H,0
2007,140,3265,73,3292,59,A,0
2007,140,3328,78,3266,47,H,0
2007,140,3345,76,3210,63,H,0
2007,141,3132,59,3435,56,A,0
2007,141,3163,94,3453,70,H,0
2007,141,3181,62,3396,52,H,0
2007,141,3279,89,3268,78,A,0
2007,141,3301,78,3124,72,H,1
2007,141,3314,60,3323,51,H,0
2007,141,3353,70,3277,57,A,0
2007,141,3397,68,3338,54,A,0
2007,145,3113,67,3132,49,N,0
2007,145,3163,78,3301,71,N,0
2007,145,3261,55,3199,43,N,0
2007,145,3353,53,3181,52,N,0
2007,146,3279,90,3328,82,N,0
2007,146,3314,70,3203,56,N,0
2007,146,3345,78,3208,65,N,0
2007,146,3397,65,3265,46,N,0
2007,147,3261,73,3163,50,N,0
2007,147,3353,64,3113,45,N,0
2007,148,3314,84,3345,72,N,0
2007,148,3397,98,3279,62,N,0
2007,153,3353,59,3261,35,N,0
2007,153,3397,56,3314,50,N,0
2007,155,3397,59,3353,46,N,0
