Season,SecondaryTourney,TeamID
2004,NIT,1122
2004,NIT,1125
2004,NIT,1129
2004,NIT,1131
2004,NIT,1160
2004,NIT,1166
2004,NIT,1180
2004,NIT,1199
2004,NIT,1203
2004,NIT,1206
2004,NIT,1208
2004,NIT,1218
2004,NIT,1234
2004,NIT,1235
2004,NIT,1245
2004,NIT,1261
2004,NIT,1266
2004,NIT,1276
2004,NIT,1281
2004,NIT,1304
2004,NIT,1310
2004,NIT,1323
2004,NIT,1328
2004,NIT,1332
2004,NIT,1345
2004,NIT,1348
2004,NIT,1349
2004,NIT,1353
2004,NIT,1387
2004,NIT,1396
2004,NIT,1397
2004,NIT,1405
2004,NIT,1407
2004,NIT,1424
2004,NIT,1429
2004,NIT,1437
2004,NIT,1438
2004,NIT,1452
2004,NIT,1454
2004,NIT,1455
