Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2004,10,1266,52,1385,45,A,0,16,54,6,19,14,16,12,31,11,20,9,2,18,16,51,2,12,11,22,11,25,3,18,14,7,17
2004,10,1448,85,1272,76,N,0,26,65,8,19,25,37,17,30,12,12,10,1,26,27,68,10,29,12,29,19,30,11,16,3,5,27
2004,11,1338,71,1104,62,N,0,23,57,4,20,21,33,19,24,11,11,2,2,21,22,57,3,14,15,23,15,23,8,12,4,4,27
2004,11,1386,73,1211,66,N,0,26,62,12,25,9,11,10,22,17,11,8,8,15,24,66,6,15,12,14,21,26,12,15,7,1,15
2004,12,1227,77,1414,65,N,0,27,59,7,16,16,25,11,20,15,12,9,5,23,23,52,8,16,11,17,13,24,12,24,7,2,26
2004,12,1273,67,1325,64,N,0,19,48,9,22,20,31,9,30,13,20,4,5,21,23,63,6,21,12,21,12,23,16,12,10,2,24
2004,12,1324,93,1360,68,N,0,36,87,12,34,9,14,16,30,24,13,14,6,25,24,62,4,19,16,23,10,40,16,29,5,1,15
2004,12,1462,62,1164,37,H,0,18,49,11,23,15,29,9,31,15,11,7,9,12,15,59,3,14,4,8,13,27,7,15,7,3,21
2004,13,1306,94,1291,68,H,0,29,57,8,18,28,41,19,31,19,14,5,5,16,28,72,7,19,5,10,17,19,8,9,6,2,29
2004,13,1324,79,1227,66,N,0,29,65,5,17,16,23,17,19,12,16,12,5,22,26,57,3,9,11,19,13,19,17,22,11,2,22
2004,13,1325,51,1164,47,N,0,17,44,4,13,13,17,11,24,12,17,4,0,12,19,58,5,20,4,4,15,19,13,13,10,5,17
2004,13,1414,65,1360,60,N,0,24,52,6,19,11,16,6,24,20,17,9,4,25,19,47,7,16,15,20,7,25,12,21,4,0,17
2004,13,1462,72,1273,58,H,0,27,58,6,14,12,21,12,21,14,9,11,4,12,24,61,5,15,5,6,15,23,16,16,1,6,20
2004,14,1120,66,1158,62,H,0,23,59,1,14,19,25,17,23,14,12,7,7,18,22,53,8,22,10,16,10,18,10,13,5,1,23
2004,14,1163,70,1463,60,H,0,26,55,8,17,10,19,12,27,21,9,5,7,13,25,59,5,14,5,8,9,23,14,9,4,1,20
2004,14,1164,76,1360,62,N,0,30,62,5,16,11,16,16,23,22,11,9,4,20,20,49,5,19,17,20,8,19,16,17,3,4,17
2004,14,1225,84,1189,60,N,0,28,65,6,18,22,27,19,28,18,15,7,1,17,22,57,6,19,10,21,10,20,14,14,11,4,24
2004,14,1227,75,1273,64,N,0,29,70,7,20,10,14,17,24,16,8,8,5,13,21,51,10,21,12,16,8,23,17,16,3,5,16
2004,14,1278,78,1282,67,H,0,30,64,4,13,14,17,17,30,18,15,9,7,18,24,66,11,33,8,12,16,20,13,16,5,4,18
2004,14,1283,82,1442,71,H,0,29,63,5,14,19,29,17,29,16,14,10,2,16,27,65,8,24,9,10,9,21,17,12,5,2,23
2004,14,1305,69,1436,49,H,0,28,60,5,12,8,17,15,26,20,13,9,4,17,18,48,4,13,9,13,7,21,15,18,7,0,19
2004,14,1350,62,1290,46,H,0,19,64,2,10,22,34,20,33,9,15,10,4,17,16,64,2,22,12,17,17,31,5,19,9,6,29
2004,14,1362,73,1404,62,N,0,27,57,1,8,18,31,15,34,14,19,9,3,18,23,71,7,27,9,15,19,22,10,17,13,5,26
2004,14,1376,83,1205,74,H,0,26,71,12,26,19,32,19,30,21,14,13,6,18,31,74,5,26,7,11,17,33,21,20,9,1,23
2004,14,1400,89,1135,51,H,0,33,77,6,21,17,28,24,38,12,13,8,0,18,19,63,4,22,9,13,9,24,8,20,7,4,22
2004,14,1414,63,1325,60,N,0,17,37,8,13,21,28,9,24,13,23,4,4,20,18,60,6,17,18,21,18,15,8,14,13,2,25
2004,14,1428,46,1209,38,H,0,19,44,0,8,8,13,14,19,13,21,9,5,11,15,49,3,13,5,8,15,14,9,20,10,6,16
2004,14,1462,76,1324,66,H,0,25,73,4,17,22,30,26,30,9,13,8,5,17,26,67,2,15,12,15,12,24,7,13,8,9,22
2004,15,1205,68,1189,65,N,0,24,58,7,22,13,19,13,26,18,20,7,3,19,26,65,3,21,10,17,16,24,13,19,10,3,16
2004,15,1210,79,1418,45,H,0,34,64,7,19,4,10,16,29,21,16,8,4,17,15,55,5,20,10,19,13,16,5,19,8,2,9
2004,15,1220,79,1265,74,A,0,30,58,10,20,9,19,13,24,18,11,6,5,25,24,54,10,24,16,24,12,21,17,12,4,1,19
2004,15,1269,80,1383,58,H,0,27,50,6,10,20,29,11,38,17,25,9,9,11,22,71,11,32,3,6,14,16,12,16,11,4,22
2004,15,1283,63,1362,42,H,0,18,42,7,18,20,28,12,18,13,15,9,7,15,17,47,1,10,7,10,13,14,6,17,11,1,21
2004,15,1290,72,1291,71,N,1,27,60,6,19,12,20,16,21,10,13,8,2,24,23,64,6,24,19,29,25,21,12,17,3,1,21
2004,15,1350,63,1306,49,H,0,22,56,5,20,14,18,18,22,15,12,8,6,13,20,50,7,17,2,5,9,19,10,17,5,1,18
2004,15,1376,76,1225,66,H,0,29,68,7,19,11,18,10,26,13,11,10,5,17,21,56,9,15,15,19,10,31,14,21,4,1,20
2004,15,1403,89,1172,58,H,0,35,71,7,15,12,16,12,26,18,13,18,5,20,20,54,7,24,11,16,11,28,18,26,7,0,19
