Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2004,133,1266,87,1405,72,H,0,NIT
2004,134,1276,65,1281,64,H,0,NIT
2004,134,1304,71,1166,70,A,0,NIT
2004,134,1387,70,1234,69,H,0,NIT
2004,135,1122,65,1125,59,H,0,NIT
2004,135,1129,84,1424,69,H,0,NIT
2004,135,1199,91,1455,84,A,0,NIT
2004,135,1206,58,1397,55,H,0,NIT
2004,135,1218,85,1429,74,A,0,NIT
2004,135,1235,82,1208,74,H,0,NIT
2004,135,1310,87,1407,83,H,0,NIT
2004,135,1323,71,1345,59,H,0,NIT
2004,135,1328,70,1261,61,H,0,NIT
2004,135,1332,77,1160,72,H,0,NIT
2004,135,1348,80,1131,52,H,0,NIT
2004,135,1353,76,1396,71,H,0,NIT
2004,135,1437,85,1180,70,H,0,NIT
2004,135,1438,79,1203,66,H,0,NIT
2004,135,1452,65,1245,54,A,0,NIT
2004,135,1454,91,1349,63,H,0,NIT
2004,137,1206,66,1122,60,H,0,NIT
2004,137,1304,78,1310,70,H,0,NIT
2004,137,1452,79,1348,72,H,0,NIT
2004,138,1129,73,1454,70,H,0,NIT
2004,138,1437,73,1438,63,H,0,NIT
2004,140,1218,84,1304,83,H,0,NIT
2004,140,1276,63,1328,52,H,0,NIT
2004,140,1323,77,1387,66,N,0,NIT
2004,140,1353,67,1452,64,H,0,NIT
2004,141,1235,62,1199,59,A,0,NIT
2004,141,1266,66,1129,53,H,0,NIT
2004,141,1332,68,1206,54,H,0,NIT
2004,142,1276,88,1218,73,H,0,NIT
2004,142,1353,72,1437,60,H,0,NIT
2004,143,1235,77,1266,69,H,0,NIT
2004,143,1332,65,1323,61,A,0,NIT
2004,148,1276,78,1332,53,N,0,NIT
2004,148,1353,84,1235,81,N,0,NIT
2004,150,1276,62,1353,55,N,0,NIT
