TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA
1102,20.29,42.04,11.82,19.82,8.46,22.21,11.14,15.71,6.14,15.36,13.25,10.79,7.79,2.36,16.64,18.14,40.36,14.96,29.29,3.18,11.07,10.96,15.32,9.29,18.54,8.32,16.43,4.46,1.75,18.11
1103,24.86,53.29,18.68,36.25,6.18,17.04,15.86,24.57,11.21,22.36,15.11,14.61,7.39,2.54,19.46,25.82,58.93,19.36,39.96,6.46,18.96,14.04,20.46,13.57,21.89,14.75,13.54,6.75,2.89,20.64
1104,24.9,55.0,17.76,36.38,7.14,18.62,15.28,21.86,11.31,24.0,11.86,13.28,6.45,3.1,18.34,23.28,55.93,16.0,35.07,7.28,20.86,13.62,19.48,11.52,22.1,11.34,13.45,5.0,3.41,20.17
1105,23.62,57.9,17.41,38.34,6.21,19.55,16.34,23.72,12.52,23.97,12.34,16.17,7.21,2.55,21.52,25.21,57.76,19.03,39.24,6.17,18.52,16.79,25.0,12.93,25.83,15.0,16.07,7.24,2.59,20.69
1106,20.57,48.73,15.03,32.17,5.53,16.57,14.77,22.47,11.7,22.77,10.27,17.2,7.07,3.13,18.7,21.17,51.97,15.43,35.67,5.73,16.3,12.53,20.03,11.33,20.03,11.63,15.33,8.03,3.07,19.93
1107,21.36,53.32,16.54,37.07,4.82,16.25,10.36,14.04,10.21,22.5,11.21,15.75,6.71,2.25,16.93,23.57,56.07,17.18,36.82,6.39,19.25,12.21,17.43,13.21,23.36,13.86,14.21,8.25,4.0,16.43
1108,22.28,52.41,16.69,36.52,5.59,15.9,13.83,20.41,11.34,21.83,11.34,19.31,6.17,2.14,19.45,26.03,56.97,20.41,41.52,5.62,15.45,14.66,21.83,12.28,21.24,14.31,14.62,10.24,2.97,18.38
1110,23.42,53.0,16.77,34.94,6.65,18.06,14.0,20.71,11.0,23.42,13.26,14.23,7.74,2.32,18.19,22.35,52.94,14.71,33.23,7.65,19.71,12.68,18.23,9.84,21.81,12.9,14.39,5.68,3.03,18.19
1111,25.24,61.93,18.59,41.52,6.66,20.41,11.79,18.41,13.34,21.07,14.31,16.62,10.38,4.45,20.38,25.59,56.24,20.14,39.38,5.45,16.86,16.97,22.86,12.59,26.59,15.52,19.31,8.28,3.72,17.69
1112,31.52,65.0,24.14,45.79,7.38,19.21,17.1,21.76,13.9,25.69,18.9,14.97,6.97,4.55,16.07,28.9,65.62,20.79,43.24,8.1,22.38,12.52,17.76,13.59,21.66,17.45,15.62,7.24,2.14,19.45
1113,23.93,55.48,17.96,37.78,5.96,17.7,20.26,27.56,12.11,23.48,15.78,15.11,5.56,3.19,20.93,26.59,59.04,20.15,41.0,6.44,18.04,16.96,24.07,12.74,22.93,17.22,14.07,7.15,3.3,23.56
1114,22.96,52.73,17.96,37.19,5.0,15.54,18.96,26.5,12.69,22.85,11.54,15.62,6.15,3.08,20.73,22.27,52.88,15.81,34.27,6.46,18.62,15.92,22.58,11.65,20.88,11.12,16.54,6.31,3.19,22.31
1115,18.93,55.0,13.89,36.96,5.04,18.04,9.33,14.63,10.81,23.85,9.96,19.22,5.52,2.44,21.04,24.85,59.07,19.22,40.7,5.63,18.37,19.04,27.33,15.0,28.56,13.89,13.56,9.85,3.04,15.93
