Season,TeamID,ConfAbbrev
2004,1102,mwc
2004,1103,mac
2004,1104,sec
2004,1105,swac
2004,1106,swac
2004,1107,aec
2004,1108,swac
2004,1110,patriot
2004,1111,southern
2004,1112,pac_ten
2004,1113,pac_ten
2004,1114,sun_belt
2004,1115,swac
2004,1116,sec
2004,1117,sun_belt
2004,1119,patriot
2004,1120,sec
2004,1122,ovc
2004,1123,mac
2004,1124,big_twelve
2004,1125,a_sun
2004,1126,meac
2004,1127,aec
2004,1128,big_south
2004,1129,wac
2004,1130,big_east
2004,1131,aec
2004,1132,mac
2004,1133,mvc
2004,1135,ivy
2004,1137,patriot
2004,1138,mac
2004,1139,horizon
2004,1140,mwc
2004,1141,mac
2004,1142,big_west
2004,1143,pac_ten
2004,1144,a_sun
2004,1145,maac
2004,1147,mid_cont
2004,1148,nec
2004,1149,big_south
2004,1150,cusa
2004,1151,southern
2004,1152,mid_cont
2004,1153,cusa
2004,1154,southern
2004,1155,acc
2004,1156,horizon
2004,1157,big_south
2004,1158,southern
2004,1159,patriot
2004,1160,big_twelve
2004,1161,mwc
2004,1162,ivy
2004,1163,big_east
2004,1164,meac
2004,1165,ivy
2004,1166,mvc
2004,1168,big_west
2004,1169,big_west
2004,1170,big_sky
2004,1171,ivy
2004,1172,southern
2004,1173,a_ten
2004,1174,caa
2004,1175,meac
2004,1176,sun_belt
2004,1177,cusa
2004,1178,horizon
2004,1179,mvc
2004,1180,caa
2004,1181,acc
2004,1182,a_ten
2004,1183,ovc
2004,1184,ovc
2004,1185,mac
2004,1186,big_sky
2004,1187,cusa
2004,1189,southern
2004,1190,southern
2004,1191,mvc
2004,1192,nec
2004,1193,maac
2004,1194,a_sun
2004,1196,sec
2004,1197,meac
2004,1198,sun_belt
2004,1199,acc
2004,1200,a_ten
2004,1201,wac
2004,1202,southern
2004,1203,a_ten
2004,1204,southern
2004,1205,a_sun
2004,1206,caa
2004,1207,big_east
2004,1208,sec
2004,1209,a_sun
2004,1210,acc
2004,1211,wcc
2004,1212,swac
2004,1214,meac
2004,1216,aec
2004,1217,ivy
2004,1218,wac
2004,1219,big_south
2004,1220,caa
2004,1221,patriot
2004,1222,cusa
2004,1224,meac
2004,1225,big_west
2004,1226,big_sky
2004,1227,horizon
2004,1228,big_ten
2004,1229,mvc
2004,1231,big_ten
2004,1232,mvc
2004,1233,maac
2004,1234,big_ten
2004,1235,big_twelve
2004,1236,ind
2004,1237,mid_cont
2004,1238,swac
2004,1239,a_sun
2004,1240,ovc
2004,1241,caa
2004,1242,big_twelve
2004,1243,big_twelve
2004,1245,mac
2004,1246,sec
2004,1247,a_ten
2004,1248,patriot
2004,1249,southland
2004,1250,patriot
2004,1251,big_south
2004,1252,a_sun
2004,1253,big_west
2004,1254,nec
2004,1256,wac
2004,1257,cusa
2004,1258,wcc
2004,1259,maac
2004,1260,horizon
2004,1261,sec
2004,1263,aec
2004,1264,maac
2004,1265,maac
2004,1266,cusa
2004,1267,mac
2004,1268,acc
2004,1269,a_ten
2004,1270,southland
2004,1271,meac
2004,1272,cusa
2004,1273,a_sun
2004,1274,big_east
2004,1275,mac
2004,1276,big_ten
2004,1277,big_ten
2004,1278,big_ten
2004,1279,sec
2004,1280,sec
2004,1281,big_twelve
2004,1282,mid_cont
2004,1283,mvc
2004,1284,nec
2004,1285,big_sky
2004,1286,big_sky
2004,1287,ovc
2004,1288,meac
2004,1290,swac
2004,1291,nec
2004,1292,sun_belt
2004,1293,ovc
2004,1296,mac
2004,1298,patriot
2004,1299,meac
2004,1301,acc
2004,1304,big_twelve
2004,1305,wac
2004,1306,aec
2004,1307,mwc
2004,1308,sun_belt
2004,1309,sun_belt
2004,1310,maac
2004,1311,southland
2004,1313,meac
2004,1314,acc
2004,1317,sun_belt
2004,1318,aec
2004,1319,big_sky
2004,1320,mvc
2004,1321,big_ten
2004,1322,southland
2004,1323,big_east
2004,1324,mid_cont
2004,1325,mac
2004,1326,big_ten
2004,1328,big_twelve
2004,1329,big_twelve
2004,1330,caa
2004,1331,mid_cont
2004,1332,pac_ten
2004,1333,pac_ten
2004,1334,big_west
2004,1335,ivy
2004,1336,big_ten
2004,1337,wcc
2004,1338,big_east
2004,1339,wcc
2004,1340,big_sky
2004,1341,swac
2004,1343,ivy
2004,1344,big_east
2004,1345,big_ten
2004,1346,nec
2004,1347,big_south
2004,1348,a_ten
2004,1349,wac
2004,1350,a_ten
2004,1351,maac
2004,1352,nec
2004,1353,big_east
2004,1354,meac
2004,1356,mvc
2004,1357,nec
2004,1358,southland
2004,1359,ovc
2004,1360,wcc
2004,1361,mwc
2004,1362,wcc
2004,1363,wac
2004,1364,big_west
2004,1365,wcc
2004,1366,ind
2004,1368,southland
2004,1369,ovc
2004,1371,big_east
2004,1372,southland
2004,1373,maac
2004,1374,wac
2004,1375,sun_belt
2004,1376,sec
2004,1378,cusa
2004,1379,cusa
2004,1380,swac
2004,1381,mid_cont
2004,1382,a_ten
2004,1383,nec
2004,1384,nec
2004,1385,big_east
2004,1386,a_ten
2004,1387,cusa
2004,1388,wcc
2004,1389,maac
2004,1390,pac_ten
2004,1391,a_sun
2004,1392,aec
2004,1393,big_east
2004,1394,ind
2004,1395,cusa
2004,1396,a_ten
2004,1397,sec
2004,1398,ovc
2004,1399,ovc
2004,1400,big_twelve
2004,1401,big_twelve
2004,1402,southland
2004,1403,big_twelve
2004,1404,ovc
2004,1405,mac
2004,1406,caa
2004,1407,a_sun
2004,1408,cusa
2004,1409,wac
2004,1410,ind
2004,1411,swac
2004,1412,cusa
2004,1414,big_west
2004,1415,big_west
2004,1416,a_sun
2004,1417,pac_ten
2004,1418,sun_belt
2004,1419,southland
2004,1420,aec
2004,1421,big_south
2004,1422,southern
2004,1423,caa
2004,1424,mwc
2004,1425,pac_ten
2004,1426,southland
2004,1427,southland
2004,1428,mwc
2004,1429,big_west
2004,1431,wac
2004,1433,caa
2004,1434,mid_cont
2004,1435,sec
2004,1436,aec
