Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2012,11,3102,68,3252,59,A,0,23,63,1,4,21,30,16,28,11,16,11,2,23,18,54,4,12,19,31,13,28,10,23,8,3,24
2012,11,3107,59,3200,42,A,0,23,65,3,13,10,13,16,16,9,12,19,4,15,14,39,5,12,9,15,12,25,9,30,8,1,15
2012,11,3110,55,3206,51,A,0,16,53,5,19,18,29,15,29,11,15,6,9,13,21,70,7,15,2,7,21,29,13,13,8,4,22
2012,11,3112,88,3204,46,A,0,31,58,15,24,11,16,13,21,14,19,16,0,17,14,40,2,7,16,23,8,17,9,24,5,0,15
2012,11,3113,66,3415,46,H,0,27,53,3,8,9,15,11,27,17,17,9,6,19,14,48,2,10,16,21,10,18,9,18,13,3,13
2012,11,3114,52,3409,48,H,0,19,52,3,10,11,16,8,28,12,13,8,4,15,17,55,2,9,12,21,16,29,6,16,4,2,18
2012,11,3119,70,3447,46,H,0,28,64,4,12,10,14,13,31,13,18,12,5,16,17,53,5,15,7,12,8,24,8,25,8,2,19
2012,11,3120,77,3273,43,A,0,31,56,0,9,15,24,13,35,23,21,11,5,19,15,55,4,18,9,16,8,19,7,19,10,1,20
2012,11,3122,76,3356,70,H,0,25,57,4,9,22,30,10,31,16,19,12,2,17,24,63,8,26,14,24,13,26,11,19,9,4,24
2012,11,3124,82,3224,28,H,0,31,57,4,16,16,26,12,40,21,14,3,12,16,10,64,1,18,7,12,16,21,7,15,6,2,20
2012,11,3127,52,3291,43,H,0,21,52,4,16,6,14,13,24,9,18,12,1,13,17,50,6,28,3,4,10,24,9,23,9,1,19
2012,11,3130,68,3192,57,H,0,22,72,4,16,20,32,24,26,11,19,14,0,21,16,50,5,21,20,22,8,30,8,33,6,8,23
2012,11,3131,65,3344,62,H,0,23,51,6,15,13,20,7,23,14,18,9,6,13,25,62,4,12,8,12,15,26,15,18,10,5,20
2012,11,3136,76,3159,74,A,0,25,64,7,18,19,29,22,21,12,22,17,1,15,24,51,11,19,15,16,6,22,15,24,7,3,24
2012,11,3137,46,3389,35,H,0,19,52,0,5,8,14,14,29,12,22,9,9,11,15,51,2,8,3,7,7,22,6,20,8,8,17
2012,11,3138,65,3310,54,A,0,24,51,3,10,14,19,10,32,12,18,7,3,16,18,64,5,21,13,16,17,18,8,16,7,3,19
2012,11,3146,58,3231,46,H,0,18,50,10,26,12,19,9,22,12,10,9,1,9,22,54,1,3,1,5,12,28,9,19,5,5,18
