TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,BIH,BOB,BPI,CNG,COL,CPA,CPR,DC,DC2,DCI,DOK,DOL,DUN,GRN,HKB,ISR,JEN,KEL,KLK,KMV,KPK,KRA,LMC,LYN,MAS,MB,MKV,MOR,NOL,PGH,PIG,POM,REI,REW,RPI,RT,RTB,RTH,RTR,SAG,SAU,SE,SPW,STH,STR,TW,WIL,WLK,WOB,WOL
1102,20.0,45.59,14.38,27.48,5.62,18.1,10.0,15.69,6.76,19.86,12.28,12.79,4.83,1.52,17.55,21.45,47.1,14.24,26.28,7.21,20.83,12.86,18.83,8.86,22.21,13.0,11.66,5.93,2.93,16.03,226.55555555555554,204.76923076923077,213.0909090909091,231.1,206.07142857142858,220.0,221.0,255.625,236.33333333333334,238.11111111111111,209.1578947368421,229.42857142857142,214.5,231.78947368421052,216.07142857142858,214.4,239.13333333333333,220.73333333333332,237.46666666666667,223.42857142857142,208.0909090909091,223.33333333333334,257.72727272727275,223.13333333333333,231.78571428571428,206.5,232.07142857142858,255.68421052631578,229.0,204.3684210526316,271.0,232.66666666666666,240.41666666666666,224.1818181818182,237.26666666666668,209.3125,178.125,208.85714285714286,235.86666666666667,221.94736842105263,228.42857142857142,222.27777777777777,232.0,228.58333333333334,232.0,169.41666666666666,206.8,237.6153846153846,231.16666666666666,231.64285714285714
1103,25.09,57.64,18.48,38.12,6.61,19.52,14.24,21.39,13.45,22.7,13.52,13.67,6.24,3.18,19.88,22.79,53.79,17.82,38.52,4.97,15.27,15.91,22.55,11.42,22.24,10.85,14.33,7.06,2.61,19.33,94.77777777777777,104.84615384615384,85.72727272727273,114.3,93.07142857142857,121.0,132.0,89.875,118.22222222222223,95.88888888888889,116.78947368421052,110.71428571428571,118.75,128.42105263157896,112.07142857142857,99.13333333333334,119.6,96.46666666666667,126.73333333333333,93.85714285714286,99.45454545454545,96.16666666666667,132.0909090909091,117.2,110.57142857142857,103.28571428571429,121.64285714285714,95.89473684210526,94.26666666666667,98.6842105263158,110.84210526315789,124.2,123.83333333333333,92.72727272727273,131.26666666666668,121.9375,105.875,108.14285714285714,132.93333333333334,118.94736842105263,117.28571428571429,117.05555555555556,86.0,97.91666666666667,112.4,143.5,103.73333333333333,107.0,85.66666666666667,110.0
1104,24.72,56.06,19.25,40.44,5.47,15.62,13.59,19.22,12.06,23.12,13.41,12.81,7.78,3.97,18.22,23.0,54.19,17.34,36.38,5.66,17.81,13.12,19.78,12.0,22.44,11.19,13.94,5.81,4.09,16.66,86.44444444444444,68.07692307692308,81.81818181818181,71.7,80.07142857142857,60.0,67.0,93.125,73.22222222222223,68.44444444444444,72.89473684210526,85.5,65.125,81.73684210526316,68.85714285714286,86.86666666666666,80.66666666666667,84.33333333333333,73.93333333333334,85.85714285714286,72.0,81.83333333333333,93.0909090909091,67.66666666666667,81.42857142857143,69.57142857142857,73.5,55.63157894736842,96.53333333333333,70.21052631578948,75.84210526315789,73.66666666666667,74.75,87.0909090909091,89.73333333333333,74.0625,82.625,64.64285714285714,89.26666666666667,77.36842105263158,77.0,78.66666666666667,104.14285714285714,69.66666666666667,71.4,91.91666666666667,67.53333333333333,88.0,83.33333333333333,87.42857142857143
1105,21.17,57.17,17.35,43.61,3.83,13.57,17.65,27.52,13.96,21.61,9.7,15.91,9.39,5.22,20.65,24.83,56.91,19.7,40.57,5.13,16.35,15.52,24.52,15.26,27.17,14.3,18.83,8.09,5.3,20.83,325.0,331.7692307692308,321.54545454545456,336.6,318.7857142857143,332.0,339.0,314.25,335.6666666666667,325.8888888888889,333.2631578947368,321.7857142857143,334.25,332.5263157894737,323.85714285714283,323.8,328.93333333333334,321.3333333333333,340.93333333333334,322.0,331.3636363636364,330.1666666666667,333.1818181818182,325.73333333333335,324.7857142857143,331.2857142857143,338.92857142857144,337.63157894736844,314.2,336.8421052631579,332.4736842105263,338.53333333333336,338.6666666666667,303.3636363636364,324.93333333333334,308.0,291.5,333.57142857142856,326.06666666666666,332.94736842105266,333.35714285714283,322.1111111111111,315.85714285714283,321.5,318.0,337.0833333333333,327.46666666666664,326.38461538461536,329.6666666666667,329.7857142857143
1106,21.21,53.5,15.29,34.43,5.93,19.07,15.68,24.25,13.36,22.32,12.64,16.21,7.46,4.18,20.82,22.36,50.86,17.36,36.82,5.0,14.04,16.71,24.86,10.25,23.61,11.39,15.96,7.86,3.57,21.32,301.0,312.0,297.09090909090907,313.3,306.2857142857143,302.0,292.0,285.875,314.1111111111111,276.6666666666667,309.2631578947368,298.35714285714283,309.5,296.10526315789474,320.42857142857144,303.73333333333335,311.26666666666665,281.73333333333335,316.3333333333333,281.35714285714283,301.1818181818182,308.0,305.0,304.0,301.07142857142856,319.35714285714283,318.07142857142856,310.5263157894737,293.26666666666665,294.7894736842105,300.5263157894737,313.93333333333334,321.1666666666667,283.09090909090907,304.4,309.6875,285.875,310.2857142857143,299.8,300.2631578947368,309.7857142857143,289.5,293.7142857142857,289.5833333333333,293.8,315.8333333333333,298.73333333333335,297.84615384615387,303.8333333333333,294.7142857142857
1107,22.19,54.25,16.12,35.97,6.06,18.28,12.28,17.03,12.47,23.66,11.88,16.16,5.84,3.03,18.81,24.31,55.88,17.38,36.84,6.94,19.03,13.56,19.62,11.09,22.19,13.53,12.25,8.12,4.03,16.75,303.55555555555554,296.61538461538464,299.90909090909093,278.0,295.7142857142857,300.0,327.0,328.75,272.44444444444446,304.8888888888889,264.42105263157896,298.57142857142856,290.875,278.57894736842104,292.5,292.46666666666664,272.53333333333336,290.0,284.8,291.35714285714283,304.72727272727275,319.5,249.1818181818182,284.26666666666665,295.2857142857143,306.5,278.57142857142856,268.4736842105263,277.1333333333333,278.05263157894734,257.63157894736844,280.6,274.9166666666667,310.0,283.6,288.4375,315.5625,297.64285714285717,284.26666666666665,275.57894736842104,286.7857142857143,286.8888888888889,304.2857142857143,290.5833333333333,285.0,309.9166666666667,297.53333333333336,294.9230769230769,318.3333333333333,297.2857142857143
1108,21.0,55.39,16.65,41.29,4.35,14.1,14.29,23.39,11.48,22.87,8.68,20.71,6.9,3.16,21.61,28.65,61.68,21.45,42.9,7.19,18.77,17.52,27.58,15.06,27.81,18.26,15.74,10.77,5.42,20.29,346.55555555555554,342.38461538461536,346.45454545454544,347.0,343.92857142857144,347.0,347.0,345.875,347.0,347.0,346.89473684210526,346.0,347.0,345.94736842105266,346.7857142857143,341.8666666666667,344.93333333333334,345.53333333333336,346.46666666666664,345.92857142857144,346.72727272727275,346.8333333333333,347.0,346.93333333333334,346.92857142857144,345.57142857142856,346.7857142857143,346.8421052631579,343.0,343.05263157894734,346.5263157894737,346.46666666666664,347.0,345.09090909090907,336.06666666666666,346.9375,342.8125,346.0,337.06666666666666,345.89473684210526,347.0,342.27777777777777,344.0,346.0833333333333,347.0,299.4166666666667,340.6666666666667,345.9230769230769,347.0,343.0
1110,21.97,51.71,16.03,34.48,5.94,17.23,12.74,18.42,9.81,25.58,14.42,14.77,3.52,2.61,19.03,23.61,55.13,18.16,39.74,5.45,15.39,14.52,21.42,9.48,22.68,12.48,9.58,7.9,2.9,17.23,310.6666666666667,318.46153846153845,316.3636363636364,289.4,318.85714285714283,305.0,315.0,290.625,279.77777777777777,258.22222222222223,278.94736842105266,314.0,266.625,300.10526315789474,308.85714285714283,322.3333333333333,296.46666666666664,301.6,302.93333333333334,297.07142857142856,300.1818181818182,303.5,285.45454545454544,275.6,302.92857142857144,313.7142857142857,299.07142857142856,275.2631578947368,303.1333333333333,291.10526315789474,282.8421052631579,295.2,301.6666666666667,320.54545454545456,322.0,313.3125,334.0625,314.42857142857144,321.6666666666667,298.63157894736844,308.7142857142857,315.6111111111111,306.7142857142857,308.6666666666667,271.4,310.75,318.4,315.38461538461536,306.5,323.85714285714283
1111,24.84,52.45,17.71,34.42,7.13,18.03,16.45,22.0,10.77,27.16,11.19,15.03,5.39,2.9,17.74,24.42,58.0,16.61,35.77,7.81,22.23,12.32,18.87,10.13,19.84,13.35,10.42,7.0,2.45,19.71,147.66666666666666,153.0,152.8181818181818,143.6,145.64285714285714,126.0,148.0,125.125,141.22222222222223,142.88888888888889,170.78947368421052,150.78571428571428,145.25,163.05263157894737,161.14285714285714,144.0,156.93333333333334,170.53333333333333,156.86666666666667,166.78571428571428,162.45454545454547,138.0,126.54545454545455,164.06666666666666,161.35714285714286,165.85714285714286,163.57142857142858,157.21052631578948,142.93333333333334,158.73684210526315,162.6315789473684,160.26666666666668,161.5,158.63636363636363,143.0,149.625,156.5,169.71428571428572,142.4,159.31578947368422,151.64285714285714,156.16666666666666,126.42857142857143,164.08333333333334,149.0,148.58333333333334,158.4,151.76923076923077,130.16666666666666,150.42857142857142
1112,24.03,54.23,17.77,36.74,6.26,17.48,17.58,24.0,9.74,24.52,12.39,14.06,6.0,2.52,19.19,25.39,58.06,19.58,39.55,5.81,18.52,15.45,22.23,11.29,23.13,12.74,12.87,5.84,3.48,20.03,86.44444444444444,80.07692307692308,87.54545454545455,81.9,96.28571428571429,86.0,68.0,58.5,87.77777777777777,68.22222222222223,77.10526315789474,88.5,65.5,83.89473684210526,87.78571428571429,93.73333333333333,93.8,92.93333333333334,88.8,89.28571428571429,73.0,82.5,100.27272727272727,102.73333333333333,91.28571428571429,82.21428571428571,89.57142857142857,62.421052631578945,131.4,71.36842105263158,80.47368421052632,91.66666666666667,88.75,104.27272727272727,79.8,93.8125,89.1875,79.78571428571429,79.53333333333333,77.84210526315789,87.07142857142857,83.38888888888889,110.14285714285714,91.58333333333333,79.2,53.75,82.8,94.38461538461539,84.66666666666667,101.35714285714286
