Season,DayNum,team_1,team_2,team_1_won,team_1_FGM,team_1_FGA,team_1_FGM2,team_1_FGA2,team_1_FGM3,team_1_FGA3,team_1_FTM,team_1_FTA,team_1_OR,team_1_DR,team_1_Ast,team_1_TO,team_1_Stl,team_1_Blk,team_1_PF,team_1_FGMA,team_1_FGAA,team_1_FGM2A,team_1_FGA2A,team_1_FGM3A,team_1_FGA3A,team_1_FTMA,team_1_FTAA,team_1_ORA,team_1_DRA,team_1_AstA,team_1_TOA,team_1_StlA,team_1_BlkA,team_1_PFA,team_2_FGM,team_2_FGA,team_2_FGM2,team_2_FGA2,team_2_FGM3,team_2_FGA3,team_2_FTM,team_2_FTA,team_2_OR,team_2_DR,team_2_Ast,team_2_TO,team_2_Stl,team_2_Blk,team_2_PF,team_2_FGMA,team_2_FGAA,team_2_FGM2A,team_2_FGA2A,team_2_FGM3A,team_2_FGA3A,team_2_FTMA,team_2_FTAA,team_2_ORA,team_2_DRA,team_2_AstA,team_2_TOA,team_2_StlA,team_2_BlkA,team_2_PFA
2010,134,1115,1457,1,21.59,52.53,17.5,39.06,4.09,13.47,17.12,25.81,12.59,25.62,12.53,16.94,6.84,3.44,22.78,20.56,50.56,15.5,35.12,5.06,15.44,18.5,27.88,9.19,22.41,11.72,14.12,7.91,4.38,21.03,22.63,58.8,18.63,43.7,4.0,15.1,13.3,20.8,13.57,24.8,10.8,12.2,8.73,3.77,18.97,21.37,52.8,15.83,34.2,5.53,18.6,13.67,20.43,10.5,26.33,12.13,15.33,6.2,3.63,17.97
2010,136,1124,1358,1,27.16,56.16,20.13,37.94,7.03,18.23,15.35,20.94,12.19,26.45,13.65,14.0,6.39,6.94,18.06,22.97,59.03,16.19,39.0,6.77,20.03,13.84,20.48,13.0,19.61,12.84,12.1,6.1,2.48,18.71,27.29,58.46,18.32,35.18,8.96,23.29,16.36,23.07,12.04,24.39,19.64,13.43,7.54,2.25,20.57,24.96,55.86,18.71,37.25,6.25,18.61,16.14,23.29,10.68,22.93,16.89,15.0,6.36,3.18,21.29
2010,136,1139,1431,1,22.72,50.19,15.97,30.44,6.75,19.75,17.91,23.94,9.25,23.59,12.81,12.41,6.84,2.47,18.5,21.19,51.12,16.19,34.94,5.0,16.19,12.66,18.31,8.75,20.41,10.53,13.69,5.19,3.06,20.88,27.09,56.94,20.94,39.19,6.16,17.75,15.44,22.97,9.91,26.44,14.78,13.16,8.75,3.72,19.34,21.38,54.81,15.66,36.19,5.72,18.62,15.72,23.5,11.5,24.06,11.38,15.91,5.75,2.41,19.0
2010,136,1140,1196,1,28.39,58.91,20.27,39.36,8.12,19.55,17.7,22.52,10.18,26.79,15.79,11.3,8.55,3.48,17.36,23.0,56.06,17.09,38.45,5.91,17.61,13.76,20.39,9.91,22.64,12.39,15.61,5.82,2.88,18.36,25.94,58.42,20.09,39.76,5.85,18.67,13.88,19.76,13.18,23.79,14.06,12.18,7.15,2.73,14.45,24.52,57.18,18.48,38.39,6.03,18.79,10.36,15.39,11.7,22.76,12.97,13.73,6.52,4.03,17.18
2010,136,1242,1250,1,28.56,58.47,21.29,40.71,7.26,17.76,17.38,24.79,12.94,27.59,17.15,12.97,8.41,6.41,18.26,22.47,59.56,16.21,40.56,6.26,19.0,12.59,18.59,12.82,20.94,12.5,14.12,6.44,3.76,20.21,25.53,55.97,18.88,39.34,6.66,16.62,17.41,24.31,10.19,26.31,15.12,13.0,6.16,2.53,17.91,24.88,58.91,17.78,38.28,7.09,20.62,13.19,18.53,10.81,24.12,14.41,13.66,6.53,3.19,20.56
2010,136,1243,1317,1,26.25,58.53,19.53,39.69,6.72,18.84,20.25,30.47,15.31,23.94,14.62,14.59,7.47,4.81,22.47,22.94,54.72,17.53,38.41,5.41,16.31,17.94,25.88,11.91,22.0,11.97,17.06,7.16,3.5,24.5,24.13,52.57,18.87,36.63,5.27,15.93,19.93,27.77,10.53,25.9,11.97,14.77,4.43,3.0,18.1,25.6,59.07,20.63,43.87,4.97,15.2,13.73,19.3,11.1,22.2,11.4,12.8,7.13,3.93,22.57
2010,136,1190,1246,0,24.48,56.39,19.36,40.09,5.12,16.3,14.94,22.58,12.67,23.67,10.88,14.67,8.27,3.18,19.09,22.52,54.3,15.3,32.18,7.21,22.12,14.15,21.36,12.09,23.39,12.79,16.73,7.21,3.55,18.91,28.0,58.47,22.03,40.97,5.97,17.5,17.26,25.44,14.29,27.06,14.71,14.5,7.26,7.24,16.24,23.38,61.35,16.79,40.56,6.59,20.79,11.91,17.0,12.85,20.65,10.97,14.09,6.85,3.12,20.91
2010,136,1293,1435,1,26.78,53.94,20.5,37.03,6.28,16.91,16.25,23.12,12.0,24.25,15.19,14.5,9.28,5.41,17.47,21.28,54.75,15.81,38.66,5.47,16.09,13.0,18.59,12.12,18.72,10.88,16.53,6.47,2.84,18.75,26.06,55.23,19.94,38.65,6.13,16.58,19.29,26.52,10.74,25.16,13.16,13.65,5.81,5.1,19.42,25.13,60.29,18.77,41.35,6.35,18.94,13.29,20.94,13.55,22.06,12.03,13.58,6.74,3.97,21.45
2010,136,1285,1307,0,24.59,51.1,18.07,34.72,6.52,16.38,13.76,19.07,8.76,23.62,11.9,12.14,6.38,3.24,18.28,21.69,51.45,16.03,35.97,5.66,15.48,13.14,19.86,9.97,20.41,9.86,12.59,5.48,2.62,17.9,25.42,57.7,17.45,36.42,7.97,21.27,17.82,26.33,13.21,25.52,14.42,11.21,6.76,3.52,17.67,23.3,54.61,16.0,32.58,7.3,22.03,13.15,19.42,9.33,23.64,13.0,13.88,5.61,2.67,22.7
2010,136,1320,1424,1,21.5,49.91,14.91,31.22,6.59,18.69,13.72,18.19,9.53,22.94,10.66,10.53,5.5,2.0,15.97,19.53,48.41,13.84,31.25,5.69,17.16,9.53,13.81,8.03,21.47,8.66,12.25,4.41,1.91,18.38,26.56,57.31,19.84,37.0,6.72,20.31,12.91,17.91,9.53,24.19,16.25,11.78,7.62,3.5,20.22,20.53,51.53,14.66,33.88,5.88,17.66,17.03,24.25,10.56,23.84,10.47,15.31,4.81,2.72,17.06
2010,136,1207,1325,0,26.48,53.15,20.3,37.21,6.18,15.94,14.09,19.79,9.67,23.7,15.45,13.79,7.03,4.73,16.91,22.91,55.61,16.76,36.73,6.15,18.88,13.15,18.36,11.27,19.85,13.09,13.12,7.27,3.91,18.45,24.5,57.53,17.26,37.29,7.24,20.24,17.21,23.47,11.38,25.35,14.09,12.71,7.53,2.62,18.85,23.91,58.44,17.97,38.91,5.94,19.53,14.79,21.03,13.03,25.21,13.62,15.06,5.71,3.35,19.82
2010,136,1323,1330,0,26.38,55.71,18.88,36.68,7.5,19.03,15.76,21.79,11.35,24.29,16.85,10.35,5.53,3.0,15.18,25.09,57.65,18.32,38.38,6.76,19.26,11.94,16.06,10.68,21.59,14.0,10.38,5.94,3.38,18.35,25.85,57.65,21.24,43.03,4.62,14.62,11.21,17.38,15.21,23.97,15.5,12.79,7.82,2.94,15.68,20.68,51.59,15.32,33.74,5.35,17.85,10.44,15.74,10.06,20.35,11.03,14.29,6.38,3.56,17.12
2010,136,1350,1388,0,24.79,55.59,17.74,35.5,7.06,20.09,12.65,18.15,9.0,24.0,12.71,11.26,8.32,4.59,17.97,21.62,55.12,16.53,37.97,5.09,17.15,13.91,19.71,13.03,24.82,9.88,15.15,5.44,3.35,17.94,28.03,58.0,19.53,37.33,8.5,20.67,14.23,18.6,10.83,25.83,16.4,11.47,5.17,5.27,16.83,25.23,59.27,21.47,45.93,3.77,13.33,12.03,18.63,11.53,21.13,9.63,11.03,5.6,2.47,17.57
2010,136,1361,1397,0,25.42,54.0,20.06,37.42,5.35,16.58,13.61,22.16,13.13,23.71,13.23,13.55,7.39,4.65,16.68,21.97,53.9,15.35,35.42,6.61,18.48,11.81,16.97,11.03,19.55,12.45,13.39,6.19,3.23,18.45,26.76,59.12,20.88,40.36,5.88,18.76,14.24,21.3,11.73,25.0,14.33,13.24,8.09,3.76,19.91,21.61,54.88,15.48,34.0,6.12,20.88,15.61,22.42,11.64,24.39,11.21,16.76,6.03,4.27,19.24
2010,136,1352,1437,0,23.32,53.32,17.68,37.85,5.65,15.47,16.21,24.5,11.79,23.26,12.5,14.68,7.56,2.29,21.35,21.03,51.44,14.71,31.85,6.32,19.59,17.29,24.15,11.21,22.41,12.03,15.68,6.85,3.21,20.06,27.61,59.42,19.9,38.94,7.71,20.48,19.61,26.13,13.42,25.65,13.87,13.81,7.77,3.9,22.39,23.0,56.52,15.65,34.74,7.35,21.77,19.52,27.68,12.03,21.84,13.94,15.19,6.61,4.39,21.1
2010,136,1400,1448,0,29.67,63.3,24.0,46.88,5.67,16.42,16.24,25.61,14.94,27.21,14.48,13.91,7.82,5.76,19.7,24.64,61.24,19.03,43.79,5.61,17.45,14.82,21.61,12.58,22.79,11.42,15.03,7.42,3.7,21.0,26.21,59.83,21.86,45.97,4.34,13.86,16.21,24.55,14.62,27.21,11.79,15.17,7.34,5.34,20.1,23.24,60.62,17.59,41.03,5.66,19.59,16.31,23.38,13.97,23.34,11.1,14.14,7.07,3.83,20.93
2010,136,1266,1449,0,25.27,55.73,17.33,36.18,7.94,19.55,14.45,19.55,10.24,21.55,15.15,10.3,7.91,2.15,17.06,24.18,54.12,19.21,38.42,4.97,15.7,10.85,15.94,10.64,22.33,13.52,14.42,5.67,3.64,17.24,27.88,61.67,22.7,45.73,5.18,15.94,18.85,25.91,13.52,24.88,14.0,12.79,7.27,3.94,21.61,23.67,56.33,18.91,41.09,4.76,15.24,17.85,26.12,11.52,22.61,10.94,16.09,6.06,3.09,21.36
2010,137,1143,1257,1,27.91,58.45,21.33,40.82,6.58,17.64,15.58,20.58,11.48,24.27,14.45,12.0,5.67,2.48,17.0,24.64,56.85,18.97,39.21,5.67,17.64,13.45,19.3,10.76,21.12,12.45,12.94,5.45,3.82,17.39,26.56,59.38,18.53,35.69,8.03,23.69,15.19,21.59,14.47,22.41,15.56,13.69,7.78,4.19,20.12,23.75,55.69,17.59,37.72,6.16,17.97,15.94,22.78,13.28,21.97,13.34,15.34,6.53,2.09,19.72
