Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
2010,134,1115,61,1457,44,N,0
2010,136,1124,68,1358,59,N,0
2010,136,1139,77,1431,59,N,0
2010,136,1140,99,1196,92,N,2
2010,136,1242,90,1250,74,N,0
2010,136,1243,82,1317,62,N,0
2010,136,1246,100,1190,71,N,0
2010,136,1293,66,1435,65,N,0
2010,136,1307,62,1285,57,N,0
2010,136,1320,69,1424,66,N,0
2010,136,1325,97,1207,83,N,0
2010,136,1330,51,1323,50,N,0
2010,136,1388,80,1350,71,N,0
2010,136,1397,62,1361,59,N,0
2010,136,1437,73,1352,70,N,1
2010,136,1448,81,1400,80,N,1
2010,136,1449,80,1266,78,N,0
2010,137,1143,77,1257,62,N,0
2010,137,1165,78,1396,65,N,0
2010,137,1181,73,1115,44,N,0
2010,137,1210,64,1329,59,N,0
2010,137,1211,67,1199,60,N,0
2010,137,1268,89,1222,77,N,0
2010,137,1277,70,1308,67,N,0
2010,137,1281,86,1155,78,N,0
2010,137,1326,68,1364,51,N,0
2010,137,1338,89,1324,66,N,0
2010,137,1345,72,1373,64,N,0
2010,137,1393,79,1436,56,N,0
2010,137,1401,69,1429,53,N,0
2010,137,1452,77,1288,50,N,0
2010,137,1458,53,1459,49,N,0
2010,137,1462,65,1278,54,N,0
2010,138,1124,76,1330,68,N,0
2010,138,1139,54,1293,52,N,0
2010,138,1243,84,1140,72,N,0
2010,138,1246,90,1448,60,N,0
2010,138,1320,69,1242,67,N,0
2010,138,1388,75,1437,68,N,0
2010,138,1397,83,1325,68,N,0
2010,138,1449,82,1307,64,N,0
2010,139,1165,87,1458,69,N,0
2010,139,1181,68,1143,53,N,0
2010,139,1277,85,1268,83,N,0
2010,139,1326,75,1210,66,N,0
2010,139,1345,63,1401,61,N,1
2010,139,1393,87,1211,65,N,0
2010,139,1452,68,1281,59,N,0
2010,139,1462,71,1338,68,N,0
2010,143,1139,63,1393,59,N,0
2010,143,1243,101,1462,96,N,2
2010,143,1246,62,1165,45,N,0
2010,143,1452,69,1449,56,N,0
2010,144,1124,72,1388,49,N,0
2010,144,1181,70,1345,57,N,0
2010,144,1277,59,1320,52,N,0
2010,144,1397,76,1326,73,N,0
2010,145,1139,63,1243,56,N,0
2010,145,1452,73,1246,66,N,0
2010,146,1181,78,1124,71,N,0
2010,146,1277,70,1397,69,N,0
2010,152,1139,52,1277,50,N,0
2010,152,1181,78,1452,57,N,0
2010,154,1181,61,1139,59,N,0
