Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2010,134,1163,59,1318,57,H,0,NIT
2010,134,1166,89,1377,78,H,0,CIT
2010,134,1193,101,1206,96,A,1,CIT
2010,134,1239,67,1113,66,A,0,NIT
2010,134,1267,90,1441,88,H,0,CIT
2010,134,1280,81,1238,67,H,0,NIT
2010,134,1301,58,1378,57,A,0,NIT
2010,134,1314,80,1456,72,H,0,NIT
2010,134,1387,63,1232,54,H,0,CBI
2010,134,1403,87,1371,69,A,0,NIT
2010,134,1412,65,1157,49,H,0,NIT
2010,134,1433,79,1203,73,A,0,CBI
2010,135,1111,93,1217,71,H,0,CIT
2010,135,1131,96,1333,78,A,0,CBI
2010,135,1153,76,1451,62,H,0,NIT
2010,135,1158,82,1184,79,A,0,CBI
2010,135,1173,63,1229,42,H,0,NIT
2010,135,1228,76,1392,66,A,0,NIT
2010,135,1237,74,1220,60,A,0,CBI
2010,135,1245,75,1409,74,H,0,NIT
2010,135,1272,73,1385,71,H,0,NIT
2010,135,1279,84,1407,65,H,0,NIT
2010,135,1283,87,1292,79,H,0,CIT
2010,135,1287,74,1161,60,H,0,CBI
2010,135,1294,81,1339,73,H,0,CIT
2010,135,1305,74,1455,70,A,0,NIT
2010,135,1334,86,1258,76,A,0,CIT
2010,135,1343,65,1182,51,H,0,CBI
2010,135,1348,76,1321,64,H,0,NIT
2010,135,1439,81,1346,61,H,0,NIT
2010,135,1453,70,1103,66,A,0,CBI
2010,136,1256,66,1379,57,H,0,CIT
2010,137,1279,90,1272,81,H,0,NIT
2010,138,1314,76,1280,74,A,0,NIT
2010,138,1403,69,1239,64,H,0,NIT
2010,138,1412,72,1301,52,H,0,NIT
2010,140,1111,80,1267,72,A,0,CIT
2010,140,1131,91,1287,89,H,1,CBI
2010,140,1166,73,1193,55,H,0,CIT
2010,140,1173,81,1153,66,A,0,NIT
2010,140,1228,75,1245,58,H,0,NIT
2010,140,1283,69,1256,40,H,0,CIT
2010,140,1334,63,1294,59,A,0,CIT
2010,140,1343,74,1237,68,A,2,CBI
2010,140,1348,85,1305,83,H,0,NIT
2010,140,1387,68,1453,62,H,2,CBI
2010,140,1433,93,1158,86,H,0,CBI
2010,140,1439,65,1163,63,H,0,NIT
2010,141,1279,90,1403,87,H,2,NIT
2010,141,1314,60,1412,55,A,0,NIT
2010,142,1173,77,1228,71,A,0,NIT
2010,142,1283,67,1166,61,H,0,CIT
2010,142,1348,79,1439,72,A,0,NIT
2010,142,1387,69,1343,59,H,0,CBI
2010,142,1433,88,1131,75,H,0,CBI
2010,143,1334,64,1111,56,A,0,CIT
2010,147,1433,68,1387,56,H,0,CBI
2010,148,1173,68,1279,63,N,0,NIT
2010,148,1283,78,1334,65,H,0,CIT
2010,148,1314,68,1348,67,N,1,NIT
2010,149,1433,71,1387,65,A,0,CBI
2010,150,1173,79,1314,68,N,0,NIT
