Season,SecondaryTourney,TeamID
2023,CBI,1150
2023,CBI,1156
2023,CBI,1182
2023,CBI,1184
2023,CBI,1232
2023,CBI,1347
2023,CBI,1349
2023,CBI,1363
2023,CBI,1367
2023,CBI,1381
2023,CBI,1391
2023,CBI,1441
2023,CBI,1454
2023,CBI,1466
2023,CBI,1470
2023,CBI,1475
2023,NIT,1108
2023,NIT,1133
2023,NIT,1153
2023,NIT,1155
2023,NIT,1160
2023,NIT,1186
2023,NIT,1196
2023,NIT,1220
2023,NIT,1251
2023,NIT,1276
2023,NIT,1287
2023,NIT,1307
2023,NIT,1317
2023,NIT,1329
2023,NIT,1332
2023,NIT,1353
2023,NIT,1358
2023,NIT,1365
2023,NIT,1371
2023,NIT,1379
2023,NIT,1405
2023,NIT,1412
2023,NIT,1414
2023,NIT,1416
2023,NIT,1430
2023,NIT,1435
2023,NIT,1437
2023,NIT,1439
2023,NIT,1450
2023,NIT,1458
2023,NIT,1463
2023,NIT,1464
