TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,NFGM,NFGA,NFGM2,NFGA2,NFGM3,NFGA3,NFTM,NFTA,NOR,NDR,NAst,NTO,NStl,NBlk,NPF
1101,27.22,54.89,19.67,37.44,7.56,17.44,16.78,22.22,6.89,21.67,14.33,11.33,7.89,1.89,19.11,24.41,60.18,18.18,39.59,6.24,20.59,12.12,17.06,8.0,18.53,15.0,12.12,8.0,2.0,21.82
1102,26.07,51.07,17.29,29.07,8.79,22.0,14.14,19.36,6.5,22.86,17.0,9.64,6.79,4.79,15.64,21.72,51.17,14.06,27.56,7.67,23.61,9.5,13.33,4.94,20.33,14.0,11.89,4.94,3.28,18.06
1103,27.15,57.7,17.4,31.5,9.75,26.2,14.9,19.3,8.2,24.25,14.9,9.9,6.1,2.85,15.25,22.18,57.0,15.09,33.64,7.09,23.36,14.0,19.36,8.73,22.0,9.55,12.55,5.18,2.18,17.91
1104,28.55,62.97,18.0,32.31,10.55,30.66,16.76,23.31,11.45,30.28,16.21,12.86,6.31,5.28,18.21,23.2,57.8,16.0,33.2,7.2,24.6,15.6,20.2,10.2,25.8,9.4,17.8,4.6,3.8,21.0
1105,25.5,53.75,19.08,37.42,6.42,16.33,13.33,20.42,8.33,23.25,13.25,13.58,7.83,4.58,17.75,23.39,58.33,17.0,38.44,6.39,19.89,12.94,20.22,9.06,19.72,11.28,13.83,7.28,3.56,20.0
1106,23.14,56.57,16.29,35.0,6.86,21.57,16.71,21.43,11.86,24.29,11.71,13.57,5.43,4.29,17.71,21.39,59.17,15.7,40.43,5.7,18.74,11.7,17.35,9.83,20.87,9.13,11.91,5.74,3.26,17.91
1107,27.0,59.17,17.5,35.5,9.5,23.67,16.33,21.5,9.33,25.83,14.33,10.83,7.0,1.67,17.83,22.0,55.91,15.0,32.7,7.0,23.22,11.87,16.52,8.04,20.17,10.48,12.17,5.13,1.57,18.7
1108,25.5,57.17,19.67,40.11,5.83,17.06,16.56,22.06,9.61,22.17,10.78,11.17,8.33,2.39,17.56,22.08,60.31,17.92,42.54,4.15,17.77,12.54,18.46,11.31,18.92,8.69,13.0,7.62,2.77,21.08
1110,25.47,49.18,18.82,31.29,6.65,17.88,10.47,14.65,6.76,22.47,15.0,14.35,8.06,4.29,14.53,23.47,52.93,17.4,33.93,6.07,19.0,9.4,13.73,7.13,19.93,12.07,11.8,6.73,3.53,15.67
1111,24.54,55.46,16.92,33.54,7.62,21.92,13.08,19.23,7.0,25.38,13.0,9.38,6.46,4.54,14.23,23.38,57.06,16.69,35.75,6.69,21.31,8.81,14.25,7.56,22.69,10.69,10.44,4.75,4.31,13.88
1112,30.29,58.79,21.64,37.14,8.64,21.64,15.64,21.96,8.71,28.46,20.21,13.21,6.18,3.29,16.89,25.17,61.5,16.83,35.0,8.33,26.5,13.83,20.0,9.33,21.83,14.33,12.67,5.83,2.83,17.67
1113,26.45,59.14,18.32,35.5,8.14,23.64,13.32,19.73,9.5,24.73,15.73,11.27,6.91,5.05,18.23,22.33,62.92,16.0,38.5,6.33,24.42,11.92,16.58,9.08,21.83,11.5,12.0,7.92,4.0,19.08
1114,29.25,61.0,23.75,45.12,5.5,15.88,19.62,26.12,10.25,25.5,16.62,13.62,7.0,2.88,19.75,26.67,62.1,20.48,42.62,6.19,19.48,12.57,17.24,9.43,21.76,14.24,11.9,6.71,1.9,19.9
1115,21.33,50.5,14.33,29.67,7.0,20.83,21.5,28.67,7.83,24.33,14.33,18.67,9.17,2.5,21.67,21.71,57.95,13.95,32.52,7.76,25.43,12.0,16.29,8.19,20.38,10.95,13.9,7.1,2.52,20.33
1116,28.65,55.95,23.65,40.85,5.0,15.1,15.7,22.05,8.1,24.65,14.8,12.6,9.45,5.15,16.75,24.62,58.38,19.38,40.85,5.23,17.54,14.46,22.08,9.54,22.23,11.31,12.38,6.77,5.38,22.77
1117,23.6,50.8,16.6,32.6,7.0,18.2,16.1,23.7,8.7,25.5,13.6,9.6,5.5,3.5,15.6,21.8,54.95,16.0,37.15,5.8,17.8,11.0,16.35,8.8,21.3,11.05,11.55,6.35,2.95,17.3
1119,26.93,54.13,19.33,33.53,7.6,20.6,12.67,18.0,7.73,25.67,13.4,12.27,5.0,2.8,14.8,25.19,56.12,18.19,34.94,7.0,21.19,11.5,16.62,6.0,22.81,11.62,12.38,5.0,1.5,17.44
1120,27.15,58.75,20.65,38.65,6.5,20.1,14.8,21.25,10.3,24.35,15.5,11.45,8.45,6.2,18.1,23.58,58.33,17.08,36.58,6.5,21.75,14.25,20.0,9.08,20.67,12.0,12.58,7.25,3.25,21.08
1122,25.5,53.83,18.17,33.5,7.33,20.33,13.83,18.5,7.83,21.83,12.33,8.83,6.67,3.33,14.67,22.18,57.64,15.5,35.32,6.68,22.32,10.23,13.86,7.59,18.73,11.36,10.95,6.5,2.95,17.27
1123,26.22,54.83,18.5,34.78,7.72,20.06,17.22,25.5,9.33,25.22,13.67,11.28,5.33,3.94,16.83,24.83,56.58,17.58,35.58,7.25,21.0,14.5,20.42,8.17,19.92,11.17,12.17,5.25,2.92,16.67
1124,26.36,57.77,16.68,31.55,9.68,26.23,16.64,22.18,10.27,21.55,15.45,11.41,7.41,2.64,16.82,24.3,57.2,14.6,31.5,9.7,25.7,14.7,19.7,8.6,18.1,12.4,13.2,5.0,1.8,18.6
1125,28.85,58.85,18.25,32.8,10.6,26.05,11.1,14.35,7.05,24.2,16.55,10.8,7.45,3.4,15.15,26.73,60.55,19.0,38.45,7.73,22.09,9.36,14.64,6.82,21.55,12.82,11.27,5.91,2.55,17.0
1126,24.5,56.2,16.0,36.0,8.5,20.2,15.6,22.7,7.5,22.1,11.8,9.4,7.3,3.1,17.2,23.25,59.15,17.2,40.45,6.05,18.7,11.8,16.7,8.25,19.8,10.65,13.25,6.8,2.3,18.0
1127,26.73,55.27,20.09,38.82,6.64,16.45,13.82,19.73,6.64,25.36,12.55,10.0,4.73,2.36,17.82,24.44,57.5,19.61,40.11,4.83,17.39,10.0,13.72,8.61,22.44,10.72,14.0,4.06,3.39,18.17
1129,26.39,56.43,17.74,34.17,8.65,22.26,13.43,17.91,7.83,25.83,11.61,10.7,5.17,3.0,16.04,23.44,57.33,18.11,37.89,5.33,19.44,11.33,16.0,6.78,24.44,9.44,10.56,5.0,2.67,17.56
1130,25.69,56.06,19.94,39.38,5.75,16.69,13.31,17.75,8.06,24.75,13.38,11.62,7.31,4.12,15.81,24.0,57.47,18.35,38.47,5.65,19.0,9.29,13.41,8.65,20.24,11.71,11.88,5.41,3.0,15.76
1131,24.79,56.43,16.0,34.29,8.79,22.14,12.36,16.57,8.57,23.5,11.21,10.21,7.36,2.21,15.64,22.12,58.06,16.24,35.82,5.88,22.24,12.29,16.71,9.06,23.06,9.18,12.29,5.35,2.47,19.47
1132,28.78,59.0,19.89,37.11,8.89,21.89,17.33,23.44,9.33,26.0,14.67,12.22,6.56,3.89,19.0,25.8,60.6,19.35,39.5,6.45,21.1,12.25,17.75,8.75,22.0,12.55,12.3,6.0,2.6,17.65
1133,27.79,56.71,19.04,34.04,8.75,22.67,10.04,15.58,8.67,25.92,14.38,10.96,7.04,4.17,15.92,21.67,56.11,15.78,35.0,5.89,21.11,10.0,13.89,8.0,19.89,10.44,12.11,6.33,2.78,16.33
1135,26.21,57.07,18.0,34.14,8.21,22.93,11.29,16.79,8.21,26.64,14.07,11.36,7.21,3.57,14.57,24.23,58.31,16.46,35.15,7.77,23.15,10.77,17.62,7.77,22.23,13.46,14.0,7.15,2.85,18.0
1136,29.27,60.07,20.0,35.07,9.27,25.0,15.67,20.2,8.67,26.8,15.2,13.0,6.47,3.53,15.33,24.54,58.77,18.54,37.54,6.0,21.23,12.92,18.85,8.62,25.54,9.38,12.69,5.23,3.08,20.0
1137,27.09,52.82,19.45,34.55,7.64,18.27,11.73,15.55,7.09,25.36,14.55,12.55,5.55,4.0,16.09,22.85,54.9,16.35,33.9,6.5,21.0,9.75,14.0,6.4,23.3,12.2,13.0,5.35,3.45,15.35
1138,30.92,63.31,22.92,41.15,8.0,22.15,13.85,20.08,10.38,26.08,17.15,11.23,8.46,2.69,17.46,24.71,60.94,19.18,40.71,5.53,20.24,14.06,19.71,9.76,22.29,11.24,16.0,6.71,3.41,20.76
1139,28.5,54.5,20.57,34.57,7.93,19.93,12.93,17.71,4.93,24.0,15.86,10.71,7.14,4.93,12.21,20.67,55.78,15.33,36.11,5.33,19.67,8.78,11.72,6.06,20.17,10.06,11.56,6.44,3.83,14.33
1140,26.82,57.59,18.47,33.71,8.35,23.88,15.29,20.88,10.06,27.29,16.06,14.29,6.0,4.71,18.65,25.87,59.67,19.2,37.4,6.67,22.27,12.07,16.87,7.87,21.33,11.87,13.53,8.27,3.0,20.4
1141,25.62,56.5,19.0,35.25,6.62,21.25,15.75,22.25,10.38,25.38,12.0,14.12,5.88,4.12,21.5,20.86,53.52,14.81,33.05,6.05,20.48,13.48,19.19,8.33,20.38,10.0,15.24,5.71,3.43,19.71
1142,24.83,52.0,17.67,33.17,7.17,18.83,15.67,18.5,7.33,23.33,11.0,11.83,5.67,1.83,19.0,20.04,51.76,15.0,33.2,5.04,18.56,11.08,15.44,6.0,21.28,9.6,13.04,5.04,2.56,19.96
1143,29.0,50.0,20.33,36.0,8.67,14.0,15.0,20.33,6.67,21.67,15.33,12.67,3.67,4.0,15.33,19.83,53.24,15.34,36.62,4.48,16.62,11.76,16.31,6.72,20.93,9.03,11.83,4.83,3.03,17.31
