Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2023,134,1338,60,1280,59,N,0,21,54,9,19,9,15,5,20,10,6,7,4,12,24,63,6,23,5,7,14,28,14,14,1,4,18
2023,134,1394,75,1369,71,N,0,22,57,4,18,27,35,14,30,10,14,3,1,18,27,57,8,26,9,20,6,22,17,12,11,2,31
2023,135,1113,98,1305,73,N,0,35,55,11,21,17,24,4,22,21,5,5,4,17,25,52,11,21,12,14,5,18,19,11,3,0,18
2023,135,1192,84,1411,61,N,0,23,46,11,27,27,31,5,25,13,14,8,2,15,26,62,1,17,8,9,8,19,16,14,8,0,24
2023,136,1104,96,1394,75,H,0,33,70,15,33,15,23,14,32,21,8,4,8,18,26,75,7,20,16,18,11,23,8,6,4,3,18
2023,136,1116,73,1228,63,N,0,24,63,3,11,22,29,10,29,4,11,12,4,19,20,52,6,22,17,26,2,27,10,16,10,5,19
2023,136,1120,83,1234,75,N,0,29,63,8,22,17,22,7,28,14,7,6,5,18,28,68,7,27,12,17,12,25,11,8,4,2,18
2023,136,1181,74,1331,51,N,0,31,64,6,16,6,9,12,30,13,8,7,6,15,19,63,8,32,5,8,8,20,10,9,3,5,8
2023,136,1202,68,1438,67,N,0,22,56,10,28,14,19,5,22,11,9,4,3,17,24,54,2,12,17,22,8,27,13,8,4,7,13
2023,136,1222,63,1297,52,N,0,25,51,4,16,9,10,9,28,13,14,3,4,14,19,69,5,33,9,10,17,14,7,7,9,1,12
2023,136,1242,96,1224,68,N,0,38,73,9,22,11,13,14,23,22,12,13,7,11,26,67,10,32,6,10,10,21,18,18,8,1,14
2023,136,1268,67,1452,65,N,0,23,45,6,18,15,22,8,17,12,13,7,5,19,22,56,8,19,13,16,9,17,7,10,6,2,24
2023,136,1281,76,1429,65,N,0,27,53,10,25,12,18,2,23,15,9,9,1,15,28,59,4,24,5,8,8,23,12,14,5,2,11
2023,136,1321,75,1129,67,N,0,26,53,8,21,15,18,8,22,9,7,7,0,16,26,65,6,23,9,14,18,20,15,9,2,0,17
2023,136,1336,76,1401,59,N,0,27,56,13,22,9,11,7,20,14,5,5,1,11,20,59,10,34,9,12,15,17,9,10,3,2,15
2023,136,1343,59,1112,55,N,0,26,64,4,25,3,5,7,28,9,11,8,6,15,24,57,3,16,4,7,6,29,10,13,5,1,14
2023,136,1361,63,1158,57,N,0,24,56,4,16,11,18,6,31,13,14,4,7,18,18,56,5,24,16,19,8,23,9,10,9,2,18
2023,136,1397,58,1418,55,N,0,21,46,4,16,12,21,5,22,16,16,9,4,14,22,55,6,18,5,9,6,17,12,14,8,0,19
2023,136,1400,81,1159,61,N,0,31,58,13,23,6,8,11,23,20,13,7,5,12,25,58,3,15,8,9,9,14,6,10,11,3,11
2023,136,1417,86,1421,53,N,0,34,63,5,16,13,17,11,22,24,7,11,4,11,19,51,6,20,9,13,5,14,9,16,5,4,15
2023,137,1124,74,1364,56,N,0,28,51,8,22,10,16,7,19,14,9,5,1,13,23,49,4,16,6,9,3,19,12,12,3,1,15
2023,137,1163,87,1233,63,N,0,32,66,11,25,12,14,14,29,24,8,4,5,15,22,57,7,16,12,16,5,20,9,6,7,3,13
2023,137,1166,72,1301,63,N,0,26,56,3,20,17,19,2,30,15,8,3,6,14,24,64,3,14,12,15,8,26,3,6,4,1,18
2023,137,1192,63,1345,58,N,0,24,62,7,23,8,10,9,19,11,8,11,3,19,19,53,5,26,15,19,11,25,15,16,3,6,13
2023,137,1194,66,1272,65,N,0,25,65,8,28,8,11,16,20,12,8,2,2,13,25,58,6,22,9,12,11,22,11,8,6,3,12
2023,137,1211,82,1213,70,N,0,30,56,7,15,15,19,10,28,13,12,6,8,15,28,65,9,24,5,7,4,18,11,6,5,0,16
2023,137,1231,71,1245,60,N,0,29,62,5,14,8,11,10,29,14,7,4,7,13,22,69,7,21,9,12,16,20,11,9,6,4,12
2023,137,1243,77,1286,65,N,0,32,55,4,15,9,12,6,19,21,14,9,3,16,25,54,6,21,9,17,5,15,14,15,8,3,13
2023,137,1246,61,1344,53,N,0,23,63,5,16,10,13,16,30,10,10,6,4,12,21,58,5,24,6,11,7,20,12,9,5,1,16
2023,137,1266,78,1436,61,N,0,29,56,10,20,10,15,5,24,15,5,7,1,11,23,53,8,25,7,10,4,20,15,10,3,1,14
2023,137,1274,63,1179,56,N,0,17,56,6,18,23,29,6,31,6,8,7,1,11,22,55,7,24,5,8,2,31,15,10,4,3,19
2023,137,1277,72,1425,62,N,0,26,54,5,14,15,25,8,26,11,7,7,3,10,24,58,7,20,7,8,8,27,15,11,2,2,18
2023,137,1338,59,1235,41,N,0,14,41,6,19,25,29,5,31,10,14,6,4,19,14,60,2,21,11,19,13,20,7,8,8,3,22
2023,137,1388,63,1433,51,N,0,20,49,3,17,20,27,9,24,13,8,8,6,19,18,49,5,14,10,16,7,17,7,14,7,5,20
2023,137,1395,72,1113,70,N,0,22,62,8,23,20,27,12,22,14,5,6,4,20,25,52,8,17,12,18,4,26,10,11,3,7,21
2023,137,1462,72,1244,67,N,0,24,52,2,12,22,30,3,31,16,10,6,4,17,27,64,5,19,8,13,8,25,12,11,5,1,21
2023,138,1104,73,1268,51,N,0,23,58,6,21,21,28,13,26,7,10,9,4,18,19,54,1,8,12,21,9,19,6,12,7,5,18
2023,138,1116,72,1242,71,N,0,24,58,3,15,21,26,14,20,8,9,5,3,25,24,50,5,13,18,25,6,21,9,9,5,4,23
2023,138,1222,81,1120,64,N,0,25,60,7,22,24,29,10,25,11,6,4,12,25,20,53,5,16,19,36,7,18,11,8,1,3,22
2023,138,1343,78,1281,63,N,0,27,62,12,33,12,15,15,27,16,9,2,4,9,25,61,6,22,7,7,8,21,10,7,7,4,18
2023,138,1361,75,1202,52,N,0,29,58,6,20,11,14,8,29,17,10,5,6,18,16,50,6,26,14,18,4,13,7,9,3,3,17
2023,138,1397,65,1181,52,N,0,23,57,9,21,10,13,10,20,15,8,8,5,11,21,49,6,22,4,7,3,22,10,14,3,4,17
2023,138,1400,71,1336,66,N,0,31,61,1,13,8,11,8,29,10,5,4,2,13,25,60,8,28,8,11,9,21,6,9,3,1,12
2023,138,1417,68,1321,63,N,0,22,44,6,15,18,21,3,23,17,8,4,3,14,22,59,6,22,13,15,12,16,11,8,5,0,16
2023,139,1163,70,1388,55,N,0,27,50,10,22,6,7,3,27,15,13,2,5,16,19,49,4,14,13,19,3,19,9,8,6,1,13
2023,139,1166,85,1124,76,N,0,26,55,11,24,22,22,10,23,14,13,4,2,16,29,63,5,22,13,19,8,17,5,10,5,5,21
2023,139,1194,78,1192,70,N,0,29,71,9,31,11,18,13,30,18,7,8,5,12,27,71,9,31,7,10,12,29,12,11,3,3,15
2023,139,1211,84,1395,81,N,0,30,67,8,25,16,25,11,29,14,10,6,5,17,30,67,9,25,12,20,9,24,16,9,3,6,24
2023,139,1243,75,1246,69,N,0,26,54,5,21,18,22,4,19,14,8,11,4,17,26,63,4,20,13,17,17,25,12,16,6,1,17
2023,139,1274,85,1231,69,N,0,34,70,9,23,8,13,19,26,14,12,7,3,13,26,63,8,25,9,14,11,18,10,12,9,7,14
2023,139,1277,69,1266,60,N,0,24,54,2,16,19,23,10,26,8,10,9,3,19,20,52,11,27,9,14,7,22,11,16,3,0,18
2023,139,1462,84,1338,73,N,0,30,63,8,24,16,26,4,32,22,8,6,4,21,27,70,6,20,13,20,10,29,11,8,2,5,18
2023,143,1163,88,1116,65,N,0,31,54,9,20,17,21,8,31,22,15,7,3,19,20,63,5,16,20,27,12,13,7,10,8,2,19
2023,143,1194,62,1397,55,N,0,21,50,8,27,12,16,11,27,12,12,1,2,14,21,63,6,23,7,12,15,18,12,6,7,1,18
2023,143,1211,79,1417,76,N,0,32,64,6,16,9,17,16,32,14,14,2,3,15,28,67,7,18,13,16,5,19,14,5,8,4,15
2023,143,1243,98,1277,93,N,1,38,68,11,24,11,16,6,21,26,5,10,3,24,31,63,13,25,18,22,9,20,18,13,2,6,16
2023,144,1166,86,1343,75,N,0,32,55,9,24,13,16,5,31,18,12,2,4,11,30,65,9,21,6,10,4,20,13,5,3,0,17
2023,144,1274,89,1222,75,N,0,31,60,11,25,16,19,6,28,16,5,4,4,16,24,64,9,31,18,20,9,24,16,8,3,4,16
2023,144,1361,71,1104,64,N,0,26,69,6,17,13,22,13,29,10,11,9,8,18,23,71,3,27,15,20,18,32,10,14,5,5,22
2023,144,1400,83,1462,71,N,0,32,61,7,12,12,19,5,25,16,9,8,3,16,28,64,7,17,8,12,9,24,12,12,2,4,15
2023,145,1163,82,1211,54,N,0,30,72,11,31,11,14,13,32,21,7,3,5,18,20,60,2,20,12,22,6,30,13,9,2,1,12
2023,145,1194,79,1243,76,N,0,26,54,9,23,18,22,12,29,17,22,4,5,18,27,58,10,22,12,18,3,13,14,12,13,1,21
2023,146,1274,88,1400,81,N,0,29,49,2,8,28,32,4,19,11,12,9,1,14,30,60,10,25,11,15,9,14,20,13,6,1,23
2023,146,1361,57,1166,56,N,0,25,66,3,13,4,6,12,23,6,7,1,3,11,22,55,2,17,10,11,8,24,9,9,3,2,11
2023,152,1163,72,1274,59,N,0,28,57,9,26,7,13,13,27,19,14,5,5,11,20,62,7,20,12,12,12,17,10,9,8,1,12
2023,152,1361,72,1194,71,N,0,25,57,9,18,13,22,12,23,8,8,3,2,17,23,52,9,22,16,21,7,24,6,9,6,2,17
2023,154,1163,76,1361,59,N,0,23,53,6,17,24,27,10,30,13,13,8,6,15,19,59,6,23,15,20,12,21,7,12,7,2,20
