Season,DayNum,WTeamID,LTeamID,CRType,CityID
2023,7,1101,1238,Regular,4001
2023,7,1103,1355,Regular,4002
2023,7,1104,1255,Regular,4353
2023,7,1112,1311,Regular,4350
2023,7,1113,1470,Regular,4343
2023,7,1116,1295,Regular,4119
2023,7,1120,1206,Regular,4018
2023,7,1124,1290,Regular,4362
2023,7,1125,1325,Regular,4233
2023,7,1130,1165,Regular,4070
2023,7,1131,1318,Regular,4039
2023,7,1132,1102,Regular,4042
2023,7,1138,1159,Regular,4049
2023,7,1139,1309,Regular,4161
2023,7,1140,1226,Regular,4282
2023,7,1150,1164,Regular,4066
2023,7,1155,1154,Regular,4139
2023,7,1158,1151,Regular,4064
2023,7,1160,1415,Regular,4040
2023,7,1161,1205,Regular,4121
2023,7,1163,1476,Regular,4149
2023,7,1166,1472,Regular,4255
2023,7,1173,1473,Regular,4091
2023,7,1176,1225,Regular,4096
2023,7,1177,1259,Regular,4298
2023,7,1181,1239,Regular,4101
2023,7,1191,1275,Regular,4261
2023,7,1195,1425,Regular,4201
2023,7,1196,1392,Regular,4128
2023,7,1198,1223,Regular,4214
2023,7,1200,1171,Regular,4045
2023,7,1208,1441,Regular,4014
2023,7,1211,1316,Regular,4324
2023,7,1213,1286,Regular,4267
2023,7,1220,1343,Regular,4280
2023,7,1222,1294,Regular,4157
2023,7,1228,1183,Regular,4060
2023,7,1231,1287,Regular,4032
2023,7,1232,1453,Regular,4344
2023,7,1233,1335,Regular,4238
2023,7,1234,1126,Regular,4162
2023,7,1235,1237,Regular,4006
2023,7,1242,1303,Regular,4189
2023,7,1243,1410,Regular,4211
2023,7,1245,1297,Regular,4153
2023,7,1246,1224,Regular,4193
2023,7,1253,1465,Regular,4294
2023,7,1260,1192,Regular,4071
2023,7,1266,1347,Regular,4215
2023,7,1268,1310,Regular,4077
2023,7,1269,1148,Regular,4007
2023,7,1272,1435,Regular,4233
2023,7,1274,1248,Regular,4084
2023,7,1276,1236,Regular,4010
2023,7,1277,1319,Regular,4103
2023,7,1278,1444,Regular,4216
2023,7,1279,1108,Regular,4260
2023,7,1280,1394,Regular,4332
2023,7,1281,1475,Regular,4463
2023,7,1298,1456,Regular,4369
2023,7,1301,1122,Regular,4287
2023,7,1304,1263,Regular,4195
2023,7,1305,1469,Regular,4290
2023,7,1307,1381,Regular,4004
2023,7,1314,1423,Regular,4061
2023,7,1315,1230,Regular,4302
2023,7,1321,1152,Regular,4113
2023,7,1326,1352,Regular,4080
2023,7,1329,1426,Regular,4335
2023,7,1330,1271,Regular,4244
2023,7,1332,1197,Regular,4112
2023,7,1333,1409,Regular,4086
2023,7,1336,1457,Regular,4355
2023,7,1337,1349,Regular,4210
2023,7,1338,1404,Regular,4270
2023,7,1346,1348,Regular,4179
2023,7,1350,1440,Regular,4292
