Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2023,134,1160,65,1371,64,H,0,NIT
2023,134,1186,81,1450,74,A,0,NIT
2023,134,1220,88,1353,86,A,1,NIT
2023,134,1251,62,1437,57,H,0,NIT
2023,134,1276,90,1405,80,H,0,NIT
2023,134,1412,88,1379,60,H,0,NIT
2023,134,1435,71,1463,62,H,0,NIT
2023,134,1458,81,1133,62,H,0,NIT
2023,135,1153,81,1439,72,H,0,NIT
2023,135,1287,68,1155,64,A,0,NIT
2023,135,1317,69,1108,53,H,0,NIT
2023,135,1329,69,1464,64,A,0,NIT
2023,135,1332,84,1414,58,H,0,NIT
2023,135,1358,58,1365,56,A,0,NIT
2023,135,1416,67,1196,49,A,0,NIT
2023,135,1430,83,1307,69,A,0,NIT
2023,138,1150,65,1441,56,N,0,CBI
2023,138,1153,79,1220,65,A,0,NIT
2023,138,1232,67,1367,62,N,0,CBI
2023,138,1363,77,1475,52,N,0,CBI
2023,138,1381,72,1466,50,N,0,CBI
2023,138,1435,66,1276,65,H,0,NIT
2023,139,1184,91,1156,75,N,1,CBI
2023,139,1317,75,1358,55,H,0,NIT
2023,139,1329,71,1186,60,H,0,NIT
2023,139,1332,68,1416,54,H,0,NIT
2023,139,1347,72,1470,70,N,1,CBI
2023,139,1349,84,1182,78,N,0,CBI
2023,139,1412,77,1287,59,H,0,NIT
2023,139,1430,81,1160,69,A,0,NIT
2023,139,1454,87,1391,83,N,1,CBI
2023,139,1458,75,1251,71,H,0,NIT
2023,140,1150,76,1454,65,N,0,CBI
2023,140,1184,89,1232,88,N,1,CBI
2023,140,1347,67,1363,57,N,0,CBI
2023,140,1381,81,1349,79,N,0,CBI
2023,141,1150,63,1347,56,N,0,CBI
2023,141,1184,108,1381,106,N,2,CBI
2023,141,1317,65,1329,59,A,1,NIT
2023,141,1458,61,1332,58,A,0,NIT
2023,142,1150,71,1184,68,N,0,CBI
2023,142,1412,67,1435,59,A,0,NIT
2023,142,1430,74,1153,68,H,0,NIT
2023,148,1317,56,1458,54,N,0,NIT
2023,148,1412,88,1430,86,N,1,NIT
2023,150,1317,68,1412,61,N,0,NIT
