Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2022,8,3102,79,3176,62,H,0,30,69,3,16,16,26,15,18,10,6,14,0,19,22,47,5,17,13,16,6,25,5,22,2,5,22
2022,8,3104,109,3149,32,H,0,39,79,8,25,23,31,14,35,19,8,13,2,15,12,56,3,17,5,5,7,25,7,30,4,2,24
2022,8,3112,87,3169,44,H,0,34,65,8,19,11,17,17,26,27,8,8,4,10,18,48,4,9,4,7,6,13,10,15,5,0,17
2022,8,3113,71,3294,41,H,0,25,53,8,17,13,16,8,16,14,16,14,9,17,14,41,3,13,10,15,5,19,7,30,9,3,13
2022,8,3123,84,3454,75,H,1,31,70,8,25,14,18,7,25,14,10,7,6,28,22,62,3,14,28,32,10,28,17,13,4,0,22
2022,8,3124,77,3402,70,H,0,26,62,4,25,21,30,11,28,14,15,6,4,13,27,71,9,34,7,8,6,26,23,16,8,0,29
2022,8,3125,88,3151,70,A,0,34,70,12,30,8,15,13,21,20,9,11,3,26,27,59,3,17,13,24,12,19,15,15,1,2,19
2022,8,3127,59,3373,55,H,0,20,55,2,18,17,23,4,32,9,22,9,2,16,19,69,2,18,15,20,15,27,4,20,11,2,21
2022,8,3130,86,3217,60,H,0,33,66,6,18,14,17,10,28,15,12,10,3,19,21,64,9,29,9,13,10,20,9,18,7,1,18
2022,8,3131,76,3262,47,H,0,27,57,12,20,10,13,9,29,13,20,13,4,18,20,61,4,10,3,9,10,18,12,23,7,2,18
2022,8,3133,84,3460,65,H,0,31,58,13,27,9,15,11,26,25,20,4,2,17,23,68,8,32,11,18,17,16,6,12,11,2,18
2022,8,3138,102,3145,42,H,0,36,74,4,17,26,29,18,32,18,12,19,5,13,16,61,5,24,5,9,8,16,8,24,6,0,19
2022,8,3140,81,3252,58,H,0,31,77,13,37,6,10,14,35,21,11,6,4,15,18,57,12,29,10,14,3,24,13,15,3,5,12
2022,8,3143,90,3170,71,H,0,38,69,7,14,7,10,9,19,20,7,8,2,18,25,56,9,22,12,18,10,19,12,19,4,0,14
2022,8,3150,63,3350,45,A,0,24,70,3,15,12,15,11,31,13,15,9,2,11,16,56,5,33,8,9,5,27,10,21,11,10,18
2022,8,3156,81,3190,54,H,0,21,53,9,21,30,41,5,32,11,9,8,2,12,22,72,4,24,6,9,11,28,14,17,7,3,24
2022,8,3158,80,3459,48,A,0,27,55,11,23,15,16,11,30,11,17,11,2,13,19,69,4,22,6,8,17,14,9,17,4,2,13
2022,8,3162,78,3214,56,H,0,25,60,8,27,20,25,11,23,16,20,15,5,26,17,53,2,13,20,26,11,23,7,21,9,1,20
2022,8,3164,73,3247,70,A,0,24,59,4,21,21,27,9,27,11,17,7,4,20,24,76,10,39,12,15,14,24,17,16,9,2,21
2022,8,3168,71,3381,69,H,0,29,67,5,13,8,16,11,19,13,10,11,3,15,27,60,5,20,10,13,13,23,10,18,5,5,15
2022,8,3173,73,3105,52,H,0,27,62,8,15,11,16,9,31,10,11,3,5,17,20,66,2,12,10,13,12,21,11,11,5,10,17
2022,8,3177,114,3411,71,H,0,46,68,7,12,15,19,6,28,30,21,14,5,17,29,77,3,20,10,11,10,14,10,24,13,5,22
2022,8,3181,95,3457,39,H,0,37,74,9,33,12,12,18,24,24,14,15,7,14,15,52,4,10,5,6,10,17,5,30,6,0,17
2022,8,3189,68,3219,66,A,0,23,50,4,10,18,24,7,30,14,16,5,7,18,22,59,8,18,14,20,5,21,11,9,6,1,19
2022,8,3191,62,3122,52,H,0,24,56,4,17,10,16,8,19,9,16,13,9,17,18,66,3,20,13,14,23,22,7,20,9,2,19
2022,8,3193,76,3135,52,H,0,31,70,5,11,9,10,13,30,20,11,12,0,6,21,57,8,33,2,5,5,23,8,19,7,3,15
2022,8,3196,84,3209,70,H,0,29,58,5,19,21,32,9,27,16,22,12,5,27,22,57,5,13,21,27,7,18,9,20,9,0,26
