Season,Seed,TeamID
2022,W01,3301
2022,W02,3163
2022,W03,3231
2022,W04,3328
2022,W05,3323
2022,W06,3246
2022,W07,3416
2022,W08,3450
2022,W09,3243
2022,W10,3196
2022,W11,3343
2022,W12,3269
2022,W13,3237
2022,W14,3150
2022,W15,3273
2022,W16a,3255
2022,W16b,3291
2022,X01,3390
2022,X02,3400
2022,X03,3261
2022,X04,3268
2022,X05,3439
2022,X06,3326
2022,X07,3428
2022,X08,3242
2022,X09,3210
2022,X10,3116
2022,X11a,3199
2022,X11b,3283
2022,X12,3195
2022,X13,3174
2022,X14,3238
2022,X15,3193
2022,X16,3286
2022,Y01,3376
2022,Y02,3234
2022,Y03,3235
2022,Y04,3112
2022,Y05,3314
2022,Y06,3208
2022,Y07,3160
2022,Y08,3274
2022,Y09,3378
2022,Y10,3166
2022,Y11a,3173
2022,Y11b,3177
2022,Y12,3372
2022,Y13,3424
2022,Y14,3426
2022,Y15,3229
2022,Y16a,3224
2022,Y16b,3230
2022,Z01,3257
2022,Z02,3124
2022,Z03,3276
2022,Z04,3397
2022,Z05,3332
2022,Z06,3140
2022,Z07,3279
2022,Z08,3304
2022,Z09,3211
2022,Z10,3377
2022,Z11,3437
2022,Z12,3125
2022,Z13,3138
2022,Z14,3110
2022,Z15,3218
2022,Z16,3107
