Season,Seed,TeamID
2016,W01,3163
2016,W02,3400
2016,W03,3417
2016,W04,3277
2016,W05,3280
2016,W06,3378
2016,W07,3140
2016,W08,3371
2016,W09,3182
2016,W10,3281
2016,W11,3161
2016,W12,3151
2016,W13,3125
2016,W14,3218
2016,W15,3106
2016,W16,3352
2016,X01,3124
2016,X02,3333
2016,X03,3257
2016,X04,3401
2016,X05,3199
2016,X06,3177
2016,X07,3329
2016,X08,3385
2016,X09,3120
2016,X10,3382
2016,X11,3241
2016,X12,3292
2016,X13,3283
2016,X14,3146
2016,X15,3407
2016,X16,3225
2016,Y01,3323
2016,Y02,3268
2016,Y03,3246
2016,Y04,3390
2016,Y05,3274
2016,Y06,3328
2016,Y07,3449
2016,Y08,3208
2016,Y09,3231
2016,Y10,3335
2016,Y11,3345
2016,Y12,3355
2016,Y13,3362
2016,Y14,3421
2016,Y15,3233
2016,Y16,3299
2016,Z01,3376
2016,Z02,3113
2016,Z03,3326
2016,Z04,3393
2016,Z05,3196
2016,Z06,3452
2016,Z07,3397
2016,Z08,3203
2016,Z09,3243
2016,Z10,3453
2016,Z11,3343
2016,Z12,3107
2016,Z13,3119
2016,Z14,3138
2016,Z15,3308
2016,Z16,3239
