Season,TeamID,ConfAbbrev
2016,3101,southland
2016,3102,mwc
2016,3103,mac
2016,3104,sec
2016,3105,swac
2016,3106,swac
2016,3107,aec
2016,3108,swac
2016,3110,patriot
2016,3111,sun_belt
2016,3112,pac_twelve
2016,3113,pac_twelve
2016,3114,sun_belt
2016,3115,swac
2016,3116,sec
2016,3117,sun_belt
2016,3119,patriot
2016,3120,sec
2016,3122,ovc
2016,3123,mac
2016,3124,big_twelve
2016,3125,ovc
2016,3126,meac
2016,3127,aec
2016,3129,mwc
2016,3130,acc
2016,3131,patriot
2016,3132,mac
2016,3133,mvc
2016,3135,ivy
2016,3136,nec
2016,3137,patriot
2016,3138,mac
2016,3139,big_east
2016,3140,wcc
2016,3141,mac
2016,3142,big_west
2016,3143,pac_twelve
2016,3144,big_south
2016,3145,maac
2016,3146,southland
2016,3148,nec
2016,3149,big_south
2016,3150,cusa
2016,3151,southern
2016,3152,wac
2016,3153,aac
2016,3155,acc
2016,3156,horizon
2016,3157,big_south
2016,3158,caa
2016,3159,patriot
2016,3160,pac_twelve
2016,3161,mwc
2016,3162,ivy
2016,3163,aac
2016,3164,meac
2016,3165,ivy
2016,3166,big_east
2016,3167,wac
2016,3168,big_west
2016,3169,big_west
2016,3170,big_sky
2016,3171,ivy
2016,3172,a_ten
2016,3173,a_ten
2016,3174,caa
2016,3175,meac
2016,3176,summit
2016,3177,big_east
2016,3178,horizon
2016,3179,mvc
2016,3180,caa
2016,3181,acc
2016,3182,a_ten
2016,3183,ovc
2016,3184,ovc
2016,3185,mac
2016,3186,big_sky
2016,3187,aac
2016,3188,ovc
2016,3189,caa
2016,3190,southern
2016,3191,mvc
2016,3192,nec
2016,3193,maac
2016,3194,cusa
2016,3195,a_sun
2016,3196,sec
2016,3197,meac
2016,3198,cusa
2016,3199,acc
2016,3200,a_ten
2016,3201,mwc
2016,3202,southern
2016,3203,a_ten
2016,3204,sun_belt
2016,3205,big_south
2016,3206,a_ten
2016,3207,big_east
2016,3208,sec
2016,3209,sun_belt
2016,3210,acc
2016,3211,wcc
2016,3212,swac
2016,3213,wac
2016,3214,meac
2016,3216,aec
2016,3217,ivy
2016,3218,big_west
2016,3219,big_south
2016,3220,caa
2016,3221,patriot
2016,3222,aac
2016,3223,southland
2016,3224,meac
2016,3225,big_sky
2016,3226,big_sky
2016,3227,horizon
2016,3228,big_ten
2016,3229,mvc
2016,3230,southland
2016,3231,big_ten
2016,3232,mvc
2016,3233,maac
2016,3234,big_ten
2016,3235,big_twelve
2016,3236,summit
2016,3237,summit
2016,3238,swac
2016,3239,a_sun
2016,3240,ovc
2016,3241,caa
2016,3242,big_twelve
2016,3243,big_twelve
2016,3244,a_sun
2016,3245,mac
2016,3246,sec
2016,3247,a_ten
2016,3248,patriot
2016,3249,southland
2016,3250,patriot
2016,3251,big_south
2016,3252,a_sun
2016,3253,big_west
2016,3254,nec
2016,3255,big_south
2016,3256,cusa
2016,3257,acc
2016,3258,wcc
2016,3259,patriot
2016,3260,mvc
2016,3261,sec
2016,3262,aec
2016,3263,aec
2016,3264,maac
2016,3265,maac
2016,3266,big_east
2016,3267,cusa
2016,3268,big_ten
2016,3269,a_ten
2016,3270,southland
2016,3271,meac
2016,3272,aac
2016,3273,southern
2016,3274,acc
2016,3275,mac
2016,3276,big_ten
2016,3277,big_ten
2016,3278,big_ten
2016,3279,sec
2016,3280,sec
2016,3281,sec
2016,3282,wac
2016,3283,mvc
2016,3284,maac
2016,3285,big_sky
2016,3286,big_sky
2016,3287,ovc
2016,3288,meac
2016,3290,swac
2016,3291,nec
2016,3292,cusa
2016,3293,ovc
2016,3294,big_sky
2016,3295,summit
2016,3296,mac
2016,3297,horizon
2016,3298,patriot
2016,3299,meac
2016,3300,meac
2016,3301,acc
2016,3303,summit
2016,3304,big_ten
2016,3305,mwc
2016,3306,aec
2016,3307,mwc
2016,3308,wac
2016,3309,southland
2016,3310,maac
2016,3311,southland
2016,3312,a_sun
2016,3313,meac
2016,3314,acc
2016,3315,big_sky
2016,3316,a_sun
2016,3317,cusa
2016,3318,caa
2016,3319,big_sky
2016,3320,mvc
2016,3321,big_ten
2016,3322,southland
2016,3323,acc
2016,3324,horizon
2016,3325,mac
2016,3326,big_ten
2016,3328,big_twelve
2016,3329,big_twelve
2016,3330,cusa
2016,3331,summit
2016,3332,pac_twelve
2016,3333,pac_twelve
2016,3334,wcc
2016,3335,ivy
2016,3336,big_ten
2016,3337,wcc
2016,3338,acc
2016,3339,wcc
2016,3340,big_sky
2016,3341,swac
2016,3342,big_south
2016,3343,ivy
2016,3344,big_east
2016,3345,big_ten
2016,3346,maac
2016,3347,big_south
2016,3348,a_ten
2016,3349,cusa
2016,3350,a_ten
2016,3351,maac
2016,3352,nec
2016,3353,big_ten
2016,3354,meac
2016,3355,summit
2016,3356,mvc
2016,3357,nec
2016,3358,southland
2016,3359,southern
2016,3360,wcc
2016,3361,mwc
2016,3362,wcc
2016,3363,mwc
2016,3364,big_west
2016,3365,wcc
2016,3366,meac
2016,3367,a_sun
2016,3368,southland
2016,3369,ovc
2016,3370,wac
2016,3371,big_east
2016,3372,southland
2016,3373,maac
2016,3374,aac
2016,3375,sun_belt
2016,3376,sec
2016,3377,summit
2016,3378,aac
2016,3379,cusa
2016,3380,swac
2016,3381,big_sky
2016,3382,a_ten
2016,3383,nec
2016,3384,nec
2016,3385,big_east
2016,3386,a_ten
2016,3387,a_ten
2016,3388,wcc
2016,3389,maac
2016,3390,pac_twelve
2016,3391,a_sun
2016,3392,aec
2016,3393,acc
2016,3394,southland
2016,3395,big_twelve
2016,3396,aac
2016,3397,sec
2016,3398,ovc
2016,3399,ovc
2016,3400,big_twelve
2016,3401,sec
2016,3402,sun_belt
2016,3403,big_twelve
2016,3404,ovc
2016,3405,mac
2016,3406,caa
2016,3407,sun_belt
2016,3408,aac
2016,3409,aac
2016,3410,wac
2016,3411,swac
2016,3412,cusa
2016,3413,big_west
2016,3414,big_west
2016,3415,big_west
2016,3416,aac
2016,3417,pac_twelve
2016,3418,sun_belt
2016,3419,sun_belt
2016,3420,aec
2016,3421,big_south
2016,3422,southern
2016,3423,caa
2016,3424,mwc
2016,3425,pac_twelve
2016,3426,sun_belt
2016,3427,cusa
2016,3428,pac_twelve
2016,3429,mwc
2016,3430,wac
2016,3431,cusa
2016,3433,a_ten
2016,3434,horizon
2016,3435,sec
2016,3436,aec
2016,3437,big_east
2016,3438,acc
2016,3439,acc
2016,3441,southern
2016,3442,summit
2016,3443,cusa
2016,3444,mac
2016,3447,nec
2016,3448,acc
2016,3449,pac_twelve
2016,3450,pac_twelve
2016,3451,big_sky
2016,3452,big_twelve
2016,3453,horizon
