Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
1999,135,1139,51,1133,50,A,0,NIT
1999,135,1143,79,1201,71,H,0,NIT
1999,135,1155,77,1208,57,H,0,NIT
1999,135,1160,65,1337,61,H,0,NIT
1999,135,1161,69,1280,56,H,0,NIT
1999,135,1177,69,1321,64,H,0,NIT
1999,135,1301,92,1344,86,H,0,NIT
1999,135,1304,68,1424,55,H,0,NIT
1999,135,1330,75,1371,56,H,0,NIT
1999,135,1332,67,1210,64,H,0,NIT
1999,135,1343,54,1207,47,H,0,NIT
1999,135,1353,58,1220,45,H,0,NIT
1999,135,1395,72,1243,71,A,0,NIT
1999,135,1448,73,1104,57,H,0,NIT
1999,135,1461,81,1425,77,H,0,NIT
1999,135,1462,86,1405,84,A,0,NIT
1999,140,1139,75,1330,62,H,0,NIT
1999,140,1332,93,1461,72,H,0,NIT
1999,140,1343,61,1301,58,A,0,NIT
1999,140,1395,101,1304,89,H,0,NIT
1999,140,1462,87,1448,76,H,0,NIT
1999,141,1143,58,1177,57,A,0,NIT
1999,141,1155,78,1353,68,A,0,NIT
1999,141,1161,86,1160,76,H,0,NIT
1999,142,1332,77,1395,68,A,0,NIT
1999,142,1462,65,1343,58,H,0,NIT
1999,143,1143,71,1161,62,H,0,NIT
1999,143,1155,89,1139,69,H,0,NIT
1999,148,1143,85,1332,69,N,0,NIT
1999,148,1155,79,1462,76,N,0,NIT
1999,150,1143,61,1155,60,N,0,NIT
1999,150,1462,106,1332,75,N,0,NIT
