Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
2008,4,3110,70,3255,61,A,0
2008,4,3124,83,3224,31,H,0
2008,4,3125,45,3394,42,A,0
2008,4,3129,71,3258,67,H,0
2008,4,3130,68,3460,36,H,0
2008,4,3132,81,3434,56,H,0
2008,4,3140,61,3364,50,A,0
2008,4,3141,76,3227,71,H,0
2008,4,3151,64,3122,50,A,0
2008,4,3155,72,3263,59,H,0
2008,4,3167,76,3360,66,H,0
2008,4,3174,54,3175,47,H,0
2008,4,3191,89,3267,77,H,0
2008,4,3196,82,3462,71,H,0
2008,4,3197,60,3209,58,A,0
2008,4,3199,93,3195,53,A,0
2008,4,3203,79,3420,59,A,0
2008,4,3208,81,3350,53,H,0
2008,4,3210,69,3172,50,H,0
2008,4,3214,52,3207,50,H,0
2008,4,3222,76,3411,58,H,0
2008,4,3228,86,3183,56,A,0
2008,4,3231,67,3107,59,H,0
2008,4,3239,72,3204,58,H,0
2008,4,3244,74,3240,70,H,1
2008,4,3259,72,3180,62,H,0
2008,4,3261,86,3359,38,H,0
2008,4,3268,76,3343,52,H,0
2008,4,3269,69,3436,68,H,0
2008,4,3273,58,3354,55,H,0
2008,4,3274,64,3194,45,H,0
2008,4,3277,65,3237,35,H,0
2008,4,3278,57,3415,49,H,0
2008,4,3280,71,3368,55,H,0
2008,4,3281,73,3293,64,H,0
2008,4,3282,73,3146,63,A,0
2008,4,3286,77,3225,49,A,0
2008,4,3296,54,3133,48,H,0
2008,4,3299,78,3391,60,A,0
2008,4,3304,81,3431,74,H,0
2008,4,3305,62,3365,51,H,0
2008,4,3307,85,3444,62,H,0
2008,4,3308,65,3414,61,A,0
2008,4,3318,69,3164,65,N,0
2008,4,3319,64,3426,50,H,0
2008,4,3320,72,3161,58,H,0
2008,4,3321,76,3173,70,N,1
2008,4,3323,98,3275,50,H,0
2008,4,3324,67,3162,52,A,0
2008,4,3329,89,3102,49,H,0
2008,4,3334,67,3429,66,A,0
2008,4,3335,56,3189,54,A,0
2008,4,3336,87,3112,78,H,0
2008,4,3337,70,3169,38,H,0
2008,4,3338,85,3150,68,H,0
2008,4,3339,70,3450,40,A,0
2008,4,3344,79,3135,45,A,0
2008,4,3348,62,3357,43,H,0
2008,4,3349,63,3298,52,N,0
2008,4,3351,59,3284,46,H,0
2008,4,3355,77,3117,67,H,0
2008,4,3371,61,3264,60,H,0
2008,4,3376,93,3384,33,H,0
2008,4,3379,87,3358,69,H,0
2008,4,3382,61,3137,55,H,0
2008,4,3388,87,3341,80,N,0
2008,4,3389,58,3192,49,A,0
2008,4,3390,100,3463,44,A,0
2008,4,3392,66,3233,57,H,0
2008,4,3395,74,3347,63,H,0
2008,4,3401,62,3374,57,A,0
2008,4,3403,72,3416,57,A,0
2008,4,3404,66,3252,53,H,0
2008,4,3406,58,3291,56,A,0
2008,4,3419,77,3270,40,H,0
2008,4,3423,91,3342,59,H,0
2008,4,3424,73,3253,57,H,0
2008,4,3433,98,3148,44,H,0
2008,4,3435,92,3412,51,H,0
2008,4,3437,64,3247,58,A,0
2008,4,3441,85,3178,65,H,0
2008,4,3443,90,3190,73,H,0
2008,4,3452,76,3145,49,H,0
2008,4,3453,78,3179,66,A,0
2008,4,3454,88,3152,76,A,0
2008,4,3456,71,3144,53,N,0
2008,4,3457,77,3317,56,H,0
2008,4,3458,82,3156,62,A,0
2008,4,3461,76,3226,50,H,0
2008,5,3124,101,3388,47,H,0
2008,5,3131,70,3373,66,A,0
2008,5,3139,59,3325,58,H,0
2008,5,3143,83,3201,79,A,0
2008,5,3144,57,3189,51,A,0
2008,5,3166,67,3114,54,H,0
2008,5,3177,78,3356,63,A,0
2008,5,3182,69,3287,52,A,0
2008,5,3241,89,3217,73,H,0
2008,5,3243,88,3449,61,H,0
2008,5,3246,74,3367,59,H,0
2008,5,3254,55,3165,53,H,0
2008,5,3257,81,3123,62,A,0
2008,5,3276,67,3103,55,H,0
2008,5,3288,77,3271,71,A,0
2008,5,3307,72,3173,64,H,0
2008,5,3310,78,3159,39,A,0
2008,5,3330,76,3292,68,H,0
2008,5,3332,67,3363,32,H,0
2008,5,3333,73,3142,64,H,0
2008,5,3336,73,3150,67,H,0
2008,5,3338,81,3112,58,H,0
2008,5,3340,62,3127,60,H,0
2008,5,3341,77,3224,73,H,0
2008,5,3349,69,3317,65,N,0
2008,5,3369,67,3409,45,H,0
2008,5,3386,60,3250,59,A,0
2008,5,3399,74,3272,58,A,0
2008,5,3405,87,3236,75,H,0
2008,5,3408,64,3104,56,A,0
2008,5,3430,89,3168,69,H,0
2008,5,3438,62,3255,49,H,0
2008,5,3444,64,3321,61,N,0
2008,5,3447,78,3162,67,H,0
2008,5,3456,87,3335,64,N,0
2008,5,3457,47,3298,33,H,0
2008,6,3112,86,3150,77,N,1
2008,6,3116,87,3252,60,H,0
2008,6,3120,91,3178,47,H,0
2008,6,3124,89,3341,61,H,0
2008,6,3129,70,3285,64,H,0
2008,6,3138,62,3464,53,H,0
2008,6,3157,59,3459,58,H,0
2008,6,3163,98,3392,35,H,0
2008,6,3164,74,3416,63,A,0
2008,6,3173,88,3444,63,N,0
2008,6,3181,57,3176,37,A,0
2008,6,3187,97,3342,52,H,0
2008,6,3199,75,3316,48,H,0
2008,6,3204,67,3391,51,A,0
2008,6,3208,84,3206,56,H,0
2008,6,3214,71,3387,57,A,1
2008,6,3220,62,3233,59,H,0
2008,6,3228,63,3454,43,H,0
2008,6,3229,81,3183,68,A,0
2008,6,3232,89,3115,55,H,0
2008,6,3234,61,3171,43,H,0
2008,6,3235,70,3337,59,H,0
2008,6,3242,76,3216,72,H,0
2008,6,3258,61,3424,59,A,0
2008,6,3259,49,3437,47,H,0
2008,6,3261,73,3395,54,H,0
2008,6,3264,65,3200,53,H,0
2008,6,3268,76,3328,66,N,0
2008,6,3273,72,3418,61,H,0
2008,6,3277,73,3191,53,H,0
2008,6,3280,76,3147,57,H,0
2008,6,3282,65,3102,59,H,0
2008,6,3294,75,3362,51,H,0
2008,6,3301,74,3422,29,H,0
2008,6,3304,80,3279,59,H,0
2008,6,3307,67,3321,38,H,0
