Season,Seed,TeamID
2011,W01,3124
2011,W02,3401
2011,W03,3199
2011,W04,3277
2011,W05,3453
2011,W06,3208
2011,W07,3353
2011,W08,3222
2011,W09,3452
2011,W10,3256
2011,W11,3292
2011,W12,3114
2011,W13,3320
2011,W14,3359
2011,W15,3270
2011,W16,3341
2011,X01,3390
2011,X02,3462
2011,X03,3417
2011,X04,3246
2011,X05,3314
2011,X06,3234
2011,X07,3257
2011,X08,3403
2011,X09,3385
2011,X10,3435
2011,X11,3211
2011,X12,3201
2011,X13,3214
2011,X14,3285
2011,X15,3355
2011,X16,3413
2011,Y01,3397
2011,Y02,3323
2011,Y03,3274
2011,Y04,3326
2011,Y05,3210
2011,Y06,3328
2011,Y07,3113
2011,Y08,3266
2011,Y09,3400
2011,Y10,3396
2011,Y11,3241
2011,Y12,3132
2011,Y13,3416
2011,Y14,3205
2011,Y15,3428
2011,Y16,3391
2011,Z01,3163
2011,Z02,3181
2011,Z03,3177
2011,Z04,3268
2011,Z05,3207
2011,Z06,3336
2011,Z07,3235
2011,Z08,3243
2011,Z09,3345
2011,Z10,3265
2011,Z11,3173
2011,Z12,3343
2011,Z13,3384
2011,Z14,3298
2011,Z15,3404
2011,Z16,3216
