Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2000,134,1301,64,1408,60,H,0,NIT
2000,134,1448,83,1435,68,A,0,NIT
2000,135,1113,83,1308,77,H,0,NIT
2000,135,1140,81,1132,54,H,0,NIT
2000,135,1143,70,1253,66,H,0,NIT
2000,135,1207,115,1438,111,A,0,NIT
2000,135,1279,62,1150,45,H,0,NIT
2000,135,1307,64,1378,58,H,0,NIT
2000,135,1323,75,1276,65,H,0,NIT
2000,135,1336,55,1343,41,H,0,NIT
2000,135,1437,72,1174,63,H,0,NIT
2000,135,1462,67,1266,63,H,0,NIT
2000,136,1245,73,1353,62,H,0,NIT
2000,136,1283,77,1374,64,H,0,NIT
2000,136,1356,94,1160,92,A,0,NIT
2000,136,1373,66,1269,65,H,0,NIT
2000,140,1140,82,1356,57,H,0,NIT
2000,140,1245,81,1437,67,A,0,NIT
2000,140,1323,76,1462,64,H,0,NIT
2000,140,1336,105,1373,103,H,0,NIT
2000,141,1143,60,1207,49,H,0,NIT
2000,141,1279,70,1283,48,H,0,NIT
2000,141,1301,60,1113,57,H,0,NIT
2000,141,1448,72,1307,65,H,0,NIT
2000,142,1323,64,1140,52,H,0,NIT
2000,142,1336,81,1245,74,H,0,NIT
2000,143,1301,77,1279,54,H,0,NIT
2000,144,1448,76,1143,59,H,0,NIT
2000,148,1323,73,1336,52,N,0,NIT
2000,148,1448,62,1301,59,N,0,NIT
2000,150,1336,74,1301,72,N,0,NIT
2000,150,1448,71,1323,61,N,0,NIT
