Season,Seed,TeamID
2000,W01,1181
2000,W02,1396
2000,W03,1329
2000,W04,1228
2000,W05,1196
2000,W06,1231
2000,W07,1332
2000,W08,1242
2000,W09,1177
2000,W10,1371
2000,W11,1337
2000,W12,1139
2000,W13,1335
2000,W14,1220
2000,W15,1248
2000,W16,1249
2000,X01,1390
2000,X02,1153
2000,X03,1326
2000,X04,1397
2000,X05,1163
2000,X06,1274
2000,X07,1409
2000,X08,1314
2000,X09,1281
2000,X10,1424
2000,X11,1116
2000,X12,1429
2000,X13,1418
2000,X14,1111
2000,X15,1423
2000,X16,1354
2000,Y01,1277
2000,Y02,1235
2000,Y03,1268
2000,Y04,1393
2000,Y05,1246
2000,Y06,1417
2000,Y07,1120
2000,Y08,1428
2000,Y09,1387
2000,Y10,1166
2000,Y11,1123
2000,Y12,1382
2000,Y13,1359
2000,Y14,1233
2000,Y15,1148
2000,Y16,1434
2000,Z01,1112
2000,Z02,1385
2000,Z03,1328
2000,Z04,1261
2000,Z05,1400
2000,Z06,1345
2000,Z07,1257
2000,Z08,1458
2000,Z09,1201
2000,Z10,1211
2000,Z11,1173
2000,Z12,1232
2000,Z13,1369
2000,Z14,1457
2000,Z15,1319
2000,Z16,1238
